service_id,date,exception_type
2555,20260716,1
2546,20260717,1
2549,20260718,1
2551,20260719,1
2555,20260720,1
2555,20260721,1
2555,20260722,1
2555,20260723,1
2546,20260724,1
2549,20260725,1
2551,20260726,1
2555,20260727,1
2555,20260728,1
2555,20260729,1
2555,20260730,1
2546,20260731,1
