id,stop_id,name,linia,stop_type,geometry
B-M27-105947,105947,Metro Fondo,M27,Bus,POINT (2.2186534842 41.4515382363)
B-M19-105947,105947,Metro Fondo,M19,Bus,POINT (2.2186534842 41.4515382363)
B-B81-107053,107053,Metro Fondo,B81,Bus,POINT (2.2187200274 41.4510929432)
B-B15-107053,107053,Metro Fondo,B15,Bus,POINT (2.2187200274 41.4510929432)
B-B23-109279,109279,Verdi - Mozart,B23,Bus,POINT (2.2207179043 41.4522456631)
B-B80-109279,109279,Verdi - Mozart,B80,Bus,POINT (2.2207179043 41.4522456631)
B-B82-109279,109279,Verdi - Mozart,B82,Bus,POINT (2.2207179043 41.4522456631)
B-M27-109279,109279,Verdi - Mozart,M27,Bus,POINT (2.2207179043 41.4522456631)
B-M19-109279,109279,Verdi - Mozart,M19,Bus,POINT (2.2207179043 41.4522456631)
B-B23-110594,110594,La Catalana,B23,Bus,POINT (2.2230519791 41.4221557672)
B-B21-1152,1152,Av. Catalunya,B21,Bus,POINT (2.2228582327 41.4284599267)
B-B23-1152,1152,Av. Catalunya,B23,Bus,POINT (2.2228582327 41.4284599267)
B-B23-103097,103097,Pau Piferrer,B23,Bus,POINT (2.2230136105 41.4451681252)
B-B23-101418,101418,General Moragues,B23,Bus,POINT (2.2229561454 41.4477480967)
B-B23-100368,100368,Esportiu Sistrells,B23,Bus,POINT (2.224223659 41.4487026814)
B-B15-100368,100368,Esportiu Sistrells,B15,Bus,POINT (2.224223659 41.4487026814)
B-M27-102679,102679,Poliesportiu Montigala,M27,Bus,POINT (2.2241715518 41.4521577723)
B-B23-100693,100693,Av. Italia,B23,Bus,POINT (2.2218735716 41.4546670757)
B-B80-100693,100693,Av. Italia,B80,Bus,POINT (2.2218735716 41.4546670757)
B-B82-100693,100693,Av. Italia,B82,Bus,POINT (2.2218735716 41.4546670757)
