id,stop_id,name,linia,stop_type,geometry
B-MB3-200118,200118,Pas soterrat Rodalies,MB3,Bus,POINT (2.0222919991 41.4088663561)
B-MB3-200128,200128,Verdaguer - Torras i Bages,MB3,Bus,POINT (2.0210167012 41.4155840401)
B-MB3-200130,200130,Ctra. de Vallvidrera - Av. de Collserola,MB3,Bus,POINT (2.0224672965 41.4163876044)
B-MB3-200119,200119,Joan Maragall,MB3,Bus,POINT (2.0240283375 41.4081463533)
B-MB3-200152,200152,Esglesia St. Bartomeu,MB3,Bus,POINT (2.0380744675 41.426346132)
B-MB3-200178,200178,Esglesia St. Bartomeu,MB3,Bus,POINT (2.0382118748 41.4264759697)
B-MB3-200153,200153,Ctra. de Vallvidrera,MB3,Bus,POINT (2.0404594755 41.4278055056)
B-MB3-200175,200175,Les Cases de Can Castellvi,MB3,Bus,POINT (2.0444468284 41.4357462035)
B-78-3433,3433,Ctra BV 2001- Benzinera,78,Bus,POINT (2.0503160056 41.3705690039)
B-78-3429,3429,Ctra BV 2001- Benzinera,78,Bus,POINT (2.0504120051 41.37059)
B-MB3-200174,200174,Can Santoi,MB3,Bus,POINT (2.0476776043 41.4363592588)
B-78-3428,3428,Major - Riera d'en Nofre,78,Bus,POINT (2.0528750029 41.3688579978)
B-78-2274,2274,Rambla Josep M Jujol - Baltasar d'Espanya,78,Bus,POINT (2.0543450005 41.3643879976)
B-78-2275,2275,Major - Pl Constitucio,78,Bus,POINT (2.0549310022 41.3668700026)
B-MB3-200169,200169,Av. Montserrat c. Barranc del Llop 2 - Montsec,MB3,Bus,POINT (2.0558277458 41.4446231772)
B-78-2276,2276,Major - Montjuic,78,Bus,POINT (2.0570739956 41.3647879956)
B-78-2667,2667,Av Barcelona - Major,78,Bus,POINT (2.0583319946 41.3633939989)
B-78-2248,2248,Av Barcelona - Rius i Taulet,78,Bus,POINT (2.0607409955 41.3667449977)
B-63-1723,1723,Av Lluis Companys - Rubio i Tuduri,63,Bus,POINT (2.0601599994 41.3774039986)
B-MB3-200163,200163,Av. Montserrat / Dos Termes,MB3,Bus,POINT (2.0617176381 41.4449422306)
B-78-904,904,Av Barcelona - Tambor del Bruc,78,Bus,POINT (2.0642540005 41.367872003)
B-MB3-200167,200167,Av. Montserrat / Dos Termes,MB3,Bus,POINT (2.0623880632 41.4454553174)
B-67-902,902,Rubio i Ors - Pl Quatre Camins,67,Bus,POINT (2.0667879941 41.3555229984)
B-68-902,902,Rubio i Ors - Pl Quatre Camins,68,Bus,POINT (2.0667879941 41.3555229984)
B-78-1739,1739,Fructuos Gelabert - Jacint Verdaguer,78,Bus,POINT (2.0672969995 41.3727600039)
B-63-1720,1720,Av Industria - Av Camp Roig,63,Bus,POINT (2.0669090055 41.3804899999)
B-157-1720,1720,Av Industria - Av Camp Roig,157,Bus,POINT (2.0669090055 41.3804899999)
B-63-408,408,Av Industria - Salvador Espriu,63,Bus,POINT (2.0685190007 41.3815679998)
B-157-408,408,Av Industria - Salvador Espriu,157,Bus,POINT (2.0685190007 41.3815679998)
B-78-1657,1657,Av Barcelona - Mare de Deu de la Merce,78,Bus,POINT (2.0706380008 41.3685080027)
B-157-1921,1921,Sant Marti de l'Erm - Josep Trueta,157,Bus,POINT (2.0705999956 41.3717209975)
B-78-3135,3135,Jacint Verdaguer  -  Josep Trueta,78,Bus,POINT (2.0713019971 41.3737610007)
B-78-1633,1633,Jacint Verdaguer - de la TV3,78,Bus,POINT (2.0714600017 41.3739759967)
B-157-1633,1633,Jacint Verdaguer - de la TV3,157,Bus,POINT (2.0714600017 41.3739759967)
B-63-1054,1054,Hereter - Av Industria,63,Bus,POINT (2.0714399966 41.3827489991)
B-157-1054,1054,Hereter - Av Industria,157,Bus,POINT (2.0714399966 41.3827489991)
B-JT-1054,1054,Hereter - Av Industria,JT,Bus,POINT (2.0714399966 41.3827489991)
B-67-1156,1156,Av del Parc - Bellaterra,67,Bus,POINT (2.0736049943 41.3589279955)
B-68-1200,1200,Ctra d'Esplugues - La Miranda,68,Bus,POINT (2.0727800018 41.3611360036)
B-78-1919,1919,Av Baix Llobregat - St Marti de l'Erm,78,Bus,POINT (2.0739739988 41.3737719961)
B-157-1919,1919,Av Baix Llobregat - St Marti de l'Erm,157,Bus,POINT (2.0739739988 41.3737719961)
B-63-1053,1053,El Parador,63,Bus,POINT (2.0740920045 41.3829670035)
B-157-1053,1053,El Parador,157,Bus,POINT (2.0740920045 41.3829670035)
B-JM-1053,1053,El Parador,JM,Bus,POINT (2.0740920045 41.3829670035)
B-JM-107512,107512,Miquel Reverter - Mn. Antonino Tenas,JM,Bus,POINT (2.0734934711 41.3864107003)
B-JT-107512,107512,Miquel Reverter - Mn. Antonino Tenas,JT,Bus,POINT (2.0734934711 41.3864107003)
B-JM-110576,110576,Miquel Reverter - Carles Mercader,JM,Bus,POINT (2.073680626 41.3856762697)
B-JT-110576,110576,Miquel Reverter - Carles Mercader,JT,Bus,POINT (2.073680626 41.3856762697)
B-67-3833,3833,Pl. de la Llibertat,67,Bus,POINT (2.075847997 41.3528160012)
B-68-3833,3833,Pl. de la Llibertat,68,Bus,POINT (2.075847997 41.3528160012)
B-67-1157,1157,Av del Parc - Bonavista,67,Bus,POINT (2.0762553311 41.3595776748)
B-157-2631,2631,Av Barcelona - John F Kennedy,157,Bus,POINT (2.0760239976 41.3705920001)
B-78-2636,2636,Av Baix Llobregat - Angel Guimera,78,Bus,POINT (2.0770890044 41.3714950013)
B-63-1212,1212,Rambla Sant Just - Catalunya,63,Bus,POINT (2.0752489968 41.3803399957)
B-157-1212,1212,Rambla Sant Just - Catalunya,157,Bus,POINT (2.0752489968 41.3803399957)
B-JT-1212,1212,Rambla Sant Just - Catalunya,JT,Bus,POINT (2.0752489968 41.3803399957)
B-63-1749,1749,Ctra Reial - Rambla Modolell,63,Bus,POINT (2.076869005 41.3785689976)
B-157-1749,1749,Ctra Reial - Rambla Modolell,157,Bus,POINT (2.076869005 41.3785689976)
B-63-1052,1052,Rambla Sant Just - Major,63,Bus,POINT (2.0751029969 41.380882001)
B-157-1052,1052,Rambla Sant Just - Major,157,Bus,POINT (2.0751029969 41.380882001)
B-JM-1052,1052,Rambla Sant Just - Major,JM,Bus,POINT (2.0751029969 41.380882001)
B-JT-1052,1052,Rambla Sant Just - Major,JT,Bus,POINT (2.0751029969 41.380882001)
B-JT-107564,107564,Bonavista - Sant Josep,JT,Bus,POINT (2.0760093222 41.3876851615)
B-67-597,597,Ctra de L'Hospitalet - Av Fama,67,Bus,POINT (2.0799239999 41.3538199981)
B-68-597,597,Ctra de L'Hospitalet - Av Fama,68,Bus,POINT (2.0799239999 41.3538199981)
B-67-642,642,La Miranda - Pl Catalunya,67,Bus,POINT (2.0782320002 41.3600200043)
B-68-1197,1197,Ctra d'Esplugues - Oliverar,68,Bus,POINT (2.0778289985 41.3666510023)
B-68-643,643,Ctra d'Esplugues - Les Garrigues,68,Bus,POINT (2.0790589989 41.3675859964)
B-78-2638,2638,Av Baix Llobregat - Enric Granados,78,Bus,POINT (2.0786880043 41.3701800001)
B-JT-102298,102298,Freixes - del Mercat,JT,Bus,POINT (2.0775952209 41.3847916834)
B-65-1691,1691,Policia Local,65,Bus,POINT (2.0833499945 41.3174649989)
B-PR3-1691,1691,Policia Local,PR3,Bus,POINT (2.0833499945 41.3174649989)
B-67-1656,1656,Av Sant Ildefons - Bruc,67,Bus,POINT (2.0808180047 41.3604900027)
B-67-1655,1655,Av Sant Ildefons - Av Republica Argentina,67,Bus,POINT (2.0828160023 41.3627680039)
B-67-1202,1202,Av de Sant Ildefons - Avet,67,Bus,POINT (2.0827889984 41.3655040028)
B-67-352,352,Av de Sant Ildefons - Cirerer,67,Bus,POINT (2.0828790046 41.3655952637)
B-67-645,645,Av de Cornella - Gall,67,Bus,POINT (2.080804995 41.3697160013)
B-68-645,645,Av de Cornella - Gall,68,Bus,POINT (2.080804995 41.3697160013)
B-78-645,645,Av de Cornella - Gall,78,Bus,POINT (2.080804995 41.3697160013)
B-67-644,644,Av de Cornella - Mila i Pi,67,Bus,POINT (2.0829280001 41.3718560013)
B-68-644,644,Av de Cornella - Mila i Pi,68,Bus,POINT (2.0829280001 41.3718560013)
B-78-644,644,Av de Cornella - Mila i Pi,78,Bus,POINT (2.0829280001 41.3718560013)
B-EP1-100687,100687,Av. Isidre Marti - Angel Guimera,EP1,Bus,POINT (2.0830606342 41.3759576111)
B-EP1-108115,108115,Av. Isidre Marti - CAP Lluis Millet,EP1,Bus,POINT (2.083469547 41.3747881453)
B-63-1751,1751,Laurea Miro - Alcalde Marti Figueras i Castillo,63,Bus,POINT (2.0823740046 41.3779569962)
B-157-1751,1751,Laurea Miro - Alcalde Marti Figueras i Castillo,157,Bus,POINT (2.0823740046 41.3779569962)
B-EP1-1751,1751,Laurea Miro - Alcalde Marti Figueras i Castillo,EP1,Bus,POINT (2.0823740046 41.3779569962)
B-EP2-1751,1751,Laurea Miro - Alcalde Marti Figueras i Castillo,EP2,Bus,POINT (2.0823740046 41.3779569962)
B-JT-1751,1751,Laurea Miro - Alcalde Marti Figueras i Castillo,JT,Bus,POINT (2.0823740046 41.3779569962)
B-EP1-109776,109776,Nord - Magdalena Amigo,EP1,Bus,POINT (2.0819184765 41.3795254608)
B-EP2-109776,109776,Nord - Magdalena Amigo,EP2,Bus,POINT (2.0819184765 41.3795254608)
B-JT-109776,109776,Nord - Magdalena Amigo,JT,Bus,POINT (2.0819184765 41.3795254608)
B-EP1-109775,109775,Nord - Andreu Amat,EP1,Bus,POINT (2.0820686888 41.3795226193)
B-EP2-109775,109775,Nord - Andreu Amat,EP2,Bus,POINT (2.0820686888 41.3795226193)
B-JT-109775,109775,Nord - Andreu Amat,JT,Bus,POINT (2.0820686888 41.3795226193)
B-EP1-102999,102999,Nord - Via Augusta,EP1,Bus,POINT (2.0818067333 41.3813465032)
B-EP2-102999,102999,Nord - Via Augusta,EP2,Bus,POINT (2.0818067333 41.3813465032)
B-JT-102999,102999,Nord - Via Augusta,JT,Bus,POINT (2.0818067333 41.3813465032)
B-EP1-107524,107524,Via Augusta - Can Dori,EP1,Bus,POINT (2.0828400059 41.3824555702)
B-EP2-107524,107524,Via Augusta - Can Dori,EP2,Bus,POINT (2.0828400059 41.3824555702)
B-JM-107524,107524,Via Augusta - Can Dori,JM,Bus,POINT (2.0828400059 41.3824555702)
B-JT-107524,107524,Via Augusta - Can Dori,JT,Bus,POINT (2.0828400059 41.3824555702)
B-JT-109321,109321,Sant Ferran - Muntanya,JT,Bus,POINT (2.0817457524 41.3842755884)
B-EP1-108673,108673,Via Augusta - Ntra. Sra. de Lourdes,EP1,Bus,POINT (2.082165394 41.3829776805)
B-EP2-108673,108673,Via Augusta - Ntra. Sra. de Lourdes,EP2,Bus,POINT (2.082165394 41.3829776805)
B-JM-108673,108673,Via Augusta - Ntra. Sra. de Lourdes,JM,Bus,POINT (2.082165394 41.3829776805)
B-JT-108673,108673,Via Augusta - Ntra. Sra. de Lourdes,JT,Bus,POINT (2.082165394 41.3829776805)
B-JT-107553,107553,Batista i Roca - Bruc,JT,Bus,POINT (2.0823101474 41.3881856917)
B-21-2821,2821,Av Remolar - Rda de Ponent,21,Bus,POINT (2.0869119989 41.3260869988)
B-PR4-2821,2821,Av Remolar - Rda de Ponent,PR4,Bus,POINT (2.0869119989 41.3260869988)
B-L22-2821,2821,Av Remolar - Rda de Ponent,L22,Bus,POINT (2.0869119989 41.3260869988)
B-21-3288,3288,Vall d'Aran - Rda. de Ponent,21,Bus,POINT (2.0866982436 41.328398)
B-PR4-3288,3288,Vall d'Aran - Rda. de Ponent,PR4,Bus,POINT (2.0866982436 41.328398)
B-L22-3288,3288,Vall d'Aran - Rda. de Ponent,L22,Bus,POINT (2.0866982436 41.328398)
B-21-3289,3289,Vall d'Aran - Av. del Remolar,21,Bus,POINT (2.086732773 41.3283089594)
B-PR4-3289,3289,Vall d'Aran - Av. del Remolar,PR4,Bus,POINT (2.086732773 41.3283089594)
B-L22-3289,3289,Vall d'Aran - Av. del Remolar,L22,Bus,POINT (2.086732773 41.3283089594)
B-M12-101720,101720,Ctra. de l'Hospitalet - Av. Pablo Picasso,M12,Bus,POINT (2.0865668309 41.356469308)
B-67-748,748,Av de Cornella - Pl Sardana,67,Bus,POINT (2.0839340046 41.372545)
B-68-748,748,Av de Cornella - Pl Sardana,68,Bus,POINT (2.0839340046 41.372545)
B-78-748,748,Av de Cornella - Pl Sardana,78,Bus,POINT (2.0839340046 41.372545)
B-67-1460,1460,Av de Cornella - 8 de Marc,67,Bus,POINT (2.0861760059 41.3748440045)
B-68-1460,1460,Av de Cornella - 8 de Marc,68,Bus,POINT (2.0861760059 41.3748440045)
B-78-1460,1460,Av de Cornella - 8 de Marc,78,Bus,POINT (2.0861760059 41.3748440045)
B-EP1-1460,1460,Av de Cornella - 8 de Marc,EP1,Bus,POINT (2.0861760059 41.3748440045)
B-JT-107551,107551,Canigo - Dos de Maig,JT,Bus,POINT (2.0834276329 41.3874180764)
B-EP1-107570,107570,Dr. Gimeno - de l'Est,EP1,Bus,POINT (2.0853260344 41.3874633564)
B-21-3132,3132,Av Verge de Montserrat-Aleix Aguilera i Ginabreda,21,Bus,POINT (2.0889400054 41.3239160024)
B-PR4-3132,3132,Av Verge de Montserrat-Aleix Aguilera i Ginabreda,PR4,Bus,POINT (2.0889400054 41.3239160024)
B-L22-3132,3132,Av Verge de Montserrat-Aleix Aguilera i Ginabreda,L22,Bus,POINT (2.0889400054 41.3239160024)
B-M12-106866,106866,Pl. Joan Miro - Centre Comercial,M12,Bus,POINT (2.0886905091 41.3539268153)
B-63-592,592,Laurea Miro - Josep Camprecios,63,Bus,POINT (2.0866460025 41.3774849975)
B-157-592,592,Laurea Miro - Josep Camprecios,157,Bus,POINT (2.0866460025 41.3774849975)
B-EP2-592,592,Laurea Miro - Josep Camprecios,EP2,Bus,POINT (2.0866460025 41.3774849975)
B-JT-592,592,Laurea Miro - Josep Camprecios,JT,Bus,POINT (2.0866460025 41.3774849975)
B-63-2697,2697,Pl Santa Magdalena,63,Bus,POINT (2.0882899439 41.3774461064)
B-157-2697,2697,Pl Santa Magdalena,157,Bus,POINT (2.0882899439 41.3774461064)
B-EP2-2697,2697,Pl Santa Magdalena,EP2,Bus,POINT (2.0882899439 41.3774461064)
B-JT-2697,2697,Pl Santa Magdalena,JT,Bus,POINT (2.0882899439 41.3774461064)
B-67-1461,1461,Av de Cornella - Pont d'Esplugues,67,Bus,POINT (2.0888630024 41.3768250025)
B-68-1461,1461,Av de Cornella - Pont d'Esplugues,68,Bus,POINT (2.0888630024 41.3768250025)
B-78-1461,1461,Av de Cornella - Pont d'Esplugues,78,Bus,POINT (2.0888630024 41.3768250025)
B-EP2-108116,108116,Angels - Ramon Llull,EP2,Bus,POINT (2.0868996977 41.385099339)
B-65-3503,3503,Lleida - Av. Remolar,65,Bus,POINT (2.0906032096 41.3204928835)
B-PR3-3503,3503,Lleida - Av. Remolar,PR3,Bus,POINT (2.0906032096 41.3204928835)
B-65-2571,2571,Av Remolar - Av Onze de Setembre,65,Bus,POINT (2.0906900009 41.3197019958)
B-65-1044,1044,Av del Remolar - Pl de la Granja,65,Bus,POINT (2.0912940026 41.3186439964)
B-L22-112370,112370,Estacio Rodalies (sentit Prat),L22,Bus,POINT (2.0903129829 41.330889594)
B-PR3-102132,102132,Pl. de l'Esglesia,PR3,Bus,POINT (2.092208917 41.3305848158)
B-L22-102132,102132,Pl. de l'Esglesia,L22,Bus,POINT (2.092208917 41.3305848158)
B-M12-101552,101552,Ctra. de l'Hospitalet - Rbla. Solanes,M12,Bus,POINT (2.0900051817 41.357676611)
B-M12-101719,101719,Ctra. de l'Hospitalet - Torrent Vidrier,M12,Bus,POINT (2.0906028375 41.3576695897)
B-EP1-112166,112166,Lleialtat - Pas del Sucre,EP1,Bus,POINT (2.0922019537 41.3706988778)
B-EP1-102600,102600,Josep Anselm Clave - Pont Nou,EP1,Bus,POINT (2.0915294372 41.3737355973)
B-118-2215,2215,Gespa - la Gatosa,118,Bus,POINT (2.0896280019 41.4245830005)
B-65-1153,1153,Pl Catalunya,65,Bus,POINT (2.0934740055 41.3216419969)
B-PR3-1153,1153,Pl Catalunya,PR3,Bus,POINT (2.0934740055 41.3216419969)
B-21-1016,1016,Av Verge Montserrat - Castella,21,Bus,POINT (2.0944549955 41.3257210036)
B-PR4-1016,1016,Av Verge Montserrat - Castella,PR4,Bus,POINT (2.0944549955 41.3257210036)
B-L22-1016,1016,Av Verge Montserrat - Castella,L22,Bus,POINT (2.0944549955 41.3257210036)
B-21-1014,1014,Av Verge de Montserrat - Coronel Sanfeliu,21,Bus,POINT (2.0951490035 41.325735001)
B-PR4-1014,1014,Av Verge de Montserrat - Coronel Sanfeliu,PR4,Bus,POINT (2.0951490035 41.325735001)
B-L22-1014,1014,Av Verge de Montserrat - Coronel Sanfeliu,L22,Bus,POINT (2.0951490035 41.325735001)
B-PR3-102249,102249,Av. J. Anselm Clave - Joan Maragall,PR3,Bus,POINT (2.0949220695 41.3317907845)
B-L22-102249,102249,Av. J. Anselm Clave - Joan Maragall,L22,Bus,POINT (2.0949220695 41.3317907845)
B-157-590,590,Laurea Miro - Sant Llorenc,157,Bus,POINT (2.0928590056 41.3770900039)
B-EP1-590,590,Laurea Miro - Sant Llorenc,EP1,Bus,POINT (2.0928590056 41.3770900039)
B-63-1458,1458,Av dels Paisos Catalans - David Carreras i Trias,63,Bus,POINT (2.0945270041 41.3795490024)
B-67-1458,1458,Av dels Paisos Catalans - David Carreras i Trias,67,Bus,POINT (2.0945270041 41.3795490024)
B-68-1458,1458,Av dels Paisos Catalans - David Carreras i Trias,68,Bus,POINT (2.0945270041 41.3795490024)
B-78-1458,1458,Av dels Paisos Catalans - David Carreras i Trias,78,Bus,POINT (2.0945270041 41.3795490024)
B-EP1-1458,1458,Av dels Paisos Catalans - David Carreras i Trias,EP1,Bus,POINT (2.0945270041 41.3795490024)
B-63-1747,1747,Av dels Paisos Catalans - Direccio Gral d'Esports,63,Bus,POINT (2.0949640017 41.3796549998)
B-67-1747,1747,Av dels Paisos Catalans - Direccio Gral d'Esports,67,Bus,POINT (2.0949640017 41.3796549998)
B-68-1747,1747,Av dels Paisos Catalans - Direccio Gral d'Esports,68,Bus,POINT (2.0949640017 41.3796549998)
B-78-1747,1747,Av dels Paisos Catalans - Direccio Gral d'Esports,78,Bus,POINT (2.0949640017 41.3796549998)
B-EP1-1747,1747,Av dels Paisos Catalans - Direccio Gral d'Esports,EP1,Bus,POINT (2.0949640017 41.3796549998)
B-118-2080,2080,Mas Sauro - Cami del Pebras,118,Bus,POINT (2.0928300055 41.4156679989)
B-128-2116,2116,Major del Rectoret - Lohengrin,128,Bus,POINT (2.093916298 41.4265001353)
B-128-2109,2109,"Pl Coll de la Creu d'en Blau, direccio El Rectoret",128,Bus,POINT (2.0941530057 41.4336460036)
B-21-1015,1015,Av Verge Montserrat - Ctra de la Marina,21,Bus,POINT (2.0987309943 41.3273740044)
B-PR4-1015,1015,Av Verge Montserrat - Ctra de la Marina,PR4,Bus,POINT (2.0987309943 41.3273740044)
B-L22-1015,1015,Av Verge Montserrat - Ctra de la Marina,L22,Bus,POINT (2.0987309943 41.3273740044)
B-65-3300,3300,Placa de Roige i Badia,65,Bus,POINT (2.0985029955 41.3292239969)
B-PR3-3300,3300,Placa de Roige i Badia,PR3,Bus,POINT (2.0985029955 41.3292239969)
B-65-3488,3488,Placa de Roige i Badia,65,Bus,POINT (2.098556001 41.3294019965)
B-PR3-3488,3488,Placa de Roige i Badia,PR3,Bus,POINT (2.098556001 41.3294019965)
B-PR3-608,608,Av. Anselm Clave - Enric Borras,PR3,Bus,POINT (2.0976763108 41.3327931925)
B-L22-608,608,Av. Anselm Clave - Enric Borras,L22,Bus,POINT (2.0976763108 41.3327931925)
B-LH2-106867,106867,Francesc Moragas - Pl. Remunta,LH2,Bus,POINT (2.0966164304 41.3584646792)
B-M12-106867,106867,Francesc Moragas - Pl. Remunta,M12,Bus,POINT (2.0966164304 41.3584646792)
B-LH2-106868,106868,Francesc Moragas - Av. del Carrilet,LH2,Bus,POINT (2.0981254525 41.3566998064)
B-M12-106868,106868,Francesc Moragas - Av. del Carrilet,M12,Bus,POINT (2.0981254525 41.3566998064)
B-LH2-101334,101334,Barcelona - Tecla Sala,LH2,Bus,POINT (2.098099777 41.3601696978)
B-M12-101334,101334,Barcelona - Tecla Sala,M12,Bus,POINT (2.098099777 41.3601696978)
B-EP1-112160,112160,Moli - Laurea Miro,EP1,Bus,POINT (2.0961056923 41.3763692097)
B-JM-110379,110379,Escola Isabel de Villena,JM,Bus,POINT (2.097534104 41.3848414893)
B-118-2074,2074,Torrent del Rovello - Cami del Panta,118,Bus,POINT (2.0969079963 41.4193710019)
B-128-2074,2074,Torrent del Rovello - Cami del Panta,128,Bus,POINT (2.0969079963 41.4193710019)
B-128-2110,2110,Major del Rectoret - Marco Polo,128,Bus,POINT (2.0948183387 41.4296021677)
B-128-2108,2108,Major del Rectoret - Costa del Bruc,128,Bus,POINT (2.0948583416 41.4298541705)
B-PR3-107620,107620,Lleida - Ctra. de la Marina,PR3,Bus,POINT (2.1013178115 41.324684634)
B-21-1442,1442,Av Verge de Montserrat - Enric Morera,21,Bus,POINT (2.0992540014 41.3273409966)
B-PR4-1442,1442,Av Verge de Montserrat - Enric Morera,PR4,Bus,POINT (2.0992540014 41.3273409966)
B-L22-1442,1442,Av Verge de Montserrat - Enric Morera,L22,Bus,POINT (2.0992540014 41.3273409966)
B-65-3363,3363,Ctra. de la Marina - Av. Verge de Montserrat,65,Bus,POINT (2.0997903794 41.3272039129)
B-PR3-3363,3363,Ctra. de la Marina - Av. Verge de Montserrat,PR3,Bus,POINT (2.0997903794 41.3272039129)
B-L22-104721,104721,Av. J. Anselm Clave - Rda. de Llevant,L22,Bus,POINT (2.1000976686 41.3338717611)
B-65-3490,3490,Les Moreres - Ignasi Iglesias,65,Bus,POINT (2.1001859962 41.3330020005)
B-PR3-3490,3490,Les Moreres - Ignasi Iglesias,PR3,Bus,POINT (2.1001859962 41.3330020005)
B-65-1553,1553,Av Anselm Clave - Les Moreres,65,Bus,POINT (2.1008819999 41.3340749994)
B-L22-1553,1553,Av Anselm Clave - Les Moreres,L22,Bus,POINT (2.1008819999 41.3340749994)
B-EP1-112328,112328,Hospital Sant Joan de Deu,EP1,Bus,POINT (2.1009232782 41.3833994934)
B-21-3359,3359,Ctra de la Marina - Av Onze de Setembre,21,Bus,POINT (2.1035229975 41.3227479956)
B-PR4-3359,3359,Ctra de la Marina - Av Onze de Setembre,PR4,Bus,POINT (2.1035229975 41.3227479956)
B-21-3360,3360,Ctra de la Marina - Pg Ciutat de l'Hospitalet,21,Bus,POINT (2.1021678736 41.3242852874)
B-PR4-3360,3360,Ctra de la Marina - Pg Ciutat de l'Hospitalet,PR4,Bus,POINT (2.1021678736 41.3242852874)
B-L22-2824,2824,Av. Verge de Montserrat - Sarajevo,L22,Bus,POINT (2.1021344177 41.3284579146)
B-LH2-2517,2517,Rambla Marina - Cobalt,LH2,Bus,POINT (2.1040839956 41.3556369993)
B-M12-3463,3463,Enric Prat de la Riba - Rambla Marina,M12,Bus,POINT (2.1026308457 41.3600275802)
B-M14-106834,106834,Av. Isabel la Catolica - Parc de les Planes,M14,Bus,POINT (2.1039805871 41.3667182833)
B-M14-106843,106843,Av. Isabel la Catolica - Av. Electricitat,M14,Bus,POINT (2.1032129783 41.3687251413)
B-LH1-109214,109214,Sant Rafael - Av. Isabel la Catolica,LH1,Bus,POINT (2.1041080619 41.3690290499)
B-M14-109214,109214,Sant Rafael - Av. Isabel la Catolica,M14,Bus,POINT (2.1041080619 41.3690290499)
B-157-906,906,Ctra de Collblanc - Av Tomas Gimenez,157,Bus,POINT (2.103440001 41.3761469961)
B-L16-906,906,Ctra de Collblanc - Av Tomas Gimenez,L16,Bus,POINT (2.103440001 41.3761469961)
B-L16-105425,105425,Av. Tomas Gimenez - Pubilla Cases,L16,Bus,POINT (2.1036290882 41.3752899375)
B-LH2-105425,105425,Av. Tomas Gimenez - Pubilla Cases,LH2,Bus,POINT (2.1036290882 41.3752899375)
B-68-3753,3753,Hospital Sant Joan de Deu,68,Bus,POINT (2.1012380025 41.3836059989)
B-78-3753,3753,Hospital Sant Joan de Deu,78,Bus,POINT (2.1012380025 41.3836059989)
B-JM-3753,3753,Hospital Sant Joan de Deu,JM,Bus,POINT (2.1012380025 41.3836059989)
B-68-3724,3724,Hospital Sant Joan de Deu,68,Bus,POINT (2.1015049985 41.3835700004)
B-78-3724,3724,Hospital Sant Joan de Deu,78,Bus,POINT (2.1015049985 41.3835700004)
B-JM-3724,3724,Hospital Sant Joan de Deu,JM,Bus,POINT (2.1015049985 41.3835700004)
B-111-1816,1816,Mont d'Orsa,111,Bus,POINT (2.1031519941 41.4112900037)
B-65-917,917,Av Granvia - Cotxeres TMB,65,Bus,POINT (2.1065449973 41.342627)
B-L22-917,917,Av Granvia - Cotxeres TMB,L22,Bus,POINT (2.1065449973 41.342627)
B-65-1789,1789,Av Granvia - Hospital de Bellvitge,65,Bus,POINT (2.1051870037 41.3431680001)
B-L22-1789,1789,Av Granvia - Hospital de Bellvitge,L22,Bus,POINT (2.1051870037 41.3431680001)
B-LH2-107489,107489,Av. Mare de Deu de Bellvitge - Campus U.B.,LH2,Bus,POINT (2.1073138408 41.3460965666)
B-L22-107489,107489,Av. Mare de Deu de Bellvitge - Campus U.B.,L22,Bus,POINT (2.1073138408 41.3460965666)
B-LH1-109282,109282,Av. Mare de Deu de Bellvitge - Residencia,LH1,Bus,POINT (2.1073692345 41.3464769809)
B-L22-109282,109282,Av. Mare de Deu de Bellvitge - Residencia,L22,Bus,POINT (2.1073692345 41.3464769809)
B-LH2-105558,105558,Av. Mare de Deu de Bellvitge - Bloc 50-58,LH2,Bus,POINT (2.1068390058 41.3482414954)
B-M14-107100,107100,Av. Fabregada - Josep Pla,M14,Bus,POINT (2.1067653259 41.3603426814)
B-LH1-101980,101980,Av. del Carrilet - Av. Fabregada,LH1,Bus,POINT (2.1069320302 41.3595699309)
B-M14-106845,106845,Av. Isabel la Catolica - Pl. de Tuzla,M14,Bus,POINT (2.1053700028 41.3626616869)
B-M12-101323,101323,Barcelona - Av. Isabel la Catolica,M12,Bus,POINT (2.1055385349 41.3616654636)
B-M14-106833,106833,Av. Isabel la Catolica - Pl. de Tuzla,M14,Bus,POINT (2.105315457 41.3631149721)
B-LH2-100863,100863,Av. Miraflores - Llevant,LH2,Bus,POINT (2.1070524731 41.3725356282)
B-63-761,761,Av d'Esplugues - Gonzalez Tablas,63,Bus,POINT (2.106660997 41.387483999)
B-68-761,761,Av d'Esplugues - Gonzalez Tablas,68,Bus,POINT (2.106660997 41.387483999)
B-78-761,761,Av d'Esplugues - Gonzalez Tablas,78,Bus,POINT (2.106660997 41.387483999)
B-H2-761,761,Av d'Esplugues - Gonzalez Tablas,H2,Bus,POINT (2.106660997 41.387483999)
B-175-761,761,Av d'Esplugues - Gonzalez Tablas,175,Bus,POINT (2.106660997 41.387483999)
B-LH2-109286,109286,Cami Pau Redo - Av. Granvia,LH2,Bus,POINT (2.1095552359 41.3440484801)
B-L22-109286,109286,Cami Pau Redo - Av. Granvia,L22,Bus,POINT (2.1095552359 41.3440484801)
B-LH2-110518,110518,Jaume Ventura i Tort - Rbla. Marina,LH2,Bus,POINT (2.1095565909 41.346240303)
B-65-1612,1612,Av. Granvia - Av. Mare de Deu de Bellvitge,65,Bus,POINT (2.1102399961 41.3461669979)
B-M14-104522,104522,Trav. Industrial - Av. Pau Casals,M14,Bus,POINT (2.1076954494 41.3536774257)
