id,stop_id,name,linia,stop_type,geometry
SB-845,845,Pg Mare de Déu del Coll - Ramon Rocafull,IU Stop,Bus,POINT (2.152115001435449 41.42483600120951)
SB-847,847,Vallcarca,IU Stop,Bus,POINT (2.1443709986106496 41.41302600191297)
SB-848,848,Pg Mare de Déu del Coll - Cartago,IU Stop,Bus,POINT (2.146380003292119 41.41542900163053)
SB-849,849,Pg Mare de Déu del Coll - Baixada de Sant Marià,IU Stop,Bus,POINT (2.147739000157181 41.41783199829484)
SB-850,850,Pg Mare de Déu del Coll - Santuari,IU Stop,Bus,POINT (2.149115995425957 41.42014899999148)
SB-851,851,Pg Mare de Déu del Coll - Santuari,IU Stop,Bus,POINT (2.1489179951381017 41.42007399857076)
SB-852,852,Pg Mare de Déu del Coll - Baixada Solanell,IU Stop,Bus,POINT (2.147553001867762 41.417603001858566)
SB-853,853,Pg Mare de Déu del Coll - Pl Flandes,IU Stop,Bus,POINT (2.1459239996856647 41.41530599830427)
SB-855,855,Vallespir - Jardí de Magalí,IU Stop,Bus,POINT (2.133990002732209 41.383906999264106)
SB-856,856,Arizala - Av Madrid,IU Stop,Bus,POINT (2.1251039966768155 41.376424004423065)
SB-857,857,Rambla del Brasil - Miquel Àngel,IU Stop,Bus,POINT (2.1300949998128305 41.37732499810918)
SB-858,858,Carles III - Av Madrid,IU Stop,Bus,POINT (2.128728998686933 41.37978799975069)
SB-859,859,Sant Antoni Maria Claret - Rambla Volart,IU Stop,Bus,POINT (2.179667996396681 41.41526900239648)
SB-861,861,Pl Maragall - Navas de Tolosa,IU Stop,Bus,POINT (2.1813769955946345 41.41979399734664)
SB-863,863,Jaume Puigvert - José Millán González,IU Stop,Bus,POINT (2.1601299957479405 41.41611899878041)
SB-866,866,Capità Arenas - Pg Manuel Girona,IU Stop,Bus,POINT (2.1257770041148505 41.39083499904546)
SB-867,867,Pg Zona Franca - Mineria,IU Stop,Bus,POINT (2.1376400003406406 41.36230299965029)
SB-868,868,La Campana,IU Stop,Bus,POINT (2.139983998832136 41.36802499917103)
SB-871,871,Mallorca - Meridiana,IU Stop,Bus,POINT (2.1873589957272848 41.412523997438335)
SB-872,872,Estació d'Autobusos Fabra i Puig,IU Stop,Bus,POINT (2.1832539949931715 41.43162800136446)
SB-873,873,Fabra i Puig - Gran de Sant Andreu,IU Stop,Bus,POINT (2.18915599897663 41.43020199650871)
SB-874,874,Fabra i Puig - Llenguadoc,IU Stop,Bus,POINT (2.185483003813473 41.430251001003185)
SB-875,875,Escòcia,IU Stop,Bus,POINT (2.1794360053626747 41.428618997769604)
SB-877,877,Ctra de Ribes - Meridiana,IU Stop,Bus,POINT (2.1897439965074477 41.4494590008065)
SB-878,878,Av Rasos de Peguera - Meridiana,IU Stop,Bus,POINT (2.1796739972084875 41.46214800220511)
SB-879,879,Ctra C-17 Estació de Torre Baró,IU Stop,Bus,POINT (2.1814449965908373 41.46072600099227)
SB-880,880,Felip II - Palència,IU Stop,Bus,POINT (2.1896869953825924 41.41841300113082)
SB-882,882,Consell de Cent - Meridiana,IU Stop,Bus,POINT (2.186509995909502 41.406595002378666)
SB-883,883,Meridiana - Pl de Mossèn Clapés,IU Stop,Bus,POINT (2.1864380051274126 41.44233699653277)
SB-884,884,Av Sivatte - Ctra Nacional 152,IU Stop,Bus,POINT (2.180783996887256 41.46387400180788)
SB-885,885,Meridiana - Garbí,IU Stop,Bus,POINT (2.188590409611172 41.45211153029564)
SB-887,887,Metro Maresme - Fòrum,IU Stop,Bus,POINT (2.2166849978675356 41.41218100229273)
SB-888,888,Gran Via - Maresme,IU Stop,Bus,POINT (2.2061849963124742 41.41763099836312)
SB-889,889,Gran Via - Maresme,IU Stop,Bus,POINT (2.2069659985553027 41.418658003063925)
SB-894,894,Pl Can Baró,IU Stop,Bus,POINT (2.162287996452316 41.41619500101298)
SB-895,895,La Campana,IU Stop,Bus,POINT (2.1400170052528478 41.368295999615704)
SB-897,897,Pl Sanllehy,IU Stop,Bus,POINT (2.1608139957377297 41.41394100378027)
SB-898,898,Pl Catalana - Amílcar,IU Stop,Bus,POINT (2.1729089975377907 41.42122199577958)
SB-907,907,Gran Via - Moianès,IU Stop,Bus,POINT (2.142617002439329 41.37023199619949)
SB-908,908,Ctra de la Bordeta - Àliga,IU Stop,Bus,POINT (2.143915994856617 41.373185002901366)
SB-909,909,Gavà - Ptge Solsona,IU Stop,Bus,POINT (2.139993996152574 41.37112900165993)
SB-913,913,Indústria - Lepant,IU Stop,Bus,POINT (2.1727208989331537 41.40820830935741)
SB-914,914,Gran Via - Marina,IU Stop,Bus,POINT (2.1806489995239926 41.39861099580233)
SB-915,915,Vila Olímpica,IU Stop,Bus,POINT (2.193668002467456 41.388445003594484)
SB-921,921,Pl de Sarrià,IU Stop,Bus,POINT (2.1213789972644705 41.39987899824512)
SB-922,922,Ronda de Dalt - Ràfols,IU Stop,Bus,POINT (2.1148360030710758 41.401582998650724)
SB-923,923,Les Corts - Mejía Lequerica,IU Stop,Bus,POINT (2.127254995172241 41.38191099616975)
SB-925,925,Mini Estadi - Palau Blaugrana,IU Stop,Bus,POINT (2.119226996322486 41.38083399552591)
SB-927,927,Gran Via - Muntaner,IU Stop,Bus,POINT (2.1616849997065786 41.384376998555915)
SB-928,928,Diagonal - Muntaner,IU Stop,Bus,POINT (2.150403005689941 41.39430199856323)
SB-929,929,Diagonal - Muntaner,IU Stop,Bus,POINT (2.150519999031113 41.39417100166793)
SB-930,930,Còrsega - Aribau,IU Stop,Bus,POINT (2.1534729988631818 41.392176995842036)
SB-933,933,Mitre - Balmes,IU Stop,Bus,POINT (2.141066998434747 41.40467700431772)
SB-934,934,Mitre - Mandri,IU Stop,Bus,POINT (2.1362809967705663 41.4011309977066)
SB-936,936,Pg Sant Gervasi - Pl Bonanova,IU Stop,Bus,POINT (2.1338799952094054 41.40711799724988)
SB-937,937,Pg Sant Gervasi - Pl Kennedy,IU Stop,Bus,POINT (2.135810995309201 41.4100350028588)
SB-938,938,Provença - Aribau,IU Stop,Bus,POINT (2.1555089945213033 41.39030200331524)
SB-940,940,Mitre - Av Sarrià,IU Stop,Bus,POINT (2.1311470029306676 41.393020997616716)
SB-941,941,Gran Via - Mandoni,IU Stop,Bus,POINT (2.141952997245189 41.36950400353499)
SB-943,943,Pl Espanya - Av Reina Maria Cristina,IU Stop,Bus,POINT (2.1495700014861567 41.37412399619849)
SB-945,945,Poble Espanyol,IU Stop,Bus,POINT (2.1470000034857444 41.369420996473536)
SB-946,946,Berenguer de Palou - Pont del Treball,IU Stop,Bus,POINT (2.191778002622111 41.42368799684947)
SB-947,947,Berenguer de Palou - Pare Manyanet,IU Stop,Bus,POINT (2.1917110009633483 41.427012998611936)
SB-949,949,Indústria - Sardenya,IU Stop,Bus,POINT (2.170284519841767 41.4063806399776)
SB-950,950,Almogàvers - Marina,IU Stop,Bus,POINT (2.1861514420174855 41.394276612540835)
SB-954,954,Pg Joan de Borbó - Almirall Aixada,IU Stop,Bus,POINT (2.1883620055859314 41.37764899672298)
SB-955,955,Pg Joan de Borbó,IU Stop,Bus,POINT (2.187433003869681 41.37999499957555)
SB-956,956,Pg Joan de Borbó,IU Stop,Bus,POINT (2.1872549987293213 41.379834002953054)
SB-957,957,Pg Joan de Borbó - Pepe Rubianes,IU Stop,Bus,POINT (2.188154994576569 41.3775590013721)
SB-959,959,Pg Joan de Borbó - Judici,IU Stop,Bus,POINT (2.1889419961524483 41.376098998698076)
SB-960,960,Pg Joan de Borbó - Pl del Mar,IU Stop,Bus,POINT (2.188566995962131 41.374332004134075)
SB-962,962,Metro Besòs,IU Stop,Bus,POINT (2.207703999745226 41.42048100264786)
SB-963,963,Cantàbria - Andrade,IU Stop,Bus,POINT (2.2035520027865654 41.41824300007753)
SB-965,965,Pont del Treball - Santander,IU Stop,Bus,POINT (2.1974469993888297 41.422092999331625)
SB-969,969,Pg Enric Sanchís - Sant Adrià,IU Stop,Bus,POINT (2.2048469971309683 41.43551899610373)
SB-970,970,Pg Enric Sanchís - Santander,IU Stop,Bus,POINT (2.2059719971780973 41.433497001141376)
SB-971,971,Rambla Prim - Santander,IU Stop,Bus,POINT (2.2012819950330518 41.42527300247476)
SB-972,972,Pl Botticelli,IU Stop,Bus,POINT (2.1531520025856534 41.433116001449854)
SB-973,973,Artesania - Pl de la República,IU Stop,Bus,POINT (2.1747169970183418 41.43947400303424)
SB-974,974,Artesania - Góngora,IU Stop,Bus,POINT (2.172807001597492 41.4418380030533)
SB-975,975,Almansa - Via Favència,IU Stop,Bus,POINT (2.174337002542358 41.443974999360655)
SB-977,977,Via Barcino - Ausona,IU Stop,Bus,POINT (2.1924270045229326 41.44984600089872)
SB-988,988,Santaló - Trav de Gràcia,IU Stop,Bus,POINT (2.1469140033367817 41.394837998443315)
SB-989,989,Santaló - Mercat Galvany,IU Stop,Bus,POINT (2.1442270031322224 41.39694100214654)
SB-990,990,Numància - Parc Les Corts,IU Stop,Bus,POINT (2.135868998049556 41.386137998524994)
SB-991,991,Les Corts - Numància,IU Stop,Bus,POINT (2.13579500310809 41.38731100311013)
SB-993,993,Mandri - Artesa de Segre,IU Stop,Bus,POINT (2.1340249987978375 41.40296800401963)
SB-994,994,Mitre - Muntaner,IU Stop,Bus,POINT (2.1375717505475844 41.402652189858266)
SB-995,995,Pg Bonanova - Ganduxer,IU Stop,Bus,POINT (2.1301209990637306 41.40484300409077)
SB-996,996,Pg Bonanova - Horaci,IU Stop,Bus,POINT (2.1304850020452872 41.404907997214295)
SB-997,997,Mandri - Jardins Ca n'Altimira,IU Stop,Bus,POINT (2.1326819947186224 41.40419300186205)
SB-998,998,Santuari - Ceuta,IU Stop,Bus,POINT (2.1513570046807713 41.420126000784435)
SB-999,999,Santuari - La Murtra,IU Stop,Bus,POINT (2.1550203973697655 41.419897495825644)
SB-1000,1000,Santuari - La Murtra,IU Stop,Bus,POINT (2.15508499903155 41.419944998208315)
SB-1001,1001,Santuari - l'Hortal,IU Stop,Bus,POINT (2.1510039963739565 41.42023499865426)
SB-1002,1002,Av de Vallcarca - Metro Penitents,IU Stop,Bus,POINT (2.1409200021548043 41.41808199608492)
SB-1003,1003,Pl Alfonso Comín - Pg Vall d'Hebron,IU Stop,Bus,POINT (2.1382260019381207 41.41621099621556)
SB-1004,1004,Metro Paral·lel,IU Stop,Bus,POINT (2.1706189991168574 41.37503099673165)
SB-1005,1005,Pl Josep Maria Folch,IU Stop,Bus,POINT (2.166602002923556 41.37615600010244)
SB-1006,1006,Ronda Sant Pau - Parlament,IU Stop,Bus,POINT (2.163580999794691 41.378446996649565)
SB-1007,1007,Meridiana - Biscaia,IU Stop,Bus,POINT (2.1867499950103606 41.41760699772238)
SB-1008,1008,Pg Maragall - Trinxant,IU Stop,Bus,POINT (2.180738004001839 41.419027003033406)
SB-1010,1010,Olvan,IU Stop,Bus,POINT (2.133241770614606 41.42964295288665)
SB-1011,1011,Pl del Nou,IU Stop,Bus,POINT (2.141139003222646 41.35325000112369)
SB-1019,1019,Pg Vall d'Hebron - Av Jordà,IU Stop,Bus,POINT (2.1417200026928067 41.424328004127254)
SB-1020,1020,Pg Vall d'Hebron - Natzaret,IU Stop,Bus,POINT (2.1405011996427605 41.42157553924782)
SB-1021,1021,Ardena - Ronda de Dalt,IU Stop,Bus,POINT (2.1073320038500563 41.390617003178114)
SB-1022,1022,Pg Calvell - Rambla del Poblenou,IU Stop,Bus,POINT (2.2059159961497334 41.39701199752278)
SB-1023,1023,Sant Adrià - Pg Enric Sanchís,IU Stop,Bus,POINT (2.2040509942115727 41.43601499899902)
SB-1025,1025,Ronda de Dalt - Moneders,IU Stop,Bus,POINT (2.108094000268095 41.38997800331214)
SB-1028,1028,Pg Torras i Bages - Joan Torras,IU Stop,Bus,POINT (2.191087999348094 41.43698199922006)
SB-1030,1030,Av Ferrer i Guàrdia - Av Montanyans,IU Stop,Bus,POINT (2.14513800299557 41.367804000400064)
SB-1033,1033,Guipúscoa - Verneda,IU Stop,Bus,POINT (2.208421996309189 41.42506599862171)
SB-1035,1035,Via Favència - Molí,IU Stop,Bus,POINT (2.180146005142402 41.44594599966713)
SB-1036,1036,Aribau - Laforja,IU Stop,Bus,POINT (2.1473230045020184 41.39792599635299)
SB-1037,1037,Pg Maragall - Manigua,IU Stop,Bus,POINT (2.1795680003014986 41.42179899888)
SB-1039,1039,Via Laietana - Comtal,IU Stop,Bus,POINT (2.1744258705926547 41.3873306396663)
SB-1040,1040,Pl Urquinaona,IU Stop,Bus,POINT (2.1733219966254085 41.3887829964454)
SB-1045,1045,Pg Zona Franca - Motors,IU Stop,Bus,POINT (2.145139004115807 41.35147600285701)
SB-1047,1047,Felip II - Ramon Albó,IU Stop,Bus,POINT (2.177781004238827 41.427260999934184)
SB-1048,1048,Felip II - Pl Congrés,IU Stop,Bus,POINT (2.1798019974227807 41.42572100095829)
SB-1051,1051,Jerez - Pl de la Ciutadella,IU Stop,Bus,POINT (2.1552610003292156 41.43134699858174)
SB-1057,1057,Constitució - Mossèn Amadeu Oller,IU Stop,Bus,POINT (2.137749999441674 41.36992799838554)
SB-1058,1058,Viladomat - Manso,IU Stop,Bus,POINT (2.1614399959441855 41.376480997027464)
SB-1059,1059,Vilamarí - Av Mistral,IU Stop,Bus,POINT (2.153416005501986 41.375730996652784)
SB-1061,1061,Paral·lel - Vila i Vilà,IU Stop,Bus,POINT (2.167040994103924 41.37486099576644)
SB-1062,1062,Av Paral·lel - Lleida,IU Stop,Bus,POINT (2.1530570596380905 41.3748245997682)
SB-1065,1065,Pl de la Font Castellana - Tenerife,IU Stop,Bus,POINT (2.1663459978241697 41.41520600282084)
SB-1066,1066,Mallorca - Pau Claris,IU Stop,Bus,POINT (2.164453998659267 41.39533799667856)
SB-1067,1067,Pl Urquinaona - Pau Claris,IU Stop,Bus,POINT (2.172543000840403 41.389101000841976)
SB-1069,1069,Metro Urquinaona,IU Stop,Bus,POINT (2.172785995640468 41.38901999605681)
SB-1070,1070,Gran Via - Pau Claris,IU Stop,Bus,POINT (2.1693770016360205 41.390143002977105)
SB-1071,1071,Pl Urquinaona,IU Stop,Bus,POINT (2.172851996169299 41.3893370033829)
SB-1072,1072,Mallorca - Padilla,IU Stop,Bus,POINT (2.1781239987773935 41.405589996473815)
SB-1075,1075,Pl Universitat,IU Stop,Bus,POINT (2.1639699981421163 41.38607000236647)
SB-1076,1076,Pl Universitat - Pelai,IU Stop,Bus,POINT (2.1644929981278525 41.38562900125375)
SB-1078,1078,València - Pg de Gràcia,IU Stop,Bus,POINT (2.162947996452736 41.392346000894904)
SB-1079,1079,Ronda Sant Pere - Pl Urquinaona,IU Stop,Bus,POINT (2.1714479971835883 41.38858099921297)
SB-1080,1080,Diagonal - Pau Claris,IU Stop,Bus,POINT (2.1606490021196096 41.39673699957311)
SB-1082,1082,Rda. Sant Pere - Pl. de Catalunya,IU Stop,Bus,POINT (2.170599778023858 41.38823324780973)
SB-1086,1086,Camèlies - Praga,IU Stop,Bus,POINT (2.162951997770753 41.41307699933364)
SB-1088,1088,Casanova - París,IU Stop,Bus,POINT (2.151078004430286 41.39128600151839)
SB-1089,1089,Rosselló - Bailèn,IU Stop,Bus,POINT (2.1659910043005586 41.39976499952874)
SB-1090,1090,Metro Maresme - Fòrum,IU Stop,Bus,POINT (2.217166997603997 41.412236003868365)
SB-1092,1092,Metro La Pau,IU Stop,Bus,POINT (2.2054850020039387 41.42286600081383)
SB-1095,1095,Av dels Quinze - Pg Maragall,IU Stop,Bus,POINT (2.175873996345208 41.42639999684875)
SB-1098,1098,Diagonal - Francesc Macià,IU Stop,Bus,POINT (2.1458550057201027 41.39315400053753)
SB-1099,1099,Josep Tarradellas - Comte Borrell,IU Stop,Bus,POINT (2.144260996137228 41.39152399601225)
SB-1103,1103,Pl Catalunya - Portal de l'Àngel,IU Stop,Bus,POINT (2.170845003553975 41.38643500288393)
SB-1104,1104,Sardenya - Camèlies,IU Stop,Bus,POINT (2.1615329946572315 41.413114000966566)
SB-1108,1108,Av Marquès de l'Argentera - Pg Picasso,IU Stop,Bus,POINT (2.185188999639114 41.38509099933115)
SB-1109,1109,Pallars - Pere IV,IU Stop,Bus,POINT (2.1946179959768926 41.39871400072229)
SB-1111,1111,Rambla Prim - Pere IV,IU Stop,Bus,POINT (2.2112069999731183 41.417085998297736)
SB-1113,1113,Rambla Prim - Cristóbal de Moura,IU Stop,Bus,POINT (2.2129000039111175 41.416464998074325)
SB-1116,1116,Gran de Gràcia - Lesseps,IU Stop,Bus,POINT (2.1500789999263845 41.40617600133496)
SB-1117,1117,Gran de Gràcia - Pl Trilla,IU Stop,Bus,POINT (2.152180996787531 41.403473998665156)
SB-1118,1118,Av Riera de Cassoles - Pl Lesseps,IU Stop,Bus,POINT (2.150126000970919 41.40574399868861)
SB-1119,1119,Av República Argentina - Escipió,IU Stop,Bus,POINT (2.1470609976742234 41.408629002012326)
SB-1120,1120,Mitre - Berna,IU Stop,Bus,POINT (2.1466370005664466 41.405622000774734)
SB-1122,1122,Pl Lesseps - Riera de Vallcarca,IU Stop,Bus,POINT (2.1495109957379728 41.40674500369818)
SB-1123,1123,Av Riera de Cassoles - Carolines,IU Stop,Bus,POINT (2.1500810045011267 41.40363799720156)
SB-1124,1124,Ronda Universitat - Pl Universitat,IU Stop,Bus,POINT (2.1652640019303337 41.38626199724515)
SB-1127,1127,Pg Lluís Companys - Arc de Triomf,IU Stop,Bus,POINT (2.1802519969213754 41.39068999713138)
SB-1128,1128,Pg Lluís Companys - Parc de la Ciutadella,IU Stop,Bus,POINT (2.182697001547054 41.388837998566885)
SB-1129,1129,Parc de la Ciutadella - Princesa,IU Stop,Bus,POINT (2.1830539984127704 41.38780400326466)
SB-1130,1130,Pg Picasso - Comerç,IU Stop,Bus,POINT (2.18208699752018 41.388363003543816)
SB-1131,1131,Bac de Roda - Llull,IU Stop,Bus,POINT (2.2067120039996753 41.40556800130662)
SB-1135,1135,Pau Claris - Rosselló,IU Stop,Bus,POINT (2.1620740032029873 41.39646700077837)
SB-1136,1136,Pg de Gràcia - Mallorca,IU Stop,Bus,POINT (2.163363002758875 41.39352200290079)
SB-1137,1137,Casanova - Mercat del Ninot,IU Stop,Bus,POINT (2.154626001352101 41.38859700151367)
SB-1138,1138,Pg de Sant Joan - València,IU Stop,Bus,POINT (2.170461994917299 41.39884300430766)
SB-1140,1140,Padilla - Mallorca,IU Stop,Bus,POINT (2.1781761194998372 41.40501557953052)
SB-1141,1141,Av Gaudí,IU Stop,Bus,POINT (2.174816998915844 41.405772002886394)
SB-1142,1142,Independència - Mallorca,IU Stop,Bus,POINT (2.181904004292528 41.408977997411704)
SB-1143,1143,Dos de Maig - Còrsega,IU Stop,Bus,POINT (2.1782769952845435 41.40981700326321)
SB-1144,1144,Pg de Gràcia - Rosselló,IU Stop,Bus,POINT (2.160116004335041 41.395892999224166)
SB-1146,1146,Montbau,IU Stop,Bus,POINT (2.1415040016698352 41.433033000556605)
SB-1147,1147,Metro Montbau,IU Stop,Bus,POINT (2.1447539975050827 41.43066700395715)
SB-1148,1148,Pg Vall d'Hebron - Mundet,IU Stop,Bus,POINT (2.1470400056176677 41.43503299905229)
SB-1150,1150,Vayreda - Arquitectura,IU Stop,Bus,POINT (2.140175999080216 41.43038500354958)
SB-1158,1158,Pg Torras i Bages - Residència,IU Stop,Bus,POINT (2.191109001414191 41.43934799558737)
SB-1159,1159,Pg Torras i Bages - Palomar,IU Stop,Bus,POINT (2.1909349969657703 41.44180899920394)
SB-1161,1161,Pg Torras i Bages - Palomar,IU Stop,Bus,POINT (2.1907069994913546 41.44229800326963)
SB-1163,1163,Pg Picasso - Princesa,IU Stop,Bus,POINT (2.1835229966699687 41.38713300262634)
SB-1164,1164,Pla de Palau - Pl Pau Vila,IU Stop,Bus,POINT (2.185004997371699 41.38254999887679)
SB-1166,1166,Meridiana - Estació d'Autobusos Fabra i Puig,IU Stop,Bus,POINT (2.1829843102484334 41.43070208992237)
SB-1167,1167,CAP Sant Andreu,IU Stop,Bus,POINT (2.183621004045892 41.433331995605805)
SB-1168,1168,S'Agaró - Llosa,IU Stop,Bus,POINT (2.1875409970245925 41.44923700354118)
SB-1172,1172,Via Favència - IES Guineueta,IU Stop,Bus,POINT (2.1722569995091505 41.44344999711213)
SB-1173,1173,Gran Via - Química,IU Stop,Bus,POINT (2.1363992198180717 41.36522286911445)
SB-1174,1174,Artesania - Antonio Machado,IU Stop,Bus,POINT (2.1709699954811486 41.44516700194315)
SB-1176,1176,Via Favència - Palamós,IU Stop,Bus,POINT (2.184238000826203 41.446495998710795)
SB-1178,1178,Pont del Treball - Santander,IU Stop,Bus,POINT (2.1964939977817837 41.422072998336645)
SB-1180,1180,Rambla Prim - Cantàbria,IU Stop,Bus,POINT (2.200924999986578 41.42488099579225)
SB-1181,1181,Rambla Prim - Guipúscoa,IU Stop,Bus,POINT (2.2042689963456703 41.42235899740432)
SB-1185,1185,Paral·lel - Av Mistral,IU Stop,Bus,POINT (2.152629005564002 41.37512799606243)
SB-1187,1187,Universitat Autònoma de Barcelona,IU Stop,Bus,POINT (2.137190996360799 41.42808799805684)
SB-1188,1188,Natzaret - Av Jordà,IU Stop,Bus,POINT (2.1368400024439396 41.42751399627329)
SB-1190,1190,Bac de Roda - Gran Via,IU Stop,Bus,POINT (2.197520997796572 41.41249300036972)
SB-1191,1191,Bilbao - Concili de Trento,IU Stop,Bus,POINT (2.19202500175277 41.41133600429217)
SB-1193,1193,Jorge Manrique - Can Travi,IU Stop,Bus,POINT (2.149490003455104 41.4315610009642)
SB-1195,1195,Vallcarca,IU Stop,Bus,POINT (2.144236001097511 41.41306200052249)
SB-1196,1196,Isaac Newton - Lleó XIII,IU Stop,Bus,POINT (2.135835997063286 41.414895004482986)
SB-1204,1204,Pg Santa Coloma - Pl de la Modernitat,IU Stop,Bus,POINT (2.19344999752326 41.44617899589073)
SB-1205,1205,Pg Santa Coloma - Tiana,IU Stop,Bus,POINT (2.1995440054667164 41.44831299576884)
SB-1207,1207,Mallorca - Pg de Gràcia,IU Stop,Bus,POINT (2.1617990016607624 41.3933360006578)
SB-1208,1208,Pl Catalunya - Rambla Catalunya,IU Stop,Bus,POINT (2.1688309997691277 41.387575001021965)
SB-1209,1209,Gran Via - Balmes,IU Stop,Bus,POINT (2.1664310022929905 41.3879310007609)
SB-1210,1210,Pl Catalunya - Pg de Gràcia,IU Stop,Bus,POINT (2.1693160045011775 41.38775699626139)
SB-1214,1214,Ana María Matute - Pl Sanllehy,IU Stop,Bus,POINT (2.1606940034970172 41.413970997077534)
SB-1215,1215,Ana María Matute - Miquel Sants Oliver,IU Stop,Bus,POINT (2.158412004624028 41.415207004245815)
SB-1217,1217,Ctra. del Carmel - Albert Llanas,IU Stop,Bus,POINT (2.1564690010973435 41.41646199838415)
SB-1218,1218,Ctra. del Carmel - Pl. Raimon Casellas,IU Stop,Bus,POINT (2.158832998114051 41.41683500234418)
SB-1219,1219,Ctra. del Carmel - Can Xirot,IU Stop,Bus,POINT (2.156457998634867 41.41697200124117)
SB-1221,1221,Ctra. del Carmel - Pg. Josefina Torrens Illas,IU Stop,Bus,POINT (2.156803997343156 41.4156459999879)
SB-1222,1222,Ana María Matute - Av Pompeu Fabra,IU Stop,Bus,POINT (2.1586039977565754 41.41488399566712)
SB-1223,1223,Ana María Matute - C N Catalunya,IU Stop,Bus,POINT (2.1567930007861533 41.4157820041443)
SB-1224,1224,Mallorca - Rogent,IU Stop,Bus,POINT (2.184429003633548 41.410323995751575)
SB-1225,1225,Sant Antoni Maria Claret - Nàpols,IU Stop,Bus,POINT (2.1658760045498 41.40490000030701)
SB-1226,1226,Pg Pujades - Parc de la Ciutadella,IU Stop,Bus,POINT (2.1853650029404847 41.39046100321469)
SB-1227,1227,Mallorca - Pg Sant Joan,IU Stop,Bus,POINT (2.17042799947932 41.39983899683911)
SB-1228,1228,València - Pg Sant Joan,IU Stop,Bus,POINT (2.1716279947727535 41.398872995878946)
SB-1230,1230,Gran Via - Roger de Flor,IU Stop,Bus,POINT (2.176898001798824 41.39619100334436)
SB-1231,1231,Almogàvers - Roger de Flor,IU Stop,Bus,POINT (2.182800590975886 41.391857872255805)
SB-1232,1232,Pg Maragall - Ronda Guinardó,IU Stop,Bus,POINT (2.1770859987599063 41.42424200164388)
SB-1233,1233,Padilla - Trav de Gràcia,IU Stop,Bus,POINT (2.1711440018443953 41.41035299879813)
SB-1234,1234,Padilla - Llorens i Barba,IU Stop,Bus,POINT (2.1699067593741166 41.41130634916183)
SB-1235,1235,Pg Maragall - Av Frederic Rahola,IU Stop,Bus,POINT (2.1646939973423724 41.42776299819988)
SB-1236,1236,Pedrell - Font d'en Fargas,IU Stop,Bus,POINT (2.1661700016686414 41.42446499912833)
SB-1237,1237,Pedrell - Av Frederic Rahola,IU Stop,Bus,POINT (2.168549001759657 41.4241749998673)
SB-1240,1240,Meridiana - Av Rio de Janeiro,IU Stop,Bus,POINT (2.186210003094333 41.44304099887853)
SB-1242,1242,Pg Valldaura - Av Rio de Janeiro,IU Stop,Bus,POINT (2.18260400552711 41.439439996233766)
SB-1243,1243,Montserrat de Casanovas - Marí,IU Stop,Bus,POINT (2.161913996456883 41.4224139993039)
SB-1244,1244,Montserrat de Casanovas - Passerell,IU Stop,Bus,POINT (2.1592410037501284 41.42154700283725)
SB-1246,1246,Gran Via - Llúria,IU Stop,Bus,POINT (2.1712359986070435 41.391937002413314)
SB-1247,1247,València - Roger de Llúria,IU Stop,Bus,POINT (2.1660279942313094 41.39466599914011)
SB-1252,1252,Mercat Vall d'Hebron,IU Stop,Bus,POINT (2.1429079949837995 41.42519899943006)
SB-1253,1253,Josep Tarradellas - París,IU Stop,Bus,POINT (2.142975998971082 41.38640999889868)
SB-1254,1254,Gran Via - Entença,IU Stop,Bus,POINT (2.1537189960568717 41.37838500368264)
SB-1255,1255,Sepúlveda - Rocafort,IU Stop,Bus,POINT (2.154669995374899 41.37737699954295)
SB-1257,1257,Pl de Catalunya - Ronda Sant Pere,IU Stop,Bus,POINT (2.1703422197837305 41.38789891931856)
SB-1259,1259,Collblanc - Cardenal Reig,IU Stop,Bus,POINT (2.1146389988320626 41.37591900413184)
SB-1260,1260,Gran de Gràcia - Trav de Gràcia,IU Stop,Bus,POINT (2.1550289946590144 41.400278998726236)
SB-1261,1261,Gran de Gràcia - Metro Fontana,IU Stop,Bus,POINT (2.1532740005951965 41.40180899785232)
SB-1262,1262,Pl Gal·la Placídia,IU Stop,Bus,POINT (2.1520822793519994 41.399901169114656)
SB-1263,1263,Bruc - Còrsega,IU Stop,Bus,POINT (2.1634389994111514 41.39884000398834)
SB-1264,1264,Villarroel - Hospital Clínic,IU Stop,Bus,POINT (2.151134004315156 41.389382003923814)
SB-1265,1265,Pg de Sant Joan - Còrsega,IU Stop,Bus,POINT (2.1656551894493417 41.40207425925485)
SB-1267,1267,Calàbria - Provença,IU Stop,Bus,POINT (2.147954002287175 41.385099004214155)
SB-1268,1268,Muntaner - Rosselló,IU Stop,Bus,POINT (2.153439000487843 41.39105899614794)
SB-1271,1271,Pl Catalunya - Bergara,IU Stop,Bus,POINT (2.169525004815105 41.38655200291615)
SB-1273,1273,Llull - Llacuna,IU Stop,Bus,POINT (2.2010200044295583 41.400066001597594)
SB-1274,1274,Pujades - Bilbao,IU Stop,Bus,POINT (2.202359996632508 41.403014004024314)
SB-1275,1275,Pallars - Rambla del Poblenou,IU Stop,Bus,POINT (2.199050149580061 41.4020292299666)
SB-1278,1278,Marina - Doctor Trueta,IU Stop,Bus,POINT (2.1922011203437197 41.390954060394805)
SB-1279,1279,Av Elies Pagès,IU Stop,Bus,POINT (2.132870003975125 41.428363996770926)
