,origen,dest,tram,linia,type,geometry,length,speed,time,directed
825,B-V5-1917,B-V5-3518,Ferrocarrils Catalans - Aviador Duran - Mare de Déu de Port - L'Anoia,V5,Bus,"LINESTRING (2.1413198496766648 41.36129957622249, 2.141285600000001 41.36133897, 2.14104993 41.361614360000004, 2.14014568 41.36271684999999, 2.1399692500000005 41.36296988, 2.1397684799999994 41.3632964, 2.139548940000001 41.363733370000006, 2.139436930000001 41.36398813000001, 2.1394146387268793 41.36404818196536)",345.7691803731879,3.333333333333333,1.7288459018659397,True
826,B-V5-3518,B-V5-3519,Mare de Déu de Port - L'Anoia - Mineria - Font Florida,V5,Bus,"LINESTRING (2.1394146387268793 41.36404818196536, 2.1393746500000006 41.36415591, 2.1392386499999994 41.364596470000016, 2.1391155600000005 41.3650808, 2.13910986 41.365165770000004, 2.13912583 41.365219429999996, 2.13916611 41.36526893, 2.139717 41.36568471, 2.139739390000001 41.365715970000004, 2.13976183 41.36578732, 2.13976081 41.3658234, 2.13974489 41.36586109999998, 2.1396875 41.3659301, 2.1396726400000006 41.365970199999985, 2.1396769600000005 41.36601830999998, 2.139818682514714 41.366374182016884)",285.3550253944687,3.333333333333333,1.4267751269723439,True
827,B-V5-3519,B-V5-1849,Mineria - Font Florida - Olzinelles - Constitució,V5,Bus,"LINESTRING (2.139818682514714 41.366374182016884, 2.14012534 41.3671442, 2.14012762 41.36719421, 2.14011571 41.36724488, 2.14008198 41.36730214, 2.14005385 41.36733076000001, 2.1396852300000004 41.36761408000001, 2.13953345 41.367714510000006, 2.1392916800000004 41.36784991, 2.1392639900000003 41.36787588, 2.1375638700000006 41.369706909999984, 2.1374711 41.36983689000001, 2.13745862 41.36987391000002, 2.13747732 41.36991373000001, 2.1375220600000007 41.369936139999986, 2.1377581600000006 41.37001652, 2.13779559 41.37005009, 2.1377967700000005 41.37008182999998, 2.1376819943687013 41.37035019947979)",540.522812105345,3.333333333333333,2.7026140605267255,True
828,B-V5-1849,B-V5-1850,Olzinelles - Constitució - Olzinelles - Noguera Pallaresa,V5,Bus,"LINESTRING (2.1376819943687013 41.37035019947979, 2.1373787999999996 41.37105912, 2.137016226160319 41.37192924888449)",183.94317906623888,3.333333333333333,0.9197158953311945,True
829,B-V5-1850,B-V5-9950,"Olzinelles - Noguera Pallaresa - Olzinelles, 13",V5,Bus,"LINESTRING (2.137016226160319 41.37192924888449, 2.13658638 41.37296079000001, 2.13656461 41.373046169999995, 2.13644864 41.37375029, 2.1363985851286142 41.37395538429801)",231.61298100763855,3.333333333333333,1.1580649050381928,True
830,B-V5-9950,B-V5-1771,"Olzinelles, 13 - Sant Antoni - Pl. de Sants",V5,Bus,"LINESTRING (2.1363985851286142 41.37395538429801, 2.1363722399999996 41.37406333, 2.1362537800000005 41.374733410000005, 2.1362489 41.37486324999999, 2.13608893 41.3758568, 2.13609485 41.37587891, 2.136266138128815 41.37604025168537)",238.21416425313643,3.333333333333333,1.1910708212656822,True
831,B-V5-1771,B-V5-3166,Sant Antoni - Pl. de Sants - Pl de Joan Peiró,V5,Bus,"LINESTRING (2.136266138128815 41.37604025168537, 2.136270159999999 41.37604403999999, 2.1367485100000008 41.37646804999998, 2.1372356699999995 41.37686913999999, 2.1375456699999997 41.37709675999999, 2.1377553900000006 41.377221179999985, 2.13799787 41.377342089999985, 2.138422290000001 41.3775046, 2.1388835599999996 41.377646240000004, 2.1392657 41.37782507, 2.1393487099999997 41.377889200000006, 2.13938169 41.37794512, 2.13938023 41.37801417, 2.13935944 41.37805276999999, 2.13931922 41.37810631999999, 2.13925671 41.37814699999999, 2.138821907626554 41.37853668529334)",423.8912172477232,3.333333333333333,2.1194560862386163,True
832,B-V5-3166,B-V5-3342,Pl de Joan Peiró - Comtes de Bell-lloc - Viriat,V5,Bus,"LINESTRING (2.138821907626554 41.37853668529334, 2.1387675300000004 41.37858542, 2.13852322 41.37876975, 2.13842774 41.37886935, 2.13804133 41.379476889999985, 2.1373951311160093 41.38043721552823)",243.94675668358943,3.333333333333333,1.2197337834179471,True
833,B-V5-3342,B-V5-3521,Comtes de Bell-lloc - Viriat - Comtes de Bell-lloc - Berlín,V5,Bus,"LINESTRING (2.1373951311160093 41.38043721552823, 2.1372056499999994 41.3807188, 2.1363378300000004 41.381987979999984, 2.1361309933035812 41.3823013946797)",232.40408211670479,3.333333333333333,1.162020410583524,True
834,B-V5-3521,B-V5-3522,Comtes de Bell-lloc - Berlín - Can Bruixa - Comtes de Bell-lloc,V5,Bus,"LINESTRING (2.1361309933035812 41.3823013946797, 2.13465512 41.38453765, 2.1346142900000005 41.38458291, 2.134564060000001 41.38461586999999, 2.13449467 41.384634739999996, 2.134403470000001 41.384623409999996, 2.1341730009299216 41.38456061343341)",323.29421337122136,3.333333333333333,1.6164710668561069,True
835,B-V5-3522,B-V5-485,Can Bruixa - Comtes de Bell-lloc - Mercat de Les Corts,V5,Bus,"LINESTRING (2.1341730009299216 41.38456061343341, 2.13224121 41.38403423, 2.132189290000001 41.38404678, 2.1321314599999996 41.38410066000001, 2.13188572 41.384618329999995, 2.13186102 41.38464928, 2.1317899700000003 41.38469725, 2.1317464099999994 41.38471236, 2.13165183 41.38472186, 2.1315597600000005 41.384702959999984, 2.13151927 41.38468362999999, 2.13102266 41.38435589, 2.129933184071227 41.38366836262432)",455.0914631590158,3.333333333333333,2.2754573157950793,True
836,B-V5-485,B-V5-291,Mercat de Les Corts - Carles III - Mejía Lequerica,V5,Bus,"LINESTRING (2.129933184071227 41.38366836262432, 2.12992391 41.38366251, 2.12851775 41.38272808, 2.1284481400000006 41.38269785999999, 2.1283678800000003 41.3826948, 2.1282945900000003 41.382719579999986, 2.12826572 41.38274092999999, 2.12824209 41.38277041999999, 2.12784666 41.38394963, 2.12759337 41.38482321, 2.127502885226574 41.38523800649016)",466.1561336004198,3.333333333333333,2.3307806680020993,True
837,B-V5-291,B-V5-237,Carles III - Mejía Lequerica - Diagonal - Pl Reina Maria Cristina,V5,Bus,"LINESTRING (2.127502885226574 41.38523800649016, 2.12745741 41.38544646999999, 2.12738338 41.386040689999994, 2.127360210000001 41.386412949999986, 2.1273629600000006 41.38659929999999, 2.127401250000001 41.387155780000015, 2.12746491 41.38756034, 2.1275359100000006 41.3878742, 2.1275721999999995 41.387941960000006, 2.127643930000001 41.38799604999997, 2.1281904700000003 41.388131329999986, 2.12823074 41.38816419, 2.1282372899999995 41.38820864000001, 2.1281495200000005 41.388428090000005, 2.1281056099999995 41.38848785999999, 2.128072260000001 41.388511300000005, 2.127990060000001 41.388540169999985, 2.12794479 41.388544360000004, 2.1278718 41.38853588999999, 2.1274532852388175 41.388430414190296)",460.17380642984807,3.333333333333333,2.3008690321492407,True
838,B-V5-237,B-V5-765,Diagonal - Pl Reina Maria Cristina - Pl Pius XII,V5,Bus,"LINESTRING (2.1274532852388175 41.388430414190296, 2.12341935 41.38741367, 2.1233398000000006 41.387419, 2.1232783 41.38744672, 2.12306538 41.38762706, 2.1230181099999994 41.38765916999999, 2.1229342700000005 41.38769728999999, 2.1228285400000004 41.38771973, 2.1226113 41.38774347, 2.1222937100000014 41.38773507999999, 2.12221021 41.38774020000001, 2.1220858000000002 41.38775911, 2.1220254000000005 41.38777647, 2.1219180200000003 41.38783021, 2.1215814370294668 41.388089030762515)",536.7806785787171,3.333333333333333,2.6839033928935856,True
839,B-V5-765,B-V5-1413,Pl Pius XII - Av Pedralbes - Tòquio,V5,Bus,"LINESTRING (2.1215814370294668 41.388089030762515, 2.1205999800000006 41.38884372, 2.1190465617417384 41.39005540746544)",304.27375497002754,3.333333333333333,1.5213687748501379,True
840,B-V5-1413,B-V5-172,Av Pedralbes - Tòquio - Av. Pedralbes - Cavallers,V5,Bus,"LINESTRING (2.1190465617417384 41.39005540746544, 2.1190435199999995 41.39005778, 2.115197698097404 41.393022137531524)",460.48047613595367,3.333333333333333,2.3024023806797684,True
841,B-V5-172,B-V5-3544,Av. Pedralbes - Cavallers - Av. Pearson - Av. d'Esplugues,V5,Bus,"LINESTRING (2.115197698097404 41.393022137531524, 2.113479790000001 41.39434616999999, 2.11334674 41.39443320999999, 2.1132091 41.39449338, 2.1131286800000004 41.39451571, 2.1129561300000006 41.39451761, 2.1127808900000002 41.394496939999996, 2.1126828200000003 41.39447448, 2.11258228 41.39444138, 2.1124826299999997 41.39439571, 2.11238096 41.39433204, 2.1121201000000003 41.39412861, 2.1119784 41.39403673, 2.1119407274775237 41.39401513483179)",359.5205147033798,3.333333333333333,1.797602573516899,True
842,B-V5-3544,B-V5-3545,Av. Pearson - Av. d'Esplugues - Av Pearson - Pl Joan d'Alòs,V5,Bus,"LINESTRING (2.1119407274775237 41.39401513483179, 2.11190166 41.39399274, 2.1117808500000015 41.39393832, 2.1115051199999995 41.39383348000002, 2.11134979 41.39378955, 2.1112122700000002 41.39376119, 2.1109060900000007 41.39372100999999, 2.1106075000000004 41.39372259999999, 2.110347753105066 41.39375096812865)",140.3826667764766,3.333333333333333,0.7019133338823831,True
843,B-V5-763,B-V5-711,Av d'Esplugues - Av Pearson - Av Pedralbes - Cavallers,V5,Bus,"LINESTRING (2.1119629588328226 41.39332454882101, 2.1120346 41.3936912, 2.11206457 41.39377651, 2.11215166 41.39394018999999, 2.11226289 41.39408684999999, 2.11231637 41.39414098, 2.11237719 41.3941905, 2.112518080000001 41.394273549999994, 2.1127371699999995 41.39435315, 2.1129014300000004 41.39438548, 2.11298613 41.39439104, 2.1131490100000003 41.39438333999999, 2.1133349500000005 41.39433718, 2.1134665700000004 41.39428032999999, 2.11352427 41.39424302, 2.11415492 41.39374466000001, 2.1152200367701393 41.39292287455404)",413.82623363390223,3.333333333333333,2.0691311681695113,True
844,B-V5-711,B-V5-297,Av Pedralbes - Cavallers - Av Pedralbes - Pg Manuel Girona,V5,Bus,"LINESTRING (2.1152200367701393 41.39292287455404, 2.1165984900000003 41.39185929, 2.118960974796381 41.39002019933894)",449.09147863027044,3.333333333333333,2.2454573931513524,True
845,B-V5-297,B-V5-492,Av Pedralbes - Pg Manuel Girona - Diagonal - Av Joan XXIII,V5,Bus,"LINESTRING (2.118960974796381 41.39002019933894, 2.119515710000001 41.389588339999996, 2.1200860600000007 41.38917494999997, 2.12202393 41.38767776, 2.1220775500000006 41.38760532000001, 2.12209539 41.38752348, 2.1220937099999997 41.38750126, 2.12201993 41.38731612999999, 2.1220086100000004 41.38726264000001, 2.12199992 41.38705707, 2.12203465 41.38696395, 2.1220653400000002 41.38692131, 2.12210405 41.386882559999975, 2.122199460000001 41.38683863, 2.1223088800000003 41.38682125999999, 2.12241436 41.386831189999995, 2.122967440559051 41.386971317457025)",534.1059043536374,3.333333333333333,2.670529521768187,True
846,B-V5-492,B-V5-1376,Diagonal - Av Joan XXIII - Carles III - Maria Cristina,V5,Bus,"LINESTRING (2.122967440559051 41.386971317457025, 2.12589897 41.38771399000001, 2.12689813 41.38796074999998, 2.1269658 41.387963670000005, 2.12702523 41.387939149999994, 2.127045970000001 41.387918660000004, 2.1270614500000002 41.38787934000001, 2.126975259281509 41.387432686918515)",415.3868687488581,3.333333333333333,2.0769343437442904,True
847,B-V5-1376,B-V5-1378,Carles III - Maria Cristina - Carles III - Mejía Lequerica,V5,Bus,"LINESTRING (2.126975259281509 41.387432686918515, 2.1269685599999995 41.38739797, 2.1269384300000014 41.38716883, 2.1269067900000005 41.38670896, 2.1269048400000004 41.386524230000006, 2.12692287 41.38615784, 2.1269695399999997 41.38555871000001, 2.1269920299999994 41.38539348, 2.1271580000000005 41.38464069999999, 2.1272672000000004 41.384222509999994, 2.12726792213778 41.38422020292156)",359.17675563918675,3.333333333333333,1.7958837781959338,True
848,B-V5-1378,B-V5-709,Carles III - Mejía Lequerica - Les Corts - Carles III,V5,Bus,"LINESTRING (2.12726792213778 41.38422020292156, 2.1276146000000007 41.38311262, 2.12783672 41.382433799999994, 2.12785635 41.382400559999994, 2.1279194 41.3823459, 2.12800557 41.382313790000005, 2.12810151 41.382309160000005, 2.1281924000000005 41.38233275999998, 2.1288141247280086 41.38275047645582)",309.82179375902103,3.333333333333333,1.5491089687951054,True
849,B-V5-709,B-V5-3524,Les Corts - Carles III - Joan Güell - Travessera de les Corts,V5,Bus,"LINESTRING (2.1288141247280086 41.38275047645582, 2.1300923100000007 41.38360922, 2.13076262 41.3840487, 2.1308356199999996 41.38405746000001, 2.1308719599999995 41.384044620000004, 2.13088806 41.38403111, 2.1310527987597996 41.38367250207589)",271.2188752789221,3.333333333333333,1.3560943763946107,True
850,B-V5-3524,B-V5-3525,Joan Güell - Travessera de les Corts - Joan Güell - Av. Madrid,V5,Bus,"LINESTRING (2.1310527987597996 41.38367250207589, 2.1325954424120495 41.380314224602444)",394.5334081838037,3.333333333333333,1.9726670409190186,True
851,B-V5-3525,B-V5-3526,Joan Güell - Av. Madrid - Joan Güell - Cerdanyola,V5,Bus,"LINESTRING (2.1325954424120495 41.380314224602444, 2.1335643900000005 41.378204669999995, 2.1336950300000006 41.37788485999999, 2.1339237266226463 41.37726493919992)",356.41390882528225,3.333333333333333,1.7820695441264114,True
852,B-V5-3526,B-V5-584,Joan Güell - Cerdanyola - Metro Pl de Sants,V5,Bus,"LINESTRING (2.1339237266226463 41.37726493919992, 2.13400033 41.377057289999996, 2.13410517 41.37684460000001, 2.13424229 41.37650967, 2.1343515900000005 41.37630608, 2.13453906 41.37601844999998, 2.1349021000000006 41.37553398, 2.13495634 41.375476899999995, 2.1350301800000007 41.375420840000004, 2.1351185400000006 41.37538577, 2.13517202 41.37538038, 2.136811243213657 41.37534334782841)",376.3221574837188,3.333333333333333,1.881610787418594,True
853,B-V5-584,B-V5-179,Metro Pl de Sants - Sants - Gayarre,V5,Bus,"LINESTRING (2.136811243213657 41.37534334782841, 2.13819981 41.37531195999999, 2.13966290558634 41.37528298125354)",238.57341208177968,3.333333333333333,1.1928670604088984,True
854,B-V5-179,B-V5-1842,Sants - Gayarre - Moianès - Vilardell,V5,Bus,"LINESTRING (2.13966290558634 41.37528298125354, 2.1424720400000004 41.375227289999984, 2.14251963 41.37520595, 2.14253369 41.37518763, 2.1425027153345524 41.37426541356856)",344.40553416036636,3.333333333333333,1.722027670801832,True
855,B-V5-1842,B-V5-2835,Moianès - Vilardell - Moianès - Cuyàs,V5,Bus,"LINESTRING (2.1425027153345524 41.37426541356856, 2.1424911100000004 41.37391988, 2.1424307399999996 41.37260791, 2.142399120000001 41.37162181, 2.1423913726751045 41.37125346630006)",334.5344176382523,3.333333333333333,1.6726720881912618,True
856,B-V5-2835,B-V5-895,Moianès - Cuyàs - La Campana,V5,Bus,"LINESTRING (2.1423913726751045 41.37125346630006, 2.1423665599999997 41.37007374000001, 2.1423354000000003 41.369979729999976, 2.14231499 41.36994766, 2.1400628065485745 41.36826128784322)",411.2842598759112,3.333333333333333,2.056421299379556,True
857,B-V5-895,B-V5-3810,La Campana - La Campana,V5,Bus,"LINESTRING (2.1400628065485745 41.36826128784322, 2.1396400299999994 41.36794471000002, 2.139132910300816 41.36754308948798)",111.39668406299123,3.333333333333333,0.5569834203149562,True
858,B-V5-3810,B-V5-3527,La Campana - Química - Gran Via,V5,Bus,"LINESTRING (2.139132910300816 41.36754308948798, 2.138851450000001 41.36732018000001, 2.1387429299999994 41.36727367, 2.13859564 41.36722505, 2.1384944600000004 41.367174479999996, 2.1376420600000006 41.36655738, 2.1375752700000006 41.366493919999996, 2.1375531799999994 41.366445280000015, 2.1375549499999997 41.36642005000001, 2.137569070000001 41.36639546000001, 2.1375983800000005 41.36637246999998, 2.13834273904742 41.36581116769412)",279.18782351741004,3.333333333333333,1.3959391175870504,True
859,B-V5-3527,B-V5-2503,Química - Gran Via - Mare de Déu de Port - Mineria,V5,Bus,"LINESTRING (2.13834273904742 41.36581116769412, 2.13841176 41.365759119999986, 2.13866459 41.36555854, 2.13872005 41.36549095, 2.1388056600000014 41.365295259999996, 2.13892226 41.36513136, 2.1392223529615935 41.36400714092551)",218.53504804313727,3.333333333333333,1.0926752402156865,True
860,B-V5-2503,B-V5-1912,Mare de Déu de Port - Mineria - Mare de Déu de Port - Foneria,V5,Bus,"LINESTRING (2.1392223529615935 41.36400714092551, 2.13927678 41.36380324, 2.1394097499999996 41.36326960000001, 2.13950737 41.36252336, 2.1395733200000002 41.36188565, 2.1395959400000013 41.36171890000001, 2.13962996 41.361572009999996, 2.1397105600000006 41.36133073000001, 2.1398324900000003 41.36106744, 2.1399207500000013 41.36093402000001, 2.1400144200000004 41.36082825, 2.140083520000001 41.36076546999999, 2.1401939700000012 41.36068456999998, 2.1403403901167404 41.36060482925742)",399.1062469615374,3.333333333333333,1.9955312348076872,True
861,B-V5-1912,B-V5-3528,Mare de Déu de Port - Foneria - Mare de Déu de Port - Foc,V5,Bus,"LINESTRING (2.1403403901167404 41.36060482925742, 2.141233190000001 41.36011859999999, 2.14178907 41.35978427, 2.1422509399999994 41.35949217, 2.1429124 41.358905239999984, 2.1430382400000005 41.358765569999996, 2.1432656500000005 41.35847472, 2.1433667900000004 41.35832407999999, 2.143370776741774 41.358317338449304)",363.35268219130637,3.333333333333333,1.816763410956532,True
862,B-V5-3528,B-V5-2495,Mare de Déu de Port - Foc - Mare de Déu de Port - Cisell,V5,Bus,"LINESTRING (2.143370776741774 41.358317338449304, 2.1434813200000002 41.35813041, 2.14356175 41.35803211, 2.143587500000001 41.35797986000001, 2.14388544 41.35706459, 2.14396309 41.35692309000001, 2.14401478 41.35685708, 2.1441750400000004 41.35670915, 2.1444096199999994 41.35653812, 2.1447164221041493 41.35634823215078)",253.58581623908802,3.333333333333333,1.2679290811954402,True
863,B-V5-2495,B-V5-3517,Mare de Déu de Port - Cisell - Cisell - Mare de Déu de Port,V5,Bus,"LINESTRING (2.1447164221041493 41.35634823215078, 2.14596176 41.35557744, 2.1460661899999995 41.35548897000002, 2.1460932200000005 41.355456529999984, 2.1461210700000004 41.355383209999985, 2.1461209 41.35534491, 2.1460924200000004 41.35527173, 2.1460302700000007 41.35521154, 2.145401364430041 41.354911528071526)",244.13623889827545,3.333333333333333,1.2206811944913774,True
864,B-V5-3517,B-V5-1045,Cisell - Mare de Déu de Port - Pg Zona Franca - Motors,V5,Bus,"LINESTRING (2.145401364430041 41.354911528071526, 2.1453023 41.35486427, 2.14504686 41.35478031, 2.14408517 41.35451666, 2.143922329999999 41.35446352999999, 2.1435316600000003 41.354315590000006, 2.14334943 41.354235980000006, 2.14329461 41.35419573999999, 2.14327175 41.354140709999996, 2.14328636 41.354084099999994, 2.1449915900000005 41.351727200000006, 2.1451692868581107 41.35148882011375)",535.3653462910507,3.333333333333333,2.6768267314552543,True
865,B-V5-1045,B-V5-3940,Pg Zona Franca - Motors - Motors - Institut La Mercè,V5,Bus,"LINESTRING (2.1451692868581107 41.35148882011375, 2.14534207 41.35125703, 2.1453800399999996 41.35118327, 2.1453897600000005 41.35113346999998, 2.1453669000000004 41.35107138, 2.14534444 41.35105386000001, 2.1430914939377206 41.350279155095514)",260.92382225706945,3.333333333333333,1.3046191112853474,True
866,B-V7-3125,B-V7-777,Metro Tarragona - Av Roma - Tarragona,V7,Bus,"LINESTRING (2.145222909316702 41.37844281893038, 2.1429500600000004 41.38015413, 2.1429278200000006 41.38019561, 2.142939580000001 41.38022717999999, 2.14298593 41.38026548, 2.1430555200000003 41.38030221999998, 2.1435945764787068 41.380502343381046)",340.46388559186346,3.333333333333333,1.7023194279593175,True
867,B-V7-777,B-V7-110,Av Roma - Tarragona - Nicaragua - Josep Tarradellas,V7,Bus,"LINESTRING (2.1435945764787068 41.380502343381046, 2.1437415599999996 41.38055691, 2.1442748500000004 41.380792009999986, 2.1443258099999998 41.38084425000002, 2.1443532399999996 41.38090554, 2.1443432 41.38096977, 2.1443092 41.38101496000001, 2.1439829000000006 41.38124866, 2.1428515900000003 41.382098309999996, 2.1418013873118142 41.38287649433926)",387.1382938469728,3.333333333333333,1.9356914692348641,True
868,B-V7-110,B-V7-1377,Nicaragua - Josep Tarradellas - Nicaragua - Parc Les Corts,V7,Bus,"LINESTRING (2.1418013873118142 41.38287649433926, 2.1404577200000006 41.38387208999998, 2.1402588999999996 41.38402727, 2.1377248992492284 41.386220161602296)",504.30474479931706,3.333333333333333,2.5215237239965855,True
869,B-V7-1377,B-V7-3267,Nicaragua - Parc Les Corts - Constança,V7,Bus,"LINESTRING (2.1377248992492284 41.386220161602296, 2.13764699 41.38628757999999, 2.1363615600000005 41.38742804, 2.1363405900000005 41.38745971, 2.1363344 41.38748921999999, 2.13636992 41.387610710000004, 2.13636872 41.387644089999995, 2.1363524200000006 41.38767549, 2.1359462799999998 41.38809179999999, 2.1355538099999998 41.38847197, 2.1348123250705364 41.38926677532035)",423.1761209964435,3.333333333333333,2.115880604982218,True
870,B-V7-3267,B-V7-3268,Constança - Av Sarrià,V7,Bus,"LINESTRING (2.1348123250705364 41.38926677532035, 2.13416917 41.38995615999998, 2.1336653199999995 41.39047589000001, 2.1327150351214716 41.39140809548451)",295.46102331366944,3.333333333333333,1.4773051165683475,True
871,B-V7-3268,B-V7-3269,Av Sarrià - Av Sarrià - Prat de la Riba,V7,Bus,"LINESTRING (2.1327150351214716 41.39140809548451, 2.1318147400000003 41.392291230000005, 2.13175187 41.39233085, 2.13170112 41.392350779999994, 2.1306980531737736 41.39249699990967)",220.6685822870557,3.333333333333333,1.1033429114352784,True
872,B-V7-3269,B-V7-3293,Av Sarrià - Prat de la Riba - Pg Sant Joan Bosco,V7,Bus,"LINESTRING (2.1306980531737736 41.39249699990967, 2.1305877400000006 41.39251308000001, 2.13045114 41.39254598, 2.1303324900000002 41.39258762000001, 2.13009574 41.39269407999999, 2.13001379 41.39270746, 2.1298570699999995 41.392698200000005, 2.1297876 41.392725600000006, 2.1274730630373773 41.3945018843029)",358.3841522313519,3.333333333333333,1.7919207611567596,True
873,B-V7-3293,B-V7-3264,Pg Sant Joan Bosco - Els Vergós,V7,Bus,"LINESTRING (2.1274730630373773 41.3945018843029, 2.1260396500000005 41.39560188, 2.12592319 41.39567310000001, 2.125749240000001 41.39574464999999, 2.12568836 41.395784199999994, 2.1256707900000005 41.39581673, 2.12573544 41.39595491, 2.1257921000000004 41.396047770000024, 2.12593071 41.39622334, 2.1261007099999993 41.39638249, 2.1261964600000005 41.39645492, 2.126267971359121 41.39650197382275)",303.08644726711503,3.333333333333333,1.5154322363355752,True
874,B-V7-3264,B-V7-133,Els Vergós - Via Augusta - Pau Alcover,V7,Bus,"LINESTRING (2.126267971359121 41.39650197382275, 2.12763937 41.39740432, 2.1277058800000006 41.39749516999998, 2.12772729 41.39758052, 2.1277113600000015 41.39762831, 2.12764929 41.39770304, 2.127526050000001 41.39779627, 2.1274054999999996 41.39784783000001, 2.127117250000001 41.39787653, 2.12683422 41.39793361999999, 2.1265634800000006 41.39801798, 2.1263096200000002 41.39812815999999, 2.1262310799999997 41.39817417, 2.1259116506879763 41.39841412874483)",358.6979311258979,3.333333333333333,1.7934896556294897,True
875,B-V7-133,B-V7-134,Via Augusta - Pau Alcover - Pg Bonanova,V7,Bus,"LINESTRING (2.1259116506879763 41.39841412874483, 2.1250999300000006 41.39902389000001, 2.1244716100000005 41.39951577, 2.124013334353317 41.39992743947506)",231.26249647164354,3.333333333333333,1.1563124823582178,True
876,B-V7-134,B-V7-1587,Pg Bonanova - CAP Sarrià,V7,Bus,"LINESTRING (2.124013334353317 41.39992743947506, 2.12390249 41.40002701, 2.1234663 41.40043339000001, 2.1232033099999996 41.40069336000001, 2.12281412 41.40102834, 2.12249134 41.40128352000001, 2.12231982 41.40140345, 2.12177858 41.40174474999998, 2.12159737 41.40183726, 2.121461963007832 41.40190007041897)",307.4361539495753,3.333333333333333,1.5371807697478768,True
877,B-V7-1587,B-V7-3771,CAP Sarrià - Pl Borràs,V7,Bus,"LINESTRING (2.121461963007832 41.40190007041897, 2.121069410000001 41.40208215999999, 2.1207543500000003 41.402215939999984, 2.12039438 41.40238865, 2.1201529400000005 41.40252816999999, 2.1197881400000007 41.40278782, 2.1193919799999996 41.40312448000002, 2.1190403900000003 41.40346306, 2.1186024700000003 41.40398369999998, 2.1185173300000004 41.404101010000005, 2.1183728300000007 41.40434515, 2.11828124 41.40455924, 2.11823231 41.40473755999999, 2.11817482 41.40481981, 2.11813417 41.40485497, 2.1180339000000004 41.40490917999999, 2.11793567 41.404934389999994, 2.11785477 41.4049417, 2.1177930199999997 41.40493831, 2.1177102000000003 41.40492195, 2.11765005 41.404897850000005, 2.1175623299999997 41.40484088, 2.1175261000000014 41.40480349, 2.1174787400000006 41.40471837999999, 2.1174687499999996 41.40467271000001, 2.1174744900000007 41.404595029999996, 2.11745999 41.40454145999999, 2.1174362600000003 41.40448978999999, 2.1173803799999997 41.40441347000001, 2.116860863648437 41.403923652861)",617.2257752473317,3.333333333333333,3.0861288762366588,True
878,B-V7-3263,B-V7-1538,Sarrià - Pl Borràs,V7,Bus,"LINESTRING (2.1145832400000004 41.40388628000001, 2.1142706799999997 41.40387705, 2.1142312000000008 41.40385143, 2.11422398 41.40381255999999, 2.11425263 41.40377978, 2.11428319 41.40377123, 2.11433657 41.403779589999985, 2.1143881200000005 41.40382851, 2.11443584 41.4038449, 2.114671130000001 41.40386035, 2.11475191 41.403856520000005, 2.1165449 41.40363780999999, 2.1166771500000006 41.40363964, 2.1167597300000005 41.403659740000016, 2.11683467 41.40370302000001, 2.117133410813364 41.403987515247664)",302.6335277648423,3.333333333333333,1.5131676388242117,True
879,B-V7-1538,B-V7-1745,Pl Borràs - Via Augusta - Margenat,V7,Bus,"LINESTRING (2.117133410813364 41.403987515247664, 2.1171360200000002 41.40399000000001, 2.11753191 41.404347609999995, 2.11760131 41.40437751, 2.1176607700000005 41.404384419999985, 2.11773831 41.40436544, 2.11779084 41.40434054, 2.11803303 41.40415621, 2.1181454799999995 41.40405867, 2.1189333100000005 41.403286059999985, 2.11915722 41.403076240000004, 2.1196270000000013 41.40267051, 2.1199505499999995 41.40241198999998, 2.12029384 41.402151629999985, 2.120471166850278 41.40203481938644)",416.5350917071438,3.333333333333333,2.0826754585357192,True
880,B-V7-1745,B-V7-622,Via Augusta - Margenat - Pg Bonanova,V7,Bus,"LINESTRING (2.120471166850278 41.40203481938644, 2.1205837 41.40196068999999, 2.12100189 41.40172483, 2.1215434000000006 41.40144054999999, 2.1218015400000003 41.401294969999995, 2.1220291700000007 41.40114908, 2.12221423 41.401018959999995, 2.1224214299999997 41.40086131000001, 2.12252641 41.40076968999999, 2.1226239599999994 41.40067353000001, 2.1226925400000005 41.40059227, 2.1233594406594647 41.399977887176625)",334.7572850793823,3.333333333333333,1.6737864253969117,True
881,B-V7-622,B-V7-1573,Pg Bonanova - Via Augusta - Els Vergós,V7,Bus,"LINESTRING (2.1233594406594647 41.399977887176625, 2.1237449599999993 41.39962272, 2.1237946599999997 41.39958548000001, 2.12391183 41.39952788999998, 2.1239771199999997 41.399508620000006, 2.12411025 41.39948566, 2.12420057 41.39944805, 2.125780219876024 41.398277838963935)",279.64614595471994,3.333333333333333,1.3982307297735999,True
882,B-V7-1573,B-V7-701,Via Augusta - Els Vergós - Els Vergós,V7,Bus,"LINESTRING (2.125780219876024 41.398277838963935, 2.1258888 41.39819739999999, 2.1261253300000003 41.39805324, 2.12638399 41.39793255, 2.12652035 41.39788162000001, 2.12675592 41.397811459999986, 2.12704892 41.39775243, 2.1271985500000006 41.39773345, 2.12749794 41.39771643, 2.12754116 41.39770776, 2.1276155000000005 41.397670999999995, 2.1276629 41.39761432999999, 2.127674830000001 41.397547799999984, 2.12764071 41.39749620999999, 2.1275483 41.39740460000001, 2.127022403494788 41.39705924582962)",264.2269963663538,3.333333333333333,1.321134981831769,True
