,origen,dest,tram,linia,type,geometry,length,speed,time,directed
2447,B-62-885,B-62-1778,Meridiana - Garbí - Meridiana - S'Agaró,62,Bus,"LINESTRING (2.188811235125801 41.45211904494113, 2.18882308 41.45192202, 2.18882593 41.45164121, 2.18879046 41.45118039, 2.1887584 41.450950840000004, 2.1886680699999994 41.45050379, 2.18853181 41.45003033, 2.18796695 41.44823917, 2.187922651302307 41.44812402945049)",451.62809543570006,3.333333333333333,2.2581404771785003,True
2448,B-62-1778,B-62-1240,Meridiana - S'Agaró - Meridiana - Av Rio de Janeiro,62,Bus,"LINESTRING (2.187922651302307 41.44812402945049, 2.187792 41.44778444, 2.18715628 41.44593328, 2.18706589 41.44564085999998, 2.186887609999999 41.44514715, 2.18679168 41.444970270000006, 2.18673073 41.4448864, 2.18652459 41.44465408999999, 2.18646451 41.44453275, 2.18618392 41.44360888, 2.186174610000001 41.44354968, 2.18618699 41.443421980000004, 2.18628688 41.44318407000001, 2.1862847800000003 41.44308955999998, 2.18626872017254 41.44303176154343)",589.6710100622898,3.333333333333333,2.9483550503114495,True
2449,B-62-1240,B-62-432,Meridiana - Av Rio de Janeiro - Meridiana - Parc de Can Dragó,62,Bus,"LINESTRING (2.18626872017254 41.44303176154343, 2.1859212500000003 41.44178120999998, 2.1856171900000003 41.44077975, 2.1845021500000006 41.437468349999996, 2.1843633 41.43706751, 2.1841030500000005 41.43641368999999, 2.183833221593197 41.435623187320076)",847.5404382504331,3.333333333333333,4.237702191252166,True
2450,B-62-432,B-62-362,Meridiana - Parc de Can Dragó - Meridiana - Escòcia,62,Bus,"LINESTRING (2.183833221593197 41.435623187320076, 2.1838308400000006 41.43561621, 2.1834563499999997 41.43437677000001, 2.18267971 41.4320815, 2.1826325000000004 41.43193007, 2.1825662800000005 41.43162309, 2.1825380699999997 41.43131282, 2.1825428000000002 41.43106771, 2.18257999 41.43082204, 2.1826548899999993 41.430581300000014, 2.18279442 41.43029683, 2.18294038 41.43008478999999, 2.1836138300000005 41.42926207999999, 2.183685212272226 41.429157371023436)",753.8554951210626,3.333333333333333,3.7692774756053136,True
2451,B-62-362,B-62-2648,Meridiana - Escòcia - Meridiana - Riera d'Horta,62,Bus,"LINESTRING (2.183685212272226 41.429157371023436, 2.18455277 41.42788474, 2.1846854339636153 41.42768414895547)",183.68116499683592,3.333333333333333,0.9184058249841797,True
2452,B-62-2648,B-62-511,Meridiana - Riera d'Horta - Meridiana - Cardenal Tedeschini,62,Bus,"LINESTRING (2.1846854339636153 41.42768414895547, 2.18604801 41.42562381999999, 2.186330740000001 41.42515949000001, 2.1863946438611337 41.425035691440776)",326.96974237337764,3.333333333333333,1.6348487118668882,True
2453,B-62-511,B-62-455,Meridiana - Cardenal Tedeschini - Meridiana - La Sagrera,62,Bus,"LINESTRING (2.1863946438611337 41.425035691440776, 2.1864732500000006 41.424883409999985, 2.1865794500000004 41.42459820999998, 2.18669094 41.42420566, 2.1867744600000005 41.42373314, 2.18679729 41.42338673999999, 2.186794258660716 41.42193696145141)",347.9790717865983,3.333333333333333,1.7398953589329915,True
2454,B-62-455,B-62-1007,Meridiana - La Sagrera - Meridiana - Biscaia,62,Bus,"LINESTRING (2.186794258660716 41.42193696145141, 2.186785202779798 41.41760695599624)",480.73476394557736,3.333333333333333,2.403673819727887,True
2455,B-62-1007,B-62-1908,Meridiana - Biscaia - Meridiana - Navas de Tolosa,62,Bus,"LINESTRING (2.186785202779798 41.41760695599624, 2.186782040000001 41.41609508, 2.18678159 41.41525881999999, 2.18679017 41.41513839, 2.186782598411577 41.414270751390255)",370.4197695901157,3.333333333333333,1.8520988479505787,True
2456,B-62-1908,B-62-1494,Meridiana - Navas de Tolosa - Meridiana - Pl del Doctor Serrat,62,Bus,"LINESTRING (2.186782598411577 41.414270751390255, 2.1867532600790507 41.41090881371993)",373.26308309736993,3.333333333333333,1.8663154154868498,True
2457,B-62-1494,B-62-3613,Meridiana - Pl del Doctor Serrat - Meridiana - Aragó,62,Bus,"LINESTRING (2.1867532600790507 41.41090881371993, 2.1867514800000003 41.41070483, 2.186737440000001 41.410346499999996, 2.1866763700000007 41.41010443, 2.18665995 41.40998983, 2.18664546 41.409471979999985, 2.1866503085224953 41.40799409016901)",324.188747410058,3.333333333333333,1.6209437370502902,True
2458,B-62-3613,B-62-3807,Meridiana - Aragó - Independència - Meridiana,62,Bus,"LINESTRING (2.1866503085224953 41.40799409016901, 2.1866581500000004 41.405603419999984, 2.18664587 41.40554877, 2.1866263400000006 41.40552500999999, 2.1865668800000004 41.40549233, 2.18649375 41.40548595, 2.18642593 41.4055075, 2.186225921099882 41.40565784742183)",316.76306302786156,3.333333333333333,1.583815315139308,True
2459,B-62-3807,B-62-882,Independència - Meridiana - Consell de Cent - Meridiana,62,Bus,"LINESTRING (2.186225921099882 41.40565784742183, 2.185854930000001 41.40593671999998, 2.1858146600000006 41.40600114, 2.1858081100000004 41.40603658999998, 2.18582352 41.40610684000001, 2.1858742500000004 41.40616693, 2.186475131271641 41.40662114599659)",142.6831836636324,3.333333333333333,0.7134159183181621,True
2460,B-62-882,B-62-3781,Consell de Cent - Meridiana - Meridiana - Metro Clot,62,Bus,"LINESTRING (2.186475131271641 41.40662114599659, 2.1869312800000005 41.406965949999986, 2.18701667 41.40705438, 2.1870685800000005 41.40715647999999, 2.18709217918268 41.41018408514359)",414.4471966991616,3.333333333333333,2.0722359834958084,True
2461,B-63-3897,B-63-316,Pl Universitat - Aribau - Gran Via,63,Bus,"LINESTRING (2.1643359885179176 41.38572985680228, 2.1637104500000004 41.38526302, 2.16364023 41.38524671, 2.1636033300000004 41.38524916, 2.16355328 41.385265389999994, 2.16314014 41.38558250999999, 2.1629566700000002 41.38568721, 2.16291894 41.38572217, 2.162510757989028 41.38602498742188)",208.91411980027763,3.333333333333333,1.0445705990013883,True
2462,B-63-316,B-63-58,Aribau - Gran Via - Aribau - Aragó,63,Bus,"LINESTRING (2.162510757989028 41.38602498742188, 2.1615351000000005 41.38674877999999, 2.1603273400000003 41.387678429999994, 2.160056240928191 41.38788178456244)",290.8997832201876,3.333333333333333,1.454498916100938,True
2463,B-63-58,B-63-938,Aribau - Aragó - Provença - Aribau,63,Bus,"LINESTRING (2.160056240928191 41.38788178456244, 2.1582927400000003 41.38920455999999, 2.15639477 41.39064424, 2.1563073500000005 41.39068821, 2.15625974 41.39069896, 2.1561608 41.39069915999998, 2.1561131300000005 41.390688589999996, 2.1560307100000005 41.39064854999999, 2.1555389681617014 41.39027936233969)",524.9682350864223,3.333333333333333,2.6248411754321115,True
2464,B-63-938,B-63-214,Provença - Aribau - Casanova - Hospital Clínic,63,Bus,"LINESTRING (2.1555389681617014 41.39027936233969, 2.1541218900000003 41.389215420000006, 2.1540696600000007 41.389190479999996, 2.1540364900000015 41.38918467999999, 2.1539584 41.38919563, 2.1539018700000008 41.389233189999985, 2.15379144 41.38936373, 2.15352828 41.38964216000001, 2.1532304299999994 41.38990875, 2.152947 41.3901293, 2.1526530500000014 41.39033185, 2.1525336468957654 41.39040388045861)",362.2542462519359,3.333333333333333,1.8112712312596797,True
2465,B-63-214,B-63-1088,Casanova - Hospital Clínic - Casanova - París,63,Bus,"LINESTRING (2.1525336468957654 41.39040388045861, 2.1523074400000004 41.390540339999994, 2.1518975400000007 41.39074074999999, 2.1516122800000015 41.39085535, 2.15150597 41.39091878, 2.1510496949936986 41.39126483381032)",157.6071174760055,3.333333333333333,0.7880355873800275,True
2466,B-63-1088,B-63-1098,Casanova - París - Diagonal - Francesc Macià,63,Bus,"LINESTRING (2.1510496949936986 41.39126483381032, 2.1482664199999997 41.393375639999995, 2.14797351 41.393571570000006, 2.147869050000002 41.39360372, 2.1478129399999997 41.39360944000001, 2.1477000000000004 41.39359917999998, 2.145864778163624 41.3931322220224)",548.6448725937139,3.333333333333333,2.7432243629685695,True
2467,B-63-1098,B-63-524,Diagonal - Francesc Macià - Diagonal - Ganduxer,63,Bus,"LINESTRING (2.145864778163624 41.3931322220224, 2.14512252 41.39294334999998, 2.145022860000001 41.39294087999998, 2.1449466999999998 41.392954119999985, 2.14485614 41.39299238, 2.1447459900000005 41.393063579999996, 2.1445909200000006 41.39310841, 2.1444798900000004 41.39311432, 2.1443231 41.39308878, 2.14427037 41.3930685, 2.1441710200000013 41.39301369, 2.1440873799999998 41.392941210000004, 2.14403582 41.392853379999984, 2.1439952900000008 41.39274061, 2.14392532 41.392655930000004, 2.1438262900000002 41.39258969999998, 2.14372427 41.39255177999999, 2.140034691513777 41.39162364169386)",544.2248194356251,3.333333333333333,2.721124097178126,True
2468,B-63-524,B-63-41,Diagonal - Ganduxer - Diagonal - Doctor Fleming,63,Bus,"LINESTRING (2.140034691513777 41.39162364169386, 2.13878301 41.391308740000014, 2.136333723413637 41.390683952592006)",326.5446106521378,3.333333333333333,1.6327230532606893,True
2469,B-63-41,B-63-483,Diagonal - Doctor Fleming - Diagonal - Numància,63,Bus,"LINESTRING (2.136333723413637 41.390683952592006, 2.13280359 41.389783339999994, 2.131659369040353 41.38949423724844)",412.53673080123616,3.333333333333333,2.062683654006181,True
2470,B-63-483,B-63-237,Diagonal - Numància - Diagonal - Pl Reina Maria Cristina,63,Bus,"LINESTRING (2.131659369040353 41.38949423724844, 2.127452949162985 41.388431309442346)",370.97225978316106,3.333333333333333,1.8548612989158053,True
2471,B-63-237,B-63-765,Diagonal - Pl Reina Maria Cristina - Pl Pius XII,63,Bus,"LINESTRING (2.127452949162985 41.388431309442346, 2.1234581399999994 41.387421679999996, 2.12337915 41.38741276, 2.1233398000000006 41.387419, 2.1232783 41.38744672, 2.12306538 41.38762706, 2.1230181099999994 41.38765916999999, 2.1229342700000005 41.38769728999999, 2.1228285400000004 41.38771973, 2.1226113 41.38774347, 2.1222937100000014 41.38773507999999, 2.12221021 41.38774020000001, 2.1220858000000002 41.38775911, 2.1220254000000005 41.38777647, 2.1219180200000003 41.38783021, 2.1215814370294668 41.388089030762515)",536.7908479527997,3.333333333333333,2.683954239763999,True
2472,B-63-765,B-63-1413,Pl Pius XII - Av Pedralbes - Tòquio,63,Bus,"LINESTRING (2.1215814370294668 41.388089030762515, 2.1205999800000006 41.38884372, 2.1190465617417384 41.39005540746544)",304.27375497002754,3.333333333333333,1.5213687748501379,True
2473,B-63-1413,B-63-172,Av Pedralbes - Tòquio - Av. Pedralbes - Cavallers,63,Bus,"LINESTRING (2.1190465617417384 41.39005540746544, 2.1190435199999995 41.39005778, 2.1151973689089627 41.39302188990687)",460.48004660071723,3.333333333333333,2.3024002330035866,True
2474,B-63-172,B-63-549,Av. Pedralbes - Cavallers - Av d'Esplugues - Av Pearson,63,Bus,"LINESTRING (2.1151973689089627 41.39302188990687, 2.1134466 41.39437102, 2.11328213 41.39446493999999, 2.1131286800000004 41.39451571, 2.1130265700000006 41.39451965999999, 2.112873120000001 41.39451068, 2.1126828200000003 41.39447448, 2.11258228 41.39444138, 2.1124826299999997 41.39439571, 2.11238096 41.39433204, 2.1121932 41.39414267999999, 2.1120837700000004 41.39400206999999, 2.1120390400000004 41.39392796, 2.11200675 41.39385466, 2.1119912400000005 41.39378471, 2.11169404 41.39221656000001, 2.111673798042185 41.39213141609575)",563.7955405936509,3.333333333333333,2.818977702968255,True
2475,B-63-549,B-63-550,Av d'Esplugues - Av Pearson - Av d'Esplugues - Dr Joaquim Albarrán,63,Bus,"LINESTRING (2.111673798042185 41.39213141609575, 2.11163011 41.39194765000001, 2.1116057999999995 41.39186013, 2.111529560000001 41.39169092999999, 2.11141825 41.39153314, 2.1113503200000006 41.391459809999986, 2.1112203700000003 41.39134747, 2.1109158899999994 41.391141479999995, 2.1090456339964323 41.389925489380396)",337.603771769988,3.333333333333333,1.68801885884994,True
2476,B-63-550,B-63-552,Av d'Esplugues - Dr Joaquim Albarrán - Av d'Esplugues - Eduard Toldrà,63,Bus,"LINESTRING (2.1090456339964323 41.389925489380396, 2.1090415900000004 41.389922859999984, 2.10848918 41.38955567, 2.1082600399999993 41.389478759999996, 2.10809802 41.38944807999999, 2.1080305800000003 41.38941833, 2.1079728500000003 41.389378660000006, 2.1066116158334713 41.38786286253327)",313.22826244305713,3.333333333333333,1.5661413122152859,True
2477,B-63-552,B-63-3358,Av d'Esplugues - Eduard Toldrà - Av d'Esplugues - González Tablas,63,Bus,"LINESTRING (2.1066116158334713 41.38786286253327, 2.1060816700000005 41.387272720000006, 2.105800882310788 41.38695406707817)",121.55649467648303,3.333333333333333,0.6077824733824151,True
2478,B-63-3358,B-63-591,Av d'Esplugues - González Tablas - Av d'Esplugues - Hospital Sant Joan de Déu,63,Bus,"LINESTRING (2.105800882310788 41.38695406707817, 2.10423744 41.38517971999999, 2.1039927039309054 41.38491371907937)",272.355122029647,3.333333333333333,1.3617756101482352,True
2479,B-63-591,B-63-1458,Av d'Esplugues - Hospital Sant Joan de Déu - Av dels Països Catalans - David Carreras i Trias,63,Bus,"LINESTRING (2.1039927039309054 41.38491371907937, 2.1039286600000002 41.384844109999996, 2.1037224800000005 41.3846435, 2.1031421399999997 41.38394477, 2.10299076 41.383781610000014, 2.1028328000000003 41.38365079999999, 2.10271714 41.38357121999999, 2.1025217899999995 41.38347713000002, 2.102295540000001 41.383396699999984, 2.1021363600000003 41.38335381000001, 2.1014256600000003 41.38320016, 2.10122486 41.38313443, 2.101042280000001 41.38304344, 2.10088346 41.38292994, 2.1007975800000014 41.38284815, 2.1007364500000003 41.38276962, 2.1006398000000006 41.38260288, 2.10048216 41.382214950000005, 2.1004111400000007 41.38210900999999, 2.1003084400000005 41.38201902, 2.100180060000001 41.38195021000001, 2.09994452 41.38187886000001, 2.09909848 41.38173802999999, 2.0984931 41.381619719999996, 2.0982470499999994 41.381537300000005, 2.0978734300000013 41.381373219999986, 2.0975355 41.381197579999984, 2.09695752 41.38087299, 2.0962235800000006 41.38041714, 2.0959282000000004 41.38025518, 2.0957751100000004 41.3801824, 2.0957071700000003 41.380168569999995, 2.09565872 41.38017277, 2.0956362700000004 41.380181639999996, 2.09560171 41.380204249999984, 2.09552543 41.380284620000005, 2.09547271 41.38030984999999, 2.095439710000001 41.38031649, 2.0954022700000006 41.38031692, 2.09533864 41.380305169999986, 2.095253630000001 41.380275659999995, 2.09518919 41.380234079999994, 2.09514026 41.38016975, 2.09512303 41.38010953999999, 2.0951276500000007 41.38005931000001, 2.0951179600000005 41.38000289999999, 2.09509889 41.37994786000001, 2.0950339600000008 41.37984539, 2.0949777700000007 41.3797897, 2.0945575440088753 41.379521823822394)",1064.2646104223618,3.333333333333333,5.32132305211181,True
2480,B-63-1458,B-63-1459,Av dels Països Catalans - David Carreras i Trias - Av dels Països Catalans - Laureà Miró,63,Bus,"LINESTRING (2.0945575440088753 41.379521823822394, 2.09455142 41.379517920000005, 2.09168675 41.37782542, 2.0915811000000004 41.377752189999995, 2.09148291 41.377666219999995, 2.091438820000001 41.37762322999998, 2.0914243428501784 41.377604472185915)",338.1701535043785,3.333333333333333,1.6908507675218927,True
2481,B-63-1459,B-63-2697,Av dels Països Catalans - Laureà Miró - Pl Santa Magdalena,63,Bus,"LINESTRING (2.0914243428501784 41.377604472185915, 2.0913110499999994 41.37745767999999, 2.09128751 41.37743844999999, 2.091253950000001 41.37741998, 2.09119485 41.37740189, 2.0910917700000002 41.37738601000001, 2.09104448 41.37736923999999, 2.09096785 41.37732687, 2.0909060799999994 41.37727272, 2.0908415800000015 41.37724241999998, 2.09073094 41.37722783999999, 2.0894743500000006 41.37729628999997, 2.08936624 41.377315639999985, 2.0892289900000005 41.37736298000001, 2.089147069999999 41.377373250000005, 2.0890782300000006 41.37736834, 2.0889808900000006 41.37733499, 2.08890659 41.37732482, 2.0882797883166964 41.37739359176819)",283.5914038436548,3.333333333333333,1.4179570192182742,True
2482,B-63-2697,B-63-1017,Pl Santa Magdalena - Laureà Miró - Nord,63,Bus,"LINESTRING (2.0882797883166964 41.37739359176819, 2.0821944383923245 41.37806108207362)",514.2587176148462,3.333333333333333,2.5712935880742314,True
2483,B-63-1017,B-63-1697,Laureà Miró - Nord - Ctra Reial - Ateneu,63,Bus,"LINESTRING (2.0821944383923245 41.37806108207362, 2.08142141 41.37814585, 2.07926739 41.37839243999999, 2.07849203 41.378474170000004, 2.0773806477461423 41.37860158027063)",407.0050849160193,3.333333333333333,2.035025424580097,True
2484,B-63-1697,B-63-1211,Ctra Reial - Ateneu - Rambla Sant Just - Ctra Reial,63,Bus,"LINESTRING (2.0773806477461423 41.37860158027063, 2.07623541 41.37873286000001, 2.0761536200000004 41.37875707, 2.076119790000001 41.37877849, 2.076074050000001 41.378835000000024, 2.0758363619428795 41.3793360202141)",174.33566664436552,3.333333333333333,0.8716783332218276,True
2485,B-63-1211,B-63-1052,Rambla Sant Just - Ctra Reial - Parc de la Rambla,63,Bus,"LINESTRING (2.0758363619428795 41.3793360202141, 2.0757658500000002 41.37948464999999, 2.07550278 41.37999338, 2.0750083259396868 41.381005859206944)",197.9117282902049,3.333333333333333,0.9895586414510246,True
2486,B-63-1052,B-63-1053,Parc de la Rambla - El Parador,63,Bus,"LINESTRING (2.0750083259396868 41.381005859206944, 2.0741099399999996 41.38284536999999, 2.074049161907801 41.382953247414825)",230.62082414701476,3.333333333333333,1.1531041207350738,True
2487,B-63-1053,B-63-203,El Parador - Jutjats de Pau,63,Bus,"LINESTRING (2.074049161907801 41.382953247414825, 2.0739057800000014 41.38320773999998, 2.0737176699999997 41.38358552999999, 2.0737728899999994 41.38513380000003, 2.0737573799999995 41.38525374, 2.07372541 41.38533223999998, 2.07369035 41.38537223000001, 2.0736315800000003 41.38539059, 2.0735692200000004 41.385381049999985, 2.0730343446684576 41.38506480471431)",342.7657705931778,3.333333333333333,1.7138288529658892,True
2488,B-63-203,B-63-1829,Jutjats de Pau - CAP Sant Just Desvern,63,Bus,"LINESTRING (2.0730343446684576 41.38506480471431, 2.0729554200000004 41.38501813999999, 2.07290314 41.38497385, 2.07224212 41.38424356, 2.0720467100000004 41.38407948, 2.07193875 41.38400499, 2.07086195 41.3833331, 2.07058888 41.38311371, 2.06998622 41.38265305999999, 2.06991708255892 41.38260453925662)",379.8275726540392,3.333333333333333,1.899137863270196,True
2489,B-63-1829,B-63-1720,CAP Sant Just Desvern - Av Indústria - Walden,63,Bus,"LINESTRING (2.06991708255892 41.38260453925662, 2.0694835600000006 41.382300289999996, 2.0693521199999996 41.3822433, 2.069262070000001 41.38223156000001, 2.0692300799999996 41.38221815000001, 2.06918489 41.38217534999998, 2.069173260000001 41.38212954000001, 2.0691234100000004 41.38206683000001, 2.0669281696238015 41.3804750078669)",347.11683058337036,3.333333333333333,1.735584152916852,True
2490,B-63-1720,B-63-89,Av Indústria - Walden - Torreblanca - Pla del Vent,63,Bus,"LINESTRING (2.0669281696238015 41.3804750078669, 2.0663424800000008 41.38005029000001, 2.06626135 41.38001654, 2.06618839 41.38000251, 2.06612502 41.37999649, 2.0659173300000004 41.38000212, 2.0657884599999994 41.37998287, 2.06565799 41.379947180000016, 2.0655520200000015 41.37993313999999, 2.0648304500000005 41.37994963999999, 2.0621731500000005 41.37988470999999, 2.061837660000001 41.37987107, 2.0617556600000007 41.379889520000006, 2.0616709900000005 41.37994446999999, 2.06159963 41.37997014000001, 2.0615218800000004 41.379976549999995, 2.0614420000000004 41.379962109999994, 2.06137544 41.37992963, 2.06132218 41.37987668, 2.0613067400000005 41.379845, 2.06129822 41.37978644, 2.061317390000001 41.37973028000001, 2.0613701100000004 41.37967212999999, 2.06144733 41.37963322, 2.0615426499999994 41.37962159, 2.0616211000000013 41.379626069999986, 2.06169534 41.37960212000001, 2.06177858 41.37952506, 2.06179508 41.37949472999999, 2.0617909599999997 41.379475500000005, 2.06171828 41.37941007, 2.061341093941628 41.37918109438437)",618.205078925641,3.333333333333333,3.0910253946282054,True
2491,B-63-89,B-63-90,Torreblanca - Pla del Vent - Torreblanca - Rubió i Tudurí,63,Bus,"LINESTRING (2.061341093941628 41.37918109438437, 2.058971827753475 41.377742736379446)",254.4752016180497,3.333333333333333,1.2723760080902486,True
2492,B-63-88,B-63-1722,Torreblanca - Av. Generalitat - Av Lluís Companys - Av de la Generalitat,63,Bus,"LINESTRING (2.0561525520475974 41.376047162576974, 2.0560535900000003 41.37599663999999, 2.055997530000001 41.37594292, 2.05597534 41.375876670000004, 2.0559881200000003 41.37581478, 2.0563673200000006 41.37532264999998, 2.0564407200000008 41.37528503999999, 2.05648367 41.37527585999999, 2.0565282200000006 41.37527377, 2.0566140400000004 41.37529087999999, 2.056798348413198 41.37540262009301)",137.39956168483218,3.333333333333333,0.686997808424161,True
2493,B-63-1722,B-63-3721,Av Lluís Companys - Av de la Generalitat - Pl. Maria Aurèlia Capmany,63,Bus,"LINESTRING (2.056798348413198 41.37540262009301, 2.058493910839419 41.37643055185442)",182.0198064707721,3.333333333333333,0.9100990323538606,True
2494,B-63-3721,B-63-1723,Pl. Maria Aurèlia Capmany - Plaça de la Pau,63,Bus,"LINESTRING (2.058493910839419 41.37643055185442, 2.0601362907902816 41.37742618741663)",176.30514869069978,3.333333333333333,0.881525743453499,True
2495,B-63-1723,B-63-1724,Plaça de la Pau - Plaça Montserrat Roig,63,Bus,"LINESTRING (2.0601362907902816 41.37742618741663, 2.06026264 41.37750278, 2.0619707474507427 41.37853384975559)",196.61530740725135,3.333333333333333,0.9830765370362567,True
2496,B-63-1724,B-63-407,Plaça Montserrat Roig - Av. Indústria - Walden,63,Bus,"LINESTRING (2.0619707474507427 41.37853384975559, 2.0637712999999995 41.37962066000001, 2.0639502800000007 41.37972011, 2.06404638 41.37974462, 2.0648647800000006 41.37975978, 2.065535930000001 41.37974924999999, 2.0655785499999997 41.37974633, 2.0656514000000006 41.379726479999995, 2.06575389 41.37967653, 2.0658684700000007 41.37963830000001, 2.06598552 41.37962042, 2.0660583600000004 41.37961857, 2.06619914 41.37963706, 2.06631783 41.37967711999998, 2.06634729 41.37970055, 2.0663898600000006 41.37976836000001, 2.0663923200000003 41.379826920000006, 2.0663694 41.37987748, 2.0663587700000012 41.379928639999996, 2.0663784199999995 41.37997425999999, 2.0666449400000007 41.380186149999986, 2.06669819 41.38027018999998, 2.0669355458741285 41.38044334338147)",520.0815020737871,3.333333333333333,2.6004075103689357,True
2497,B-63-407,B-63-408,Av. Indústria - Walden - CAP Sant Just Desvern,63,Bus,"LINESTRING (2.0669355458741285 41.38044334338147, 2.0684520300000004 41.3815496, 2.0691062000000002 41.38201103, 2.0692809100000003 41.38206346999999, 2.0693602999999996 41.38210582000001, 2.0693903 41.38213486999999, 2.06947256 41.38225095999999, 2.06957059 41.38232821, 2.06972051 41.38240996999998, 2.069812050304038 41.38247507826003)",331.91296727700177,3.333333333333333,1.659564836385009,True
2498,B-63-408,B-63-1054,CAP Sant Just Desvern - Casal de Joves,63,Bus,"LINESTRING (2.069812050304038 41.38247507826003, 2.0701395900000015 41.38270804, 2.0708411399999997 41.38324787, 2.07088466 41.38326366, 2.0709304300000007 41.38325201000001, 2.0714666819598793 41.3827656903086)",199.80210392263348,3.333333333333333,0.9990105196131674,True
2499,B-63-1054,B-63-1456,Casal de Joves - El Parador,63,Bus,"LINESTRING (2.0714666819598793 41.3827656903086, 2.07156354 41.38267785, 2.07164069 41.38263724000001, 2.07173286 41.382622739999995, 2.07182515 41.38263669999999, 2.07367828 41.383230989999994, 2.0737155299999994 41.38323602, 2.0737891 41.38322472000001, 2.07384624 41.38318802, 2.0742698219388434 41.38240360843408)",314.4511812602477,3.333333333333333,1.572255906301239,True
2500,B-63-1456,B-63-1212,El Parador - Parc de la Rambla,63,Bus,"LINESTRING (2.0742698219388434 41.38240360843408, 2.0743025500000005 41.38234300000001, 2.0748086299999997 41.38132992999998, 2.07498437 41.38094653, 2.075274948372598 41.38034713262158)",243.3159147352677,3.333333333333333,1.2165795736763385,True
2501,B-63-1212,B-63-1749,Parc de la Rambla - Ctra Reial - Rambla Modolell,63,Bus,"LINESTRING (2.075274948372598 41.38034713262158, 2.0753228699999995 41.38024828000001, 2.07604067 41.37881837, 2.07607115 41.37877696, 2.0761551300000005 41.378706879999996, 2.076263139999999 41.37865897, 2.07679966 41.37860527000001, 2.076874503589347 41.37859690371078)",259.21647870127816,3.333333333333333,1.296082393506391,True
2502,B-63-1749,B-63-1750,Ctra Reial - Rambla Modolell - Can Ristol,63,Bus,"LINESTRING (2.076874503589347 41.37859690371078, 2.079502908751562 41.37830305869225)",222.20770168020582,3.333333333333333,1.1110385084010292,True
2503,B-63-1750,B-63-1751,Can Ristol - Laureà Miró - Alcalde Martí Figueras i Castillo,63,Bus,"LINESTRING (2.079502908751562 41.37830305869225, 2.08237882903742 41.37798147050619)",243.13503817888602,3.333333333333333,1.21567519089443,True
2504,B-63-1751,B-63-592,Laureà Miró - Alcalde Martí Figueras i Castillo - Laureà Miró - Josep Campreciós,63,Bus,"LINESTRING (2.08237882903742 41.37798147050619, 2.0843094000000013 41.37776555, 2.0866512517197306 41.37751256221167)",361.05790584795216,3.333333333333333,1.805289529239761,True
2505,B-63-592,B-63-1746,Laureà Miró - Josep Campreciós - Av dels Països Catalans - Laureà Miró,63,Bus,"LINESTRING (2.0866512517197306 41.37751256221167, 2.0887434700000003 41.37728649999999, 2.0888113500000003 41.37726361999999, 2.08885993 41.37722140000001, 2.0888803800000004 41.37717918999999, 2.08889462 41.37711080999999, 2.0889363800000007 41.37704507999999, 2.08900956 41.37699179, 2.08911004 41.37695843, 2.08920144 41.37695561, 2.08925025 41.37696244999999, 2.08934125 41.37699357999999, 2.0894090899999997 41.37703531, 2.08948854 41.37713496999998, 2.08951378 41.37715459000001, 2.08957996 41.37717140000002, 2.0907635800000004 41.37708949999998, 2.0908462800000005 41.37705707999999, 2.09088763 41.37702281, 2.0909488 41.376949899999985, 2.09101661 41.37690502, 2.0910869000000005 41.37687509999998, 2.0911625800000007 41.37685918999999, 2.0912494300000004 41.37685605, 2.0913731 41.37688062999998, 2.09144921 41.37691737000001, 2.091510200000001 41.37696511, 2.09154552 41.377022000000004, 2.0915641200000006 41.37708416999999, 2.09156552 41.37715411, 2.0915483600000004 41.37721836000001, 2.0915095300000006 41.377286499999975, 2.09144456 41.377356199999994, 2.0914301300000004 41.377390919999996, 2.091426700000001 41.377425110000004, 2.09143601 41.37746422, 2.0915479700000006 41.377596639999986, 2.09174513 41.37777497999999, 2.091860625397458 41.377854139801975)",567.8566773415047,3.333333333333333,2.8392833867075233,True
2506,B-63-1746,B-63-1747,Av dels Països Catalans - Laureà Miró - Secretaria General de l'Esport,63,Bus,"LINESTRING (2.091860625397458 41.377854139801975, 2.0919379100000004 41.37790711, 2.094940897563098 41.37967723661766)",327.6198216044446,3.333333333333333,1.6380991080222234,True
