origen,dest,tram,mode,lines,type,time,directed,geometry
B-D50-149,B-47-230,Gran Via - Llúria - Llúria - Urquinaona,Bus - Bus,D50 - 47,Exchange,04:25,True,"LINESTRING (2.1716863 41.3918869, 2.1716211 41.3918346, 2.1715676 41.3917904, 2.171498 41.3917272, 2.1714287 41.3916619, 2.1714136 41.3916454, 2.1713941 41.3916242, 2.1713344 41.3915714, 2.1712007 41.3914659, 2.1711992 41.3914613, 2.1711981 41.3914536, 2.1712021 41.391446, 2.1712102 41.39144, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-39-321,B-47-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,39 - 47,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-47-321,B-47-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,47 - 47,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-B24-321,B-47-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,B24 - 47,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-V17-321,B-47-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,V17 - 47,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
SB-149,B-B24-230,Gran Via - Llúria - Llúria - Urquinaona,Bus - Bus,IU Stop - B24,Exchange,04:25,True,"LINESTRING (2.1716863 41.3918869, 2.1716211 41.3918346, 2.1715676 41.3917904, 2.171498 41.3917272, 2.1714287 41.3916619, 2.1714136 41.3916454, 2.1713941 41.3916242, 2.1713344 41.3915714, 2.1712007 41.3914659, 2.1711992 41.3914613, 2.1711981 41.3914536, 2.1712021 41.391446, 2.1712102 41.39144, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
SB-321,B-B24-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,IU Stop - B24,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-7-149,B-B24-230,Gran Via - Llúria - Llúria - Urquinaona,Bus - Bus,7 - B24,Exchange,04:25,True,"LINESTRING (2.1716863 41.3918869, 2.1716211 41.3918346, 2.1715676 41.3917904, 2.171498 41.3917272, 2.1714287 41.3916619, 2.1714136 41.3916454, 2.1713941 41.3916242, 2.1713344 41.3915714, 2.1712007 41.3914659, 2.1711992 41.3914613, 2.1711981 41.3914536, 2.1712021 41.391446, 2.1712102 41.39144, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-H12-149,B-B24-230,Gran Via - Llúria - Llúria - Urquinaona,Bus - Bus,H12 - B24,Exchange,04:25,True,"LINESTRING (2.1716863 41.3918869, 2.1716211 41.3918346, 2.1715676 41.3917904, 2.171498 41.3917272, 2.1714287 41.3916619, 2.1714136 41.3916454, 2.1713941 41.3916242, 2.1713344 41.3915714, 2.1712007 41.3914659, 2.1711992 41.3914613, 2.1711981 41.3914536, 2.1712021 41.391446, 2.1712102 41.39144, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-D50-149,B-B24-230,Gran Via - Llúria - Llúria - Urquinaona,Bus - Bus,D50 - B24,Exchange,04:25,True,"LINESTRING (2.1716863 41.3918869, 2.1716211 41.3918346, 2.1715676 41.3917904, 2.171498 41.3917272, 2.1714287 41.3916619, 2.1714136 41.3916454, 2.1713941 41.3916242, 2.1713344 41.3915714, 2.1712007 41.3914659, 2.1711992 41.3914613, 2.1711981 41.3914536, 2.1712021 41.391446, 2.1712102 41.39144, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-39-321,B-B24-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,39 - B24,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-47-321,B-B24-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,47 - B24,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-B24-321,B-B24-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,B24 - B24,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-V17-321,B-B24-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,V17 - B24,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
SB-149,B-B25-230,Gran Via - Llúria - Llúria - Urquinaona,Bus - Bus,IU Stop - B25,Exchange,04:25,True,"LINESTRING (2.1716863 41.3918869, 2.1716211 41.3918346, 2.1715676 41.3917904, 2.171498 41.3917272, 2.1714287 41.3916619, 2.1714136 41.3916454, 2.1713941 41.3916242, 2.1713344 41.3915714, 2.1712007 41.3914659, 2.1711992 41.3914613, 2.1711981 41.3914536, 2.1712021 41.391446, 2.1712102 41.39144, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
SB-321,B-B25-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,IU Stop - B25,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-7-149,B-B25-230,Gran Via - Llúria - Llúria - Urquinaona,Bus - Bus,7 - B25,Exchange,04:25,True,"LINESTRING (2.1716863 41.3918869, 2.1716211 41.3918346, 2.1715676 41.3917904, 2.171498 41.3917272, 2.1714287 41.3916619, 2.1714136 41.3916454, 2.1713941 41.3916242, 2.1713344 41.3915714, 2.1712007 41.3914659, 2.1711992 41.3914613, 2.1711981 41.3914536, 2.1712021 41.391446, 2.1712102 41.39144, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-H12-149,B-B25-230,Gran Via - Llúria - Llúria - Urquinaona,Bus - Bus,H12 - B25,Exchange,04:25,True,"LINESTRING (2.1716863 41.3918869, 2.1716211 41.3918346, 2.1715676 41.3917904, 2.171498 41.3917272, 2.1714287 41.3916619, 2.1714136 41.3916454, 2.1713941 41.3916242, 2.1713344 41.3915714, 2.1712007 41.3914659, 2.1711992 41.3914613, 2.1711981 41.3914536, 2.1712021 41.391446, 2.1712102 41.39144, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-D50-149,B-B25-230,Gran Via - Llúria - Llúria - Urquinaona,Bus - Bus,D50 - B25,Exchange,04:25,True,"LINESTRING (2.1716863 41.3918869, 2.1716211 41.3918346, 2.1715676 41.3917904, 2.171498 41.3917272, 2.1714287 41.3916619, 2.1714136 41.3916454, 2.1713941 41.3916242, 2.1713344 41.3915714, 2.1712007 41.3914659, 2.1711992 41.3914613, 2.1711981 41.3914536, 2.1712021 41.391446, 2.1712102 41.39144, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-39-321,B-B25-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,39 - B25,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-47-321,B-B25-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,47 - B25,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-B24-321,B-B25-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,B24 - B25,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-V17-321,B-B25-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,V17 - B25,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
SB-149,B-B20-230,Gran Via - Llúria - Llúria - Urquinaona,Bus - Bus,IU Stop - B20,Exchange,04:25,True,"LINESTRING (2.1716863 41.3918869, 2.1716211 41.3918346, 2.1715676 41.3917904, 2.171498 41.3917272, 2.1714287 41.3916619, 2.1714136 41.3916454, 2.1713941 41.3916242, 2.1713344 41.3915714, 2.1712007 41.3914659, 2.1711992 41.3914613, 2.1711981 41.3914536, 2.1712021 41.391446, 2.1712102 41.39144, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
SB-321,B-B20-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,IU Stop - B20,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-7-149,B-B20-230,Gran Via - Llúria - Llúria - Urquinaona,Bus - Bus,7 - B20,Exchange,04:25,True,"LINESTRING (2.1716863 41.3918869, 2.1716211 41.3918346, 2.1715676 41.3917904, 2.171498 41.3917272, 2.1714287 41.3916619, 2.1714136 41.3916454, 2.1713941 41.3916242, 2.1713344 41.3915714, 2.1712007 41.3914659, 2.1711992 41.3914613, 2.1711981 41.3914536, 2.1712021 41.391446, 2.1712102 41.39144, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-H12-149,B-B20-230,Gran Via - Llúria - Llúria - Urquinaona,Bus - Bus,H12 - B20,Exchange,04:25,True,"LINESTRING (2.1716863 41.3918869, 2.1716211 41.3918346, 2.1715676 41.3917904, 2.171498 41.3917272, 2.1714287 41.3916619, 2.1714136 41.3916454, 2.1713941 41.3916242, 2.1713344 41.3915714, 2.1712007 41.3914659, 2.1711992 41.3914613, 2.1711981 41.3914536, 2.1712021 41.391446, 2.1712102 41.39144, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-D50-149,B-B20-230,Gran Via - Llúria - Llúria - Urquinaona,Bus - Bus,D50 - B20,Exchange,04:25,True,"LINESTRING (2.1716863 41.3918869, 2.1716211 41.3918346, 2.1715676 41.3917904, 2.171498 41.3917272, 2.1714287 41.3916619, 2.1714136 41.3916454, 2.1713941 41.3916242, 2.1713344 41.3915714, 2.1712007 41.3914659, 2.1711992 41.3914613, 2.1711981 41.3914536, 2.1712021 41.391446, 2.1712102 41.39144, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-39-321,B-B20-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,39 - B20,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-47-321,B-B20-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,47 - B20,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-B24-321,B-B20-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,B24 - B20,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
B-V17-321,B-B20-230,Llúria - Gran Via - Llúria - Urquinaona,Bus - Bus,V17 - B20,Exchange,04:59,True,"LINESTRING (2.1700306 41.3923297, 2.1700788 41.3922914, 2.1708431 41.391732, 2.1708243 41.3917173, 2.1707702 41.3916812, 2.1708555 41.3916185, 2.1708729 41.3916066, 2.1709165 41.3915739, 2.1709769 41.3915294, 2.1710854 41.391447, 2.1711501 41.3913994, 2.1711749 41.3913813, 2.1711911 41.3913696, 2.1712824 41.3912989, 2.1713879 41.3912155, 2.1714114 41.3911973, 2.1715629 41.391083, 2.1720559 41.3907095, 2.1720984 41.3906773, 2.1722992 41.3905252, 2.1724953 41.3903772, 2.1725425 41.3904124, 2.1725545 41.3904218, 2.1731215 41.3900032, 2.173276 41.3898713)"
