origen,dest,tram,linia,type,length,speed,time,directed,geometry
M-L2-211,M-L2-212,Sant Antoni - Universitat,L2,Metro,550.7439669215267,6.944444444444445,01:19,False,"MULTILINESTRING ((2.1632411400000002 41.379832840000006, 2.1639133599999996 41.38476754))"
M-L2-212,M-L2-213,Universitat - Passeig de Gràcia,L2,Metro,653.1319261753197,6.944444444444445,01:34,False,"MULTILINESTRING ((2.1639133599999996 41.38476754, 2.1640182200000004 41.385537189999994, 2.16403683 41.38564712, 2.16408272 41.38582513999999, 2.16414749 41.3859998, 2.16423069 41.38616996999998, 2.16433182 41.38633454, 2.16445019 41.38649244999999, 2.1645850600000003 41.38664268, 2.16473554 41.38678424, 2.1648855200000003 41.386904980000004, 2.1682429200000004 41.389416190000006))"
M-L2-213,M-L2-214,Passeig de Gràcia - Tetuan,L2,Metro,862.0550144156277,6.944444444444445,02:04,False,"MULTILINESTRING ((2.1682429200000004 41.389416190000006, 2.1755591800000005 41.39488745))"
M-L2-214,M-L2-215,Tetuan - Monumental,L2,Metro,841.9408356987352,6.944444444444445,02:01,False,"MULTILINESTRING ((2.1755591800000005 41.39488745, 2.17642052 41.39553149999999, 2.1765701800000006 41.39564162999999, 2.1789276000000006 41.39734900999999, 2.18028975 41.39832997, 2.1804031500000005 41.398422199999985, 2.1805015600000006 41.39852372999999, 2.1805836600000004 41.39863316999999, 2.1806483200000004 41.39874904999999, 2.18069468 41.3988698, 2.18072211 41.39899378, 2.18073025 41.39911933, 2.1807189600000005 41.39924473, 2.18068843 41.3993683, 2.1806390500000004 41.39948835999999, 2.18057148 41.39960330000002, 2.1804866500000006 41.39971155999999, 2.18038571 41.39981166, 2.1803190000000003 41.39986644999999, 2.17946167 41.40052373999999))"
M-L2-215,M-L2-216,Monumental - Sagrada Família,L2,Metro,529.7600337306338,6.944444444444445,01:16,False,"MULTILINESTRING ((2.17946167 41.40052373999999, 2.17890106 41.40095465, 2.17882392 41.40102228000001, 2.1782376599999997 41.40157210000002, 2.17816047 41.401639790000004, 2.17812535 41.40166777999999, 2.1775648800000003 41.40210167000001, 2.1751061400000005 41.40398546))"
M-L2-216,M-L2-217,Sagrada Família - Encants,L2,Metro,1158.9356157978198,6.944444444444445,02:46,False,"MULTILINESTRING ((2.1751061400000005 41.40398546, 2.174340730000001 41.40457235, 2.174231400000001 41.40467108, 2.17413773 41.404778570000005, 2.17406093 41.40489338, 2.17400202 41.40501404, 2.17396178 41.40513896000001, 2.1739407 41.40526653, 2.17393907 41.40539508, 2.1739569200000006 41.405522930000004, 2.1739940000000004 41.40564840999999, 2.17404984 41.40576989000001, 2.1741237200000003 41.405885780000006, 2.17421466 41.40599458999999, 2.1743214699999998 41.40609487, 2.17437966 41.40614084999999, 2.17664035 41.40782909000002, 2.1767034700000005 41.40787357999999, 2.1768376900000006 41.40795304, 2.176983070000001 41.408020459999996, 2.1771377000000003 41.40807497, 2.1772995900000005 41.40811585, 2.1774666100000006 41.40814258000001, 2.1776365900000005 41.40815479, 2.1778073000000004 41.40815234, 2.1779765400000004 41.40813524999999, 2.17814209 41.40810375, 2.17830178 41.40805825, 2.17845355 41.40799934000001, 2.1785954 41.40792779, 2.17872551 41.40784454, 2.18004297 41.406846, 2.18013628 41.40678096999999, 2.1802733399999994 41.40670294, 2.18042134 41.40663718, 2.18057831 41.406584550000005, 2.18074224 41.406545740000006, 2.18091097 41.40652124999999, 2.1810823100000003 41.40651139, 2.1812540300000003 41.40651631000001, 2.1814238699999997 41.40653592999999, 2.18158965 41.40656999999999, 2.1817491700000002 41.40661807, 2.1819004 41.40667952999999, 2.18204133 41.40675354999999, 2.1821701199999994 41.40683919, 2.18270037 41.407235979999996))"
M-L2-217,M-L2-218,Encants - Clot,L2,Metro,489.48147379652653,6.944444444444445,01:10,False,"MULTILINESTRING ((2.18270037 41.407235979999996, 2.1845484000000006 41.40861968000001, 2.1868345900000006 41.41035845))"
M-L2-218,M-L2-219,Clot - Bac de Roda,L2,Metro,930.0817095096058,6.944444444444445,02:13,False,"MULTILINESTRING ((2.1868345900000006 41.41035845, 2.18730887 41.41071887999999, 2.189601980000001 41.41242584999999, 2.18970342 41.41249587, 2.18985319 41.41258215, 2.19001397 41.41265637, 2.19018402 41.41271776, 2.19036156 41.41276565999999, 2.1905447100000006 41.41279955, 2.1907315100000004 41.41281909999999, 2.1908171800000003 41.412823169999996, 2.19172345 41.41285028, 2.191903690000001 41.41286238, 2.1920897600000004 41.41288924999999, 2.19227118 41.41293039, 2.1924460199999998 41.41298535999999, 2.1926124300000005 41.41305355999999, 2.19276864 41.41313429, 2.1929129999999994 41.41322667, 2.19294708 41.4132515, 2.19550325 41.41516205999999))"
M-L2-219,M-L2-220,Bac de Roda - Sant Martí,L2,Metro,614.8161070387936,6.944444444444445,01:28,False,"MULTILINESTRING ((2.19550325 41.41516205999999, 2.2007239100000002 41.419063619999996))"
M-L2-220,M-L2-221,Sant Martí - La Pau,L2,Metro,732.7309312862371,6.944444444444445,01:45,False,"MULTILINESTRING ((2.2007239100000002 41.419063619999996, 2.20266479 41.42051533, 2.2032088400000003 41.42090924, 2.2053953 41.42244032000001, 2.2054290500000007 41.4224647, 2.2055441500000006 41.422560839999996, 2.20564394 41.42266624, 2.20572712 41.42277951999999, 2.20579259 41.422899189999995, 2.2058395200000005 41.423023699999995, 2.2058673000000004 41.42315142999998, 2.2058755400000005 41.42328071000001, 2.20586415 41.42340985, 2.20583327 41.42353716999999, 2.20578899 41.423649180000005, 2.20560815 41.42403302999999))"
