origen,dest,tram,last_line,type,time,directed,cost,geometry
M-L4-418,Poblenou / 22@,Poblenou - Poblenou / 22@,L4,Egress,6.766666666666667,True,15.225,"LINESTRING (2.2037458 41.4039987, 2.2031154 41.4035137, 2.2030775 41.4034851, 2.2029325 41.4033755, 2.2028667 41.4033257, 2.2026677 41.4031774, 2.2026231 41.4032101, 2.2019804 41.4027248, 2.2015611 41.4024014, 2.2015029 41.4023576, 2.2013957 41.4024213, 2.2010897 41.4026059, 2.2004386 41.4030242, 2.2004178 41.4030374, 2.2003987 41.4030496, 2.2003928 41.4030534, 2.2003395 41.4030154, 2.2003078 41.4029928, 2.1998721 41.4026824, 2.1997068 41.4025732, 2.1996456 41.4025379, 2.1996104 41.4025507, 2.1995458 41.4025648, 2.1994963 41.4025629, 2.1994401 41.4025545, 2.1993872 41.40252, 2.1993597 41.4025403, 2.1993374 41.4025277, 2.1993118 41.4025207, 2.1992846 41.4025196, 2.1992615 41.4025372, 2.1988662 41.4028392, 2.1988348 41.4028167, 2.1988163 41.4028034, 2.1987831 41.402831, 2.1982348 41.4032435, 2.1981977 41.4032422)"
M-L4-419,Poblenou / 22@,Llacuna - Poblenou / 22@,L4,Egress,6.533333333333333,True,14.7,"LINESTRING (2.1974076 41.3991862, 2.1974475 41.3992166, 2.1977616 41.3994596, 2.1979751 41.3996248, 2.1981349 41.3997478, 2.198314 41.399887, 2.1985436 41.4000614, 2.1984891 41.4001013, 2.199173 41.4006193, 2.1991924 41.4006417, 2.1991947 41.4008187, 2.1992511 41.4008613, 2.1989794 41.4010685, 2.1985431 41.4014013, 2.1985251 41.401415, 2.198569 41.4014493, 2.1985952 41.4016469, 2.1991368 41.4020888, 2.19932 41.4022115, 2.1992659 41.4022549, 2.1992141 41.4022953, 2.199225 41.402367, 2.1992108 41.4024934, 2.1992044 41.4025198, 2.1988163 41.4028034, 2.1987831 41.402831, 2.1982348 41.4032435, 2.1981977 41.4032422)"
SB-32,Glòries,Metro Glòries - Glòries,IU Stop,Egress,2.1,True,4.7250000000000005,"LINESTRING (2.1887055 41.4035059, 2.188679 41.403482, 2.1879926 41.4029661, 2.1879247 41.4028784, 2.1878089 41.4027902, 2.1877931 41.4028012, 2.1877454 41.4027676, 2.1877373 41.4027734, 2.1877163 41.4027881, 2.1877019 41.4028003, 2.187687 41.402811, 2.1876754 41.4028195, 2.1876601 41.4028311, 2.1876348 41.4028524, 2.1876186 41.4028648, 2.1875995 41.4028787, 2.187574 41.4028972, 2.1874475 41.4030012, 2.1872961 41.4031256, 2.1872161 41.403305, 2.1871691 41.4034103, 2.1871202 41.4034618, 2.1870987 41.4034876, 2.1870046 41.4035841, 2.1869543 41.4036369)"
SB-236,Glòries,Aragó - Enamorats - Glòries,IU Stop,Egress,7.333333333333333,True,16.5,"LINESTRING (2.182478 41.4055345, 2.1826748 41.4056576, 2.1831227 41.4059679, 2.1831418 41.4059553, 2.1832113 41.4059095, 2.1832644 41.4058766, 2.1832862 41.4058628, 2.1834574 41.4058659, 2.1835315 41.4058464, 2.1835964 41.4057774, 2.1842289 41.4053161, 2.1842883 41.4053576, 2.1844755 41.4052134, 2.1845192 41.4051819, 2.1845751 41.4051379, 2.1845871 41.4051288, 2.1847064 41.4050382, 2.1851055 41.4047354, 2.1851807 41.4047018, 2.1855007 41.4047509, 2.1855812 41.4047635, 2.1857507 41.404811, 2.1858672 41.4047963, 2.185949 41.4047882, 2.18597 41.4047858, 2.1861251 41.4047305, 2.1862232 41.4046775, 2.1862925 41.4046258, 2.1864012 41.404531, 2.1865113 41.4043609, 2.1865116 41.404303, 2.1865127 41.4042488, 2.1865131 41.4041365, 2.1863218 41.4038929, 2.1861097 41.4036247, 2.1861454 41.4036068, 2.1862044 41.403684, 2.1862874 41.4037917, 2.1863156 41.4037734, 2.1866515 41.4035363, 2.1866868 41.4035087, 2.1867324 41.4034805, 2.1867511 41.4034912, 2.1867872 41.4035141, 2.1868234 41.4035377, 2.1868566 41.4035658, 2.1869543 41.4036369, 2.1870046 41.4035841)"
SB-247,Glòries,Metro Glòries - Glòries,IU Stop,Egress,2.0833333333333335,True,4.6875,"LINESTRING (2.18697 41.4024276, 2.1875479 41.4028636, 2.1875631 41.4028514, 2.1875995 41.4028787, 2.187574 41.4028972, 2.1874475 41.4030012, 2.1872961 41.4031256, 2.1872161 41.403305, 2.1871691 41.4034103, 2.1871202 41.4034618, 2.1870987 41.4034876, 2.1870046 41.4035841, 2.1869543 41.4036369)"
SB-499,Glòries,Gran Via - Padilla - Glòries,IU Stop,Egress,6.883333333333334,True,15.4875,"LINESTRING (2.1828817 41.4000859, 2.1830332 41.4001911, 2.1834881 41.4005465, 2.1834569 41.4005692, 2.1834392 41.4005826, 2.183531 41.4006533, 2.1836357 41.4007656, 2.1836625 41.4007958, 2.1837717 41.4008796, 2.1845943 41.4014948, 2.1846434 41.4015316, 2.1846674 41.4015494, 2.1846838 41.4015606, 2.1847419 41.4015993, 2.184784 41.4016271, 2.1847931 41.4016308, 2.1848229 41.4016479, 2.1852611 41.4019399, 2.1856293 41.4022101, 2.1857163 41.4022732, 2.1857374 41.402288, 2.1857593 41.4023039, 2.1857702 41.4023137, 2.185785 41.4023331, 2.1858038 41.4023627, 2.1858217 41.4023957, 2.1858265 41.4024102, 2.1858363 41.4025506, 2.185807 41.4026762, 2.1857464 41.4027204, 2.1857257 41.4027368, 2.1856789 41.4027691, 2.1857964 41.4028588, 2.1859213 41.4029522, 2.1859287 41.4029824, 2.1859676 41.4031165, 2.18604 41.4031346, 2.1862461 41.403185, 2.1863782 41.4032796, 2.1865208 41.4033413, 2.1867324 41.4034805, 2.1867511 41.4034912, 2.1867872 41.4035141, 2.1868234 41.4035377, 2.1868566 41.4035658, 2.1869543 41.4036369, 2.1870046 41.4035841)"
SB-661,Glòries,Aragó - Independència - Glòries,IU Stop,Egress,6.266666666666667,True,14.1,"LINESTRING (2.1854804 41.4077269, 2.1851981 41.4075113, 2.1846708 41.4071193, 2.1846808 41.4071109, 2.1847395 41.4070615, 2.1847844 41.4070238, 2.1848051 41.4070025, 2.1847981 41.4067978, 2.1855101 41.4062545, 2.1854538 41.4062119, 2.1856019 41.4061035, 2.1856735 41.4060507, 2.1858748 41.4059029, 2.185893 41.4058869, 2.1862046 41.4056422, 2.1864449 41.4054648, 2.1864778 41.40544, 2.1867235 41.4052535, 2.1867576 41.4052276, 2.1867847 41.4052045, 2.1868113 41.4050615, 2.1868161 41.4049732, 2.1868211 41.40493, 2.1868133 41.4043838, 2.1868048 41.4038338, 2.1868315 41.4038208, 2.1868744 41.4037566, 2.1869005 41.403725, 2.1869215 41.403686, 2.1869543 41.4036369, 2.1870046 41.4035841)"
SB-785,Glòries,Gran Via - Padilla - Glòries,IU Stop,Egress,6.633333333333334,True,14.925,"LINESTRING (2.1825898 41.4003079, 2.1831869 41.4007574, 2.1831622 41.4007762, 2.1831792 41.400789, 2.1831519 41.4008095, 2.1831435 41.4008161, 2.1831795 41.4008238, 2.1832104 41.4008208, 2.1833339 41.4009051, 2.1834118 41.400964, 2.1834951 41.4010253, 2.1844241 41.4017264, 2.1844454 41.4017428, 2.1844896 41.4017871, 2.1845127 41.4018296, 2.1845459 41.4018533, 2.1849564 41.4021615, 2.1849107 41.4021965, 2.1850796 41.4023223, 2.1852257 41.4024336, 2.1852537 41.4024549, 2.1853332 41.4025503, 2.1853575 41.4025686, 2.1853763 41.402584, 2.1853955 41.402599, 2.1854146 41.4026143, 2.1854421 41.4026351, 2.1854727 41.4026579, 2.1854827 41.402665, 2.1855891 41.4027413, 2.1856789 41.4027691, 2.1857964 41.4028588, 2.1859213 41.4029522, 2.1859287 41.4029824, 2.1859676 41.4031165, 2.18604 41.4031346, 2.1862461 41.403185, 2.1863782 41.4032796, 2.1865208 41.4033413, 2.1867324 41.4034805, 2.1867511 41.4034912, 2.1867872 41.4035141, 2.1868234 41.4035377, 2.1868566 41.4035658, 2.1869543 41.4036369, 2.1870046 41.4035841)"
SB-1879,Glòries,Diagonal - Ciutat de Granada - Glòries,IU Stop,Egress,5.966666666666667,True,13.425,"LINESTRING (2.1922112 41.404404, 2.1917979 41.4042982, 2.1910459 41.4041127, 2.190876 41.4040756, 2.1908466 41.4041364, 2.190753 41.4041094, 2.1906217 41.4040717, 2.19046 41.4040332, 2.1902382 41.4039777, 2.1901757 41.4039612, 2.1891394 41.403701, 2.1891015 41.4036917, 2.1890222 41.4036718, 2.1889957 41.4036623, 2.1889669 41.4036409, 2.1889284 41.4036094, 2.1889135 41.4035966, 2.1888126 41.4036754, 2.1887073 41.4037566, 2.1886701 41.4037865, 2.1886351 41.40381, 2.1885747 41.403854, 2.188515 41.4038938, 2.1884596 41.4039358, 2.1884258 41.4039612, 2.188341 41.4040259, 2.1883225 41.4040399, 2.1882862 41.404067, 2.1882049 41.4040017, 2.1881563 41.4039626, 2.1878392 41.4041997, 2.1878029 41.4041862, 2.1876013 41.4041288, 2.1874915 41.4040443, 2.1871748 41.4038041, 2.1869543 41.4036369, 2.1870046 41.4035841)"
SB-2464,Glòries,Badajoz - Sancho de Ávila - Glòries,IU Stop,Egress,7.933333333333334,True,17.85,"LINESTRING (2.1925741 41.4009072, 2.1922513 41.4011489, 2.1918236 41.4014774, 2.1917708 41.4014396, 2.1915969 41.4015729, 2.1915754 41.4015894, 2.1913843 41.4017302, 2.1906479 41.4022726, 2.1906175 41.4022949, 2.190436 41.4024344, 2.1902594 41.4025689, 2.1898698 41.4028678, 2.1898379 41.4028923, 2.1898065 41.4029164, 2.1897709 41.4029436, 2.1897278 41.4029767, 2.1895048 41.4031474, 2.1890655 41.4034812, 2.1890253 41.4035116, 2.1889135 41.4035966, 2.1888126 41.4036754, 2.1887073 41.4037566, 2.1886701 41.4037865, 2.1886351 41.40381, 2.1885747 41.403854, 2.188515 41.4038938, 2.1884596 41.4039358, 2.1884258 41.4039612, 2.188341 41.4040259, 2.1883225 41.4040399, 2.1882862 41.404067, 2.1882049 41.4040017, 2.1881563 41.4039626, 2.1878392 41.4041997, 2.1878029 41.4041862, 2.1876013 41.4041288, 2.1874915 41.4040443, 2.1871748 41.4038041, 2.1869543 41.4036369, 2.1870046 41.4035841)"
SB-3371,Glòries,Badajoz - Diagonal - Glòries,IU Stop,Egress,4.3,True,9.674999999999999,"LINESTRING (2.1897949 41.4030198, 2.1895199 41.4032234, 2.1891946 41.4034891, 2.1891061 41.403561, 2.1890679 41.4035378, 2.1890253 41.4035116, 2.1889135 41.4035966, 2.1888126 41.4036754, 2.1887073 41.4037566, 2.1886701 41.4037865, 2.1886351 41.40381, 2.1885747 41.403854, 2.188515 41.4038938, 2.1884596 41.4039358, 2.1884258 41.4039612, 2.188341 41.4040259, 2.1883225 41.4040399, 2.1882862 41.404067, 2.1882049 41.4040017, 2.1881563 41.4039626, 2.1878392 41.4041997, 2.1878029 41.4041862, 2.1876013 41.4041288, 2.1874915 41.4040443, 2.1871748 41.4038041, 2.1869543 41.4036369, 2.1870046 41.4035841)"
SB-3722,Glòries,Meridiana - Aragó - Glòries,IU Stop,Egress,6.866666666666666,True,15.45,"LINESTRING (2.1871584 41.4084328, 2.1871517 41.408014, 2.1871553 41.407806, 2.1871543 41.4077737, 2.1871513 41.4074889, 2.1871514 41.4074076, 2.1871496 41.4073087, 2.1871489 41.4072721, 2.1871484 41.4072435, 2.1871472 41.4068658, 2.1870758 41.4068213, 2.1870316 41.4067938, 2.1870329 41.4067602, 2.1870324 41.4064029, 2.187032 41.4060753, 2.1869881 41.4060736, 2.1869905 41.4054738, 2.1869945 41.4052663, 2.1869921 41.4052194, 2.1869928 41.4051802, 2.1869847 41.4051308, 2.1869671 41.4050686, 2.1869339 41.4049691, 2.1868625 41.4049352, 2.1868211 41.40493, 2.1868133 41.4043838, 2.1868048 41.4038338, 2.1868315 41.4038208, 2.1868744 41.4037566, 2.1869005 41.403725, 2.1869215 41.403686, 2.1869543 41.4036369, 2.1870046 41.4035841)"
SB-3807,Glòries,Independència - Meridiana - Glòries,IU Stop,Egress,3.683333333333333,True,8.2875,"LINESTRING (2.1859346 41.4059438, 2.1861286 41.4057939, 2.1865089 41.4055102, 2.186488 41.4054951, 2.1864449 41.4054648, 2.1864778 41.40544, 2.1867235 41.4052535, 2.1867576 41.4052276, 2.1867847 41.4052045, 2.1868113 41.4050615, 2.1868161 41.4049732, 2.1868211 41.40493, 2.1868133 41.4043838, 2.1868048 41.4038338, 2.1868315 41.4038208, 2.1868744 41.4037566, 2.1869005 41.403725, 2.1869215 41.403686, 2.1869543 41.4036369, 2.1870046 41.4035841)"
SB-9610,Glòries,"Av. Meridiana, 82-86 - Glòries",IU Stop,Egress,4.333333333333333,True,9.75,"LINESTRING (2.1871472 41.4068658, 2.1871451 41.406416, 2.1871458 41.4060783, 2.1871459 41.4060019, 2.1871489 41.4059039, 2.1871477 41.4058745, 2.1871468 41.4058339, 2.1871508 41.4057527, 2.1871527 41.4056522, 2.1871505 41.4056294, 2.1871526 41.4055777, 2.1871491 41.4055229, 2.1871534 41.4052878, 2.1871546 41.4051363, 2.1871534 41.4050219, 2.1871552 41.404925, 2.1871434 41.40481, 2.1871339 41.4047563, 2.1871074 41.4047334, 2.1870954 41.404722, 2.1869282 41.4045733, 2.1868607 41.4045693, 2.1868529 41.4043834, 2.1868409 41.4040104, 2.1868389 41.403947, 2.1868315 41.4038208, 2.1868744 41.4037566, 2.1869005 41.403725, 2.1869215 41.403686, 2.1869543 41.4036369, 2.1870046 41.4035841)"
B-7-32,Glòries,Metro Glòries - Glòries,7,Egress,2.1,True,4.7250000000000005,"LINESTRING (2.1887055 41.4035059, 2.188679 41.403482, 2.1879926 41.4029661, 2.1879247 41.4028784, 2.1878089 41.4027902, 2.1877931 41.4028012, 2.1877454 41.4027676, 2.1877373 41.4027734, 2.1877163 41.4027881, 2.1877019 41.4028003, 2.187687 41.402811, 2.1876754 41.4028195, 2.1876601 41.4028311, 2.1876348 41.4028524, 2.1876186 41.4028648, 2.1875995 41.4028787, 2.187574 41.4028972, 2.1874475 41.4030012, 2.1872961 41.4031256, 2.1872161 41.403305, 2.1871691 41.4034103, 2.1871202 41.4034618, 2.1870987 41.4034876, 2.1870046 41.4035841, 2.1869543 41.4036369)"
B-H12-32,Glòries,Metro Glòries - Glòries,H12,Egress,2.1,True,4.7250000000000005,"LINESTRING (2.1887055 41.4035059, 2.188679 41.403482, 2.1879926 41.4029661, 2.1879247 41.4028784, 2.1878089 41.4027902, 2.1877931 41.4028012, 2.1877454 41.4027676, 2.1877373 41.4027734, 2.1877163 41.4027881, 2.1877019 41.4028003, 2.187687 41.402811, 2.1876754 41.4028195, 2.1876601 41.4028311, 2.1876348 41.4028524, 2.1876186 41.4028648, 2.1875995 41.4028787, 2.187574 41.4028972, 2.1874475 41.4030012, 2.1872961 41.4031256, 2.1872161 41.403305, 2.1871691 41.4034103, 2.1871202 41.4034618, 2.1870987 41.4034876, 2.1870046 41.4035841, 2.1869543 41.4036369)"
B-V25-32,Glòries,Metro Glòries - Glòries,V25,Egress,2.1,True,4.7250000000000005,"LINESTRING (2.1887055 41.4035059, 2.188679 41.403482, 2.1879926 41.4029661, 2.1879247 41.4028784, 2.1878089 41.4027902, 2.1877931 41.4028012, 2.1877454 41.4027676, 2.1877373 41.4027734, 2.1877163 41.4027881, 2.1877019 41.4028003, 2.187687 41.402811, 2.1876754 41.4028195, 2.1876601 41.4028311, 2.1876348 41.4028524, 2.1876186 41.4028648, 2.1875995 41.4028787, 2.187574 41.4028972, 2.1874475 41.4030012, 2.1872961 41.4031256, 2.1872161 41.403305, 2.1871691 41.4034103, 2.1871202 41.4034618, 2.1870987 41.4034876, 2.1870046 41.4035841, 2.1869543 41.4036369)"
B-X1-32,Glòries,Metro Glòries - Glòries,X1,Egress,2.1,True,4.7250000000000005,"LINESTRING (2.1887055 41.4035059, 2.188679 41.403482, 2.1879926 41.4029661, 2.1879247 41.4028784, 2.1878089 41.4027902, 2.1877931 41.4028012, 2.1877454 41.4027676, 2.1877373 41.4027734, 2.1877163 41.4027881, 2.1877019 41.4028003, 2.187687 41.402811, 2.1876754 41.4028195, 2.1876601 41.4028311, 2.1876348 41.4028524, 2.1876186 41.4028648, 2.1875995 41.4028787, 2.187574 41.4028972, 2.1874475 41.4030012, 2.1872961 41.4031256, 2.1872161 41.403305, 2.1871691 41.4034103, 2.1871202 41.4034618, 2.1870987 41.4034876, 2.1870046 41.4035841, 2.1869543 41.4036369)"
B-V23-61,Glòries,Independència - Consell de Cent - Glòries,V23,Egress,5.3,True,11.924999999999999,"LINESTRING (2.1847981 41.4067978, 2.1855101 41.4062545, 2.1854538 41.4062119, 2.1856019 41.4061035, 2.1856735 41.4060507, 2.1858748 41.4059029, 2.185893 41.4058869, 2.1862046 41.4056422, 2.1864449 41.4054648, 2.1864778 41.40544, 2.1867235 41.4052535, 2.1867576 41.4052276, 2.1867847 41.4052045, 2.1868113 41.4050615, 2.1868161 41.4049732, 2.1868211 41.40493, 2.1868133 41.4043838, 2.1868048 41.4038338, 2.1868315 41.4038208, 2.1868744 41.4037566, 2.1869005 41.403725, 2.1869215 41.403686, 2.1869543 41.4036369, 2.1870046 41.4035841)"
B-B24-236,Glòries,Aragó - Enamorats - Glòries,B24,Egress,7.333333333333333,True,16.5,"LINESTRING (2.182478 41.4055345, 2.1826748 41.4056576, 2.1831227 41.4059679, 2.1831418 41.4059553, 2.1832113 41.4059095, 2.1832644 41.4058766, 2.1832862 41.4058628, 2.1834574 41.4058659, 2.1835315 41.4058464, 2.1835964 41.4057774, 2.1842289 41.4053161, 2.1842883 41.4053576, 2.1844755 41.4052134, 2.1845192 41.4051819, 2.1845751 41.4051379, 2.1845871 41.4051288, 2.1847064 41.4050382, 2.1851055 41.4047354, 2.1851807 41.4047018, 2.1855007 41.4047509, 2.1855812 41.4047635, 2.1857507 41.404811, 2.1858672 41.4047963, 2.185949 41.4047882, 2.18597 41.4047858, 2.1861251 41.4047305, 2.1862232 41.4046775, 2.1862925 41.4046258, 2.1864012 41.404531, 2.1865113 41.4043609, 2.1865116 41.404303, 2.1865127 41.4042488, 2.1865131 41.4041365, 2.1863218 41.4038929, 2.1861097 41.4036247, 2.1861454 41.4036068, 2.1862044 41.403684, 2.1862874 41.4037917, 2.1863156 41.4037734, 2.1866515 41.4035363, 2.1866868 41.4035087, 2.1867324 41.4034805, 2.1867511 41.4034912, 2.1867872 41.4035141, 2.1868234 41.4035377, 2.1868566 41.4035658, 2.1869543 41.4036369, 2.1870046 41.4035841)"
B-X1-236,Glòries,Aragó - Enamorats - Glòries,X1,Egress,7.333333333333333,True,16.5,"LINESTRING (2.182478 41.4055345, 2.1826748 41.4056576, 2.1831227 41.4059679, 2.1831418 41.4059553, 2.1832113 41.4059095, 2.1832644 41.4058766, 2.1832862 41.4058628, 2.1834574 41.4058659, 2.1835315 41.4058464, 2.1835964 41.4057774, 2.1842289 41.4053161, 2.1842883 41.4053576, 2.1844755 41.4052134, 2.1845192 41.4051819, 2.1845751 41.4051379, 2.1845871 41.4051288, 2.1847064 41.4050382, 2.1851055 41.4047354, 2.1851807 41.4047018, 2.1855007 41.4047509, 2.1855812 41.4047635, 2.1857507 41.404811, 2.1858672 41.4047963, 2.185949 41.4047882, 2.18597 41.4047858, 2.1861251 41.4047305, 2.1862232 41.4046775, 2.1862925 41.4046258, 2.1864012 41.404531, 2.1865113 41.4043609, 2.1865116 41.404303, 2.1865127 41.4042488, 2.1865131 41.4041365, 2.1863218 41.4038929, 2.1861097 41.4036247, 2.1861454 41.4036068, 2.1862044 41.403684, 2.1862874 41.4037917, 2.1863156 41.4037734, 2.1866515 41.4035363, 2.1866868 41.4035087, 2.1867324 41.4034805, 2.1867511 41.4034912, 2.1867872 41.4035141, 2.1868234 41.4035377, 2.1868566 41.4035658, 2.1869543 41.4036369, 2.1870046 41.4035841)"
B-7-247,Glòries,Metro Glòries - Glòries,7,Egress,2.0833333333333335,True,4.6875,"LINESTRING (2.18697 41.4024276, 2.1875479 41.4028636, 2.1875631 41.4028514, 2.1875995 41.4028787, 2.187574 41.4028972, 2.1874475 41.4030012, 2.1872961 41.4031256, 2.1872161 41.403305, 2.1871691 41.4034103, 2.1871202 41.4034618, 2.1870987 41.4034876, 2.1870046 41.4035841, 2.1869543 41.4036369)"
B-H12-247,Glòries,Metro Glòries - Glòries,H12,Egress,2.0833333333333335,True,4.6875,"LINESTRING (2.18697 41.4024276, 2.1875479 41.4028636, 2.1875631 41.4028514, 2.1875995 41.4028787, 2.187574 41.4028972, 2.1874475 41.4030012, 2.1872961 41.4031256, 2.1872161 41.403305, 2.1871691 41.4034103, 2.1871202 41.4034618, 2.1870987 41.4034876, 2.1870046 41.4035841, 2.1869543 41.4036369)"
B-7-499,Glòries,Gran Via - Padilla - Glòries,7,Egress,6.883333333333334,True,15.4875,"LINESTRING (2.1828817 41.4000859, 2.1830332 41.4001911, 2.1834881 41.4005465, 2.1834569 41.4005692, 2.1834392 41.4005826, 2.183531 41.4006533, 2.1836357 41.4007656, 2.1836625 41.4007958, 2.1837717 41.4008796, 2.1845943 41.4014948, 2.1846434 41.4015316, 2.1846674 41.4015494, 2.1846838 41.4015606, 2.1847419 41.4015993, 2.184784 41.4016271, 2.1847931 41.4016308, 2.1848229 41.4016479, 2.1852611 41.4019399, 2.1856293 41.4022101, 2.1857163 41.4022732, 2.1857374 41.402288, 2.1857593 41.4023039, 2.1857702 41.4023137, 2.185785 41.4023331, 2.1858038 41.4023627, 2.1858217 41.4023957, 2.1858265 41.4024102, 2.1858363 41.4025506, 2.185807 41.4026762, 2.1857464 41.4027204, 2.1857257 41.4027368, 2.1856789 41.4027691, 2.1857964 41.4028588, 2.1859213 41.4029522, 2.1859287 41.4029824, 2.1859676 41.4031165, 2.18604 41.4031346, 2.1862461 41.403185, 2.1863782 41.4032796, 2.1865208 41.4033413, 2.1867324 41.4034805, 2.1867511 41.4034912, 2.1867872 41.4035141, 2.1868234 41.4035377, 2.1868566 41.4035658, 2.1869543 41.4036369, 2.1870046 41.4035841)"
B-H12-499,Glòries,Gran Via - Padilla - Glòries,H12,Egress,6.883333333333334,True,15.4875,"LINESTRING (2.1828817 41.4000859, 2.1830332 41.4001911, 2.1834881 41.4005465, 2.1834569 41.4005692, 2.1834392 41.4005826, 2.183531 41.4006533, 2.1836357 41.4007656, 2.1836625 41.4007958, 2.1837717 41.4008796, 2.1845943 41.4014948, 2.1846434 41.4015316, 2.1846674 41.4015494, 2.1846838 41.4015606, 2.1847419 41.4015993, 2.184784 41.4016271, 2.1847931 41.4016308, 2.1848229 41.4016479, 2.1852611 41.4019399, 2.1856293 41.4022101, 2.1857163 41.4022732, 2.1857374 41.402288, 2.1857593 41.4023039, 2.1857702 41.4023137, 2.185785 41.4023331, 2.1858038 41.4023627, 2.1858217 41.4023957, 2.1858265 41.4024102, 2.1858363 41.4025506, 2.185807 41.4026762, 2.1857464 41.4027204, 2.1857257 41.4027368, 2.1856789 41.4027691, 2.1857964 41.4028588, 2.1859213 41.4029522, 2.1859287 41.4029824, 2.1859676 41.4031165, 2.18604 41.4031346, 2.1862461 41.403185, 2.1863782 41.4032796, 2.1865208 41.4033413, 2.1867324 41.4034805, 2.1867511 41.4034912, 2.1867872 41.4035141, 2.1868234 41.4035377, 2.1868566 41.4035658, 2.1869543 41.4036369, 2.1870046 41.4035841)"
B-X1-499,Glòries,Gran Via - Padilla - Glòries,X1,Egress,6.883333333333334,True,15.4875,"LINESTRING (2.1828817 41.4000859, 2.1830332 41.4001911, 2.1834881 41.4005465, 2.1834569 41.4005692, 2.1834392 41.4005826, 2.183531 41.4006533, 2.1836357 41.4007656, 2.1836625 41.4007958, 2.1837717 41.4008796, 2.1845943 41.4014948, 2.1846434 41.4015316, 2.1846674 41.4015494, 2.1846838 41.4015606, 2.1847419 41.4015993, 2.184784 41.4016271, 2.1847931 41.4016308, 2.1848229 41.4016479, 2.1852611 41.4019399, 2.1856293 41.4022101, 2.1857163 41.4022732, 2.1857374 41.402288, 2.1857593 41.4023039, 2.1857702 41.4023137, 2.185785 41.4023331, 2.1858038 41.4023627, 2.1858217 41.4023957, 2.1858265 41.4024102, 2.1858363 41.4025506, 2.185807 41.4026762, 2.1857464 41.4027204, 2.1857257 41.4027368, 2.1856789 41.4027691, 2.1857964 41.4028588, 2.1859213 41.4029522, 2.1859287 41.4029824, 2.1859676 41.4031165, 2.18604 41.4031346, 2.1862461 41.403185, 2.1863782 41.4032796, 2.1865208 41.4033413, 2.1867324 41.4034805, 2.1867511 41.4034912, 2.1867872 41.4035141, 2.1868234 41.4035377, 2.1868566 41.4035658, 2.1869543 41.4036369, 2.1870046 41.4035841)"
B-B24-661,Glòries,Aragó - Independència - Glòries,B24,Egress,6.266666666666667,True,14.1,"LINESTRING (2.1854804 41.4077269, 2.1851981 41.4075113, 2.1846708 41.4071193, 2.1846808 41.4071109, 2.1847395 41.4070615, 2.1847844 41.4070238, 2.1848051 41.4070025, 2.1847981 41.4067978, 2.1855101 41.4062545, 2.1854538 41.4062119, 2.1856019 41.4061035, 2.1856735 41.4060507, 2.1858748 41.4059029, 2.185893 41.4058869, 2.1862046 41.4056422, 2.1864449 41.4054648, 2.1864778 41.40544, 2.1867235 41.4052535, 2.1867576 41.4052276, 2.1867847 41.4052045, 2.1868113 41.4050615, 2.1868161 41.4049732, 2.1868211 41.40493, 2.1868133 41.4043838, 2.1868048 41.4038338, 2.1868315 41.4038208, 2.1868744 41.4037566, 2.1869005 41.403725, 2.1869215 41.403686, 2.1869543 41.4036369, 2.1870046 41.4035841)"
B-V25-661,Glòries,Aragó - Independència - Glòries,V25,Egress,6.266666666666667,True,14.1,"LINESTRING (2.1854804 41.4077269, 2.1851981 41.4075113, 2.1846708 41.4071193, 2.1846808 41.4071109, 2.1847395 41.4070615, 2.1847844 41.4070238, 2.1848051 41.4070025, 2.1847981 41.4067978, 2.1855101 41.4062545, 2.1854538 41.4062119, 2.1856019 41.4061035, 2.1856735 41.4060507, 2.1858748 41.4059029, 2.185893 41.4058869, 2.1862046 41.4056422, 2.1864449 41.4054648, 2.1864778 41.40544, 2.1867235 41.4052535, 2.1867576 41.4052276, 2.1867847 41.4052045, 2.1868113 41.4050615, 2.1868161 41.4049732, 2.1868211 41.40493, 2.1868133 41.4043838, 2.1868048 41.4038338, 2.1868315 41.4038208, 2.1868744 41.4037566, 2.1869005 41.403725, 2.1869215 41.403686, 2.1869543 41.4036369, 2.1870046 41.4035841)"
