origen,dest,tram,last_line,type,time,directed,cost,geometry
B-V15-562,Plaça Catalunya,Balmes - Gran Via - Plaça Catalunya,V15,Egress,6.433333333333334,True,14.475000000000001,"LINESTRING (2.1642484 41.3879969, 2.1650128 41.3874264, 2.1650676 41.3874658, 2.1651716 41.3873856, 2.1652383 41.3873354, 2.1652595 41.3873184, 2.1653796 41.3872305, 2.1655032 41.3871405, 2.1655195 41.3871297, 2.1655422 41.3871122, 2.1655972 41.3870728, 2.1657884 41.3869335, 2.1658843 41.3868616, 2.1661192 41.3866857, 2.1661547 41.3866584, 2.1662333 41.3866849, 2.1663366 41.3866696, 2.1664384 41.3865974, 2.1665055 41.3866243, 2.1668241 41.3867421, 2.166938 41.3867848, 2.1677859 41.3871071, 2.1681863 41.3872512, 2.1685475 41.3873948, 2.1686396 41.3873655, 2.1687146 41.3873361, 2.1687856 41.3872993, 2.1688429 41.3873287, 2.1689614 41.3873895, 2.1690491 41.3872877, 2.1692244 41.3871056, 2.1694239 41.3870811, 2.169522 41.3870691, 2.1696935 41.387048, 2.1697133 41.3870456, 2.1700382 41.3870057)"
B-22-577,Plaça Catalunya,Metro Pg de Gràcia - Plaça Catalunya,22,Egress,5.05,True,11.362499999999999,"LINESTRING (2.1670308 41.3902078, 2.1676022 41.3897442, 2.1676871 41.3896748, 2.1678449 41.3895457, 2.1679833 41.3894425, 2.1679948 41.3894296, 2.1680216 41.3893918, 2.1680394 41.3893666, 2.168052 41.3893511, 2.1681622 41.3892598, 2.1681984 41.3892296, 2.1682353 41.3891987, 2.1681143 41.3891085, 2.1681555 41.389077, 2.1681737 41.3890637, 2.1681914 41.38905, 2.1683954 41.3890241, 2.1691745 41.3883985, 2.1693736 41.3882369, 2.1695544 41.3880882, 2.1697269 41.3879463, 2.1697511 41.3879143, 2.1697895 41.3878638, 2.1698352 41.3878036, 2.1698677 41.3877609, 2.1700974 41.3876699, 2.1700806 41.3874818, 2.1700746 41.3874156, 2.1700627 41.3872801, 2.1700603 41.3872532, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-24-577,Plaça Catalunya,Metro Pg de Gràcia - Plaça Catalunya,24,Egress,5.05,True,11.362499999999999,"LINESTRING (2.1670308 41.3902078, 2.1676022 41.3897442, 2.1676871 41.3896748, 2.1678449 41.3895457, 2.1679833 41.3894425, 2.1679948 41.3894296, 2.1680216 41.3893918, 2.1680394 41.3893666, 2.168052 41.3893511, 2.1681622 41.3892598, 2.1681984 41.3892296, 2.1682353 41.3891987, 2.1681143 41.3891085, 2.1681555 41.389077, 2.1681737 41.3890637, 2.1681914 41.38905, 2.1683954 41.3890241, 2.1691745 41.3883985, 2.1693736 41.3882369, 2.1695544 41.3880882, 2.1697269 41.3879463, 2.1697511 41.3879143, 2.1697895 41.3878638, 2.1698352 41.3878036, 2.1698677 41.3877609, 2.1700974 41.3876699, 2.1700806 41.3874818, 2.1700746 41.3874156, 2.1700627 41.3872801, 2.1700603 41.3872532, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-47-1039,Plaça Catalunya,Via Laietana - Comtal - Plaça Catalunya,47,Egress,6.633333333333334,True,14.925,"LINESTRING (2.1746663 41.3871181, 2.1745957 41.3871687, 2.1742296 41.3874482, 2.1741474 41.387511, 2.1741416 41.3875072, 2.1741359 41.3875034, 2.1741276 41.3874979, 2.174085 41.3874676, 2.1740424 41.3874382, 2.1740368 41.3874351, 2.1740236 41.3874266, 2.1738621 41.3875478, 2.1734483 41.3878582, 2.1729865 41.388201, 2.1728031 41.3883352, 2.1727566 41.3883281, 2.1723266 41.387848, 2.1722872 41.3878901, 2.1716374 41.3871508, 2.1715873 41.3871051, 2.1715574 41.3870768, 2.1715179 41.3870514, 2.171476 41.3870271, 2.1713707 41.3869856, 2.1712248 41.3869292, 2.1711846 41.3869032, 2.1711329 41.3868709, 2.1710321 41.3869186, 2.1709812 41.3869398, 2.1708568 41.3869394, 2.17071 41.3869391, 2.1706901 41.3869418, 2.170595 41.3869548, 2.1704032 41.3869809, 2.1703577 41.386984, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-59-1039,Plaça Catalunya,Via Laietana - Comtal - Plaça Catalunya,59,Egress,6.633333333333334,True,14.925,"LINESTRING (2.1746663 41.3871181, 2.1745957 41.3871687, 2.1742296 41.3874482, 2.1741474 41.387511, 2.1741416 41.3875072, 2.1741359 41.3875034, 2.1741276 41.3874979, 2.174085 41.3874676, 2.1740424 41.3874382, 2.1740368 41.3874351, 2.1740236 41.3874266, 2.1738621 41.3875478, 2.1734483 41.3878582, 2.1729865 41.388201, 2.1728031 41.3883352, 2.1727566 41.3883281, 2.1723266 41.387848, 2.1722872 41.3878901, 2.1716374 41.3871508, 2.1715873 41.3871051, 2.1715574 41.3870768, 2.1715179 41.3870514, 2.171476 41.3870271, 2.1713707 41.3869856, 2.1712248 41.3869292, 2.1711846 41.3869032, 2.1711329 41.3868709, 2.1710321 41.3869186, 2.1709812 41.3869398, 2.1708568 41.3869394, 2.17071 41.3869391, 2.1706901 41.3869418, 2.170595 41.3869548, 2.1704032 41.3869809, 2.1703577 41.386984, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-V15-1039,Plaça Catalunya,Via Laietana - Comtal - Plaça Catalunya,V15,Egress,6.633333333333334,True,14.925,"LINESTRING (2.1746663 41.3871181, 2.1745957 41.3871687, 2.1742296 41.3874482, 2.1741474 41.387511, 2.1741416 41.3875072, 2.1741359 41.3875034, 2.1741276 41.3874979, 2.174085 41.3874676, 2.1740424 41.3874382, 2.1740368 41.3874351, 2.1740236 41.3874266, 2.1738621 41.3875478, 2.1734483 41.3878582, 2.1729865 41.388201, 2.1728031 41.3883352, 2.1727566 41.3883281, 2.1723266 41.387848, 2.1722872 41.3878901, 2.1716374 41.3871508, 2.1715873 41.3871051, 2.1715574 41.3870768, 2.1715179 41.3870514, 2.171476 41.3870271, 2.1713707 41.3869856, 2.1712248 41.3869292, 2.1711846 41.3869032, 2.1711329 41.3868709, 2.1710321 41.3869186, 2.1709812 41.3869398, 2.1708568 41.3869394, 2.17071 41.3869391, 2.1706901 41.3869418, 2.170595 41.3869548, 2.1704032 41.3869809, 2.1703577 41.386984, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-19-1040,Plaça Catalunya,Pl Urquinaona - Plaça Catalunya,19,Egress,4.933333333333334,True,11.100000000000001,"LINESTRING (2.1737042 41.388882, 2.1734812 41.3888833, 2.1733756 41.3888085, 2.1730181 41.3885449, 2.1730027 41.3885568, 2.1729477 41.3885995, 2.1729275 41.3885828, 2.1727801 41.3884716, 2.1726872 41.3883875, 2.1726538 41.3883555, 2.1724313 41.388063, 2.1722872 41.3878901, 2.1716374 41.3871508, 2.1715873 41.3871051, 2.1715574 41.3870768, 2.1715179 41.3870514, 2.171476 41.3870271, 2.1713707 41.3869856, 2.1712248 41.3869292, 2.1711846 41.3869032, 2.1711329 41.3868709, 2.1710321 41.3869186, 2.1709812 41.3869398, 2.1708568 41.3869394, 2.17071 41.3869391, 2.1706901 41.3869418, 2.170595 41.3869548, 2.1704032 41.3869809, 2.1703577 41.386984, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-V17-1040,Plaça Catalunya,Pl Urquinaona - Plaça Catalunya,V17,Egress,4.933333333333334,True,11.100000000000001,"LINESTRING (2.1737042 41.388882, 2.1734812 41.3888833, 2.1733756 41.3888085, 2.1730181 41.3885449, 2.1730027 41.3885568, 2.1729477 41.3885995, 2.1729275 41.3885828, 2.1727801 41.3884716, 2.1726872 41.3883875, 2.1726538 41.3883555, 2.1724313 41.388063, 2.1722872 41.3878901, 2.1716374 41.3871508, 2.1715873 41.3871051, 2.1715574 41.3870768, 2.1715179 41.3870514, 2.171476 41.3870271, 2.1713707 41.3869856, 2.1712248 41.3869292, 2.1711846 41.3869032, 2.1711329 41.3868709, 2.1710321 41.3869186, 2.1709812 41.3869398, 2.1708568 41.3869394, 2.17071 41.3869391, 2.1706901 41.3869418, 2.170595 41.3869548, 2.1704032 41.3869809, 2.1703577 41.386984, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-H16-1040,Plaça Catalunya,Pl Urquinaona - Plaça Catalunya,H16,Egress,4.933333333333334,True,11.100000000000001,"LINESTRING (2.1737042 41.388882, 2.1734812 41.3888833, 2.1733756 41.3888085, 2.1730181 41.3885449, 2.1730027 41.3885568, 2.1729477 41.3885995, 2.1729275 41.3885828, 2.1727801 41.3884716, 2.1726872 41.3883875, 2.1726538 41.3883555, 2.1724313 41.388063, 2.1722872 41.3878901, 2.1716374 41.3871508, 2.1715873 41.3871051, 2.1715574 41.3870768, 2.1715179 41.3870514, 2.171476 41.3870271, 2.1713707 41.3869856, 2.1712248 41.3869292, 2.1711846 41.3869032, 2.1711329 41.3868709, 2.1710321 41.3869186, 2.1709812 41.3869398, 2.1708568 41.3869394, 2.17071 41.3869391, 2.1706901 41.3869418, 2.170595 41.3869548, 2.1704032 41.3869809, 2.1703577 41.386984, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-55-1067,Plaça Catalunya,Pl Urquinaona - Pau Claris - Plaça Catalunya,55,Egress,4.733333333333333,True,10.65,"LINESTRING (2.1731187 41.3895804, 2.1724461 41.3890629, 2.1724747 41.3890478, 2.1725424 41.3890121, 2.1724103 41.3888972, 2.1723827 41.3888533, 2.1723496 41.3888075, 2.1722292 41.3887626, 2.1722632 41.3887321, 2.1722791 41.3887158, 2.1722831 41.3887121, 2.172294 41.3887019, 2.1723095 41.3886874, 2.1717825 41.3884726, 2.170513 41.387973, 2.1706589 41.3878486, 2.1705662 41.3877859, 2.1705114 41.3877488, 2.170475 41.387724, 2.1704395 41.3877001, 2.1703719 41.3876543, 2.1703416 41.3876337, 2.1703156 41.3876161, 2.1702768 41.3875898, 2.1700806 41.3874818, 2.1700746 41.3874156, 2.1700627 41.3872801, 2.1700603 41.3872532, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-19-1069,Plaça Catalunya,Metro Urquinaona - Plaça Catalunya,19,Egress,4.683333333333334,True,10.537500000000001,"LINESTRING (2.1733467 41.3892156, 2.1726202 41.3889441, 2.1726361 41.3889187, 2.1724132 41.3888374, 2.1723496 41.3888075, 2.1722292 41.3887626, 2.1722632 41.3887321, 2.1722791 41.3887158, 2.1722831 41.3887121, 2.172294 41.3887019, 2.1723095 41.3886874, 2.1717825 41.3884726, 2.170513 41.387973, 2.1706589 41.3878486, 2.1705662 41.3877859, 2.1705114 41.3877488, 2.170475 41.387724, 2.1704395 41.3877001, 2.1703719 41.3876543, 2.1703416 41.3876337, 2.1703156 41.3876161, 2.1702768 41.3875898, 2.1700806 41.3874818, 2.1700746 41.3874156, 2.1700627 41.3872801, 2.1700603 41.3872532, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-H16-1069,Plaça Catalunya,Metro Urquinaona - Plaça Catalunya,H16,Egress,4.683333333333334,True,10.537500000000001,"LINESTRING (2.1733467 41.3892156, 2.1726202 41.3889441, 2.1726361 41.3889187, 2.1724132 41.3888374, 2.1723496 41.3888075, 2.1722292 41.3887626, 2.1722632 41.3887321, 2.1722791 41.3887158, 2.1722831 41.3887121, 2.172294 41.3887019, 2.1723095 41.3886874, 2.1717825 41.3884726, 2.170513 41.387973, 2.1706589 41.3878486, 2.1705662 41.3877859, 2.1705114 41.3877488, 2.170475 41.387724, 2.1704395 41.3877001, 2.1703719 41.3876543, 2.1703416 41.3876337, 2.1703156 41.3876161, 2.1702768 41.3875898, 2.1700806 41.3874818, 2.1700746 41.3874156, 2.1700627 41.3872801, 2.1700603 41.3872532, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-D50-1069,Plaça Catalunya,Metro Urquinaona - Plaça Catalunya,D50,Egress,4.683333333333334,True,10.537500000000001,"LINESTRING (2.1733467 41.3892156, 2.1726202 41.3889441, 2.1726361 41.3889187, 2.1724132 41.3888374, 2.1723496 41.3888075, 2.1722292 41.3887626, 2.1722632 41.3887321, 2.1722791 41.3887158, 2.1722831 41.3887121, 2.172294 41.3887019, 2.1723095 41.3886874, 2.1717825 41.3884726, 2.170513 41.387973, 2.1706589 41.3878486, 2.1705662 41.3877859, 2.1705114 41.3877488, 2.170475 41.387724, 2.1704395 41.3877001, 2.1703719 41.3876543, 2.1703416 41.3876337, 2.1703156 41.3876161, 2.1702768 41.3875898, 2.1700806 41.3874818, 2.1700746 41.3874156, 2.1700627 41.3872801, 2.1700603 41.3872532, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-7-1070,Plaça Catalunya,Gran Via - Pau Claris - Plaça Catalunya,7,Egress,5.366666666666666,True,12.075,"LINESTRING (2.1693956 41.3901645, 2.1689656 41.3898448, 2.1687495 41.3896809, 2.1686853 41.3896131, 2.1686546 41.3895644, 2.1686741 41.3895501, 2.168701 41.3895297, 2.1687082 41.3895243, 2.1686716 41.3894971, 2.1686678 41.3894831, 2.1686652 41.389465, 2.1686487 41.3894335, 2.168643 41.389422, 2.1686343 41.3893832, 2.1686371 41.3893702, 2.1686419 41.3893589, 2.1686494 41.3893423, 2.1686418 41.389332, 2.1685712 41.3892805, 2.1686261 41.3891818, 2.168638 41.3891591, 2.1686481 41.3891408, 2.1691339 41.3887428, 2.1693509 41.3885717, 2.1693845 41.3885464, 2.1692644 41.3884602, 2.1692495 41.3884502, 2.1694543 41.3882838, 2.1697776 41.3880241, 2.1697269 41.3879463, 2.1697511 41.3879143, 2.1697895 41.3878638, 2.1698352 41.3878036, 2.1698677 41.3877609, 2.1700974 41.3876699, 2.1700806 41.3874818, 2.1700746 41.3874156, 2.1700627 41.3872801, 2.1700603 41.3872532, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-H12-1070,Plaça Catalunya,Gran Via - Pau Claris - Plaça Catalunya,H12,Egress,5.366666666666666,True,12.075,"LINESTRING (2.1693956 41.3901645, 2.1689656 41.3898448, 2.1687495 41.3896809, 2.1686853 41.3896131, 2.1686546 41.3895644, 2.1686741 41.3895501, 2.168701 41.3895297, 2.1687082 41.3895243, 2.1686716 41.3894971, 2.1686678 41.3894831, 2.1686652 41.389465, 2.1686487 41.3894335, 2.168643 41.389422, 2.1686343 41.3893832, 2.1686371 41.3893702, 2.1686419 41.3893589, 2.1686494 41.3893423, 2.1686418 41.389332, 2.1685712 41.3892805, 2.1686261 41.3891818, 2.168638 41.3891591, 2.1686481 41.3891408, 2.1691339 41.3887428, 2.1693509 41.3885717, 2.1693845 41.3885464, 2.1692644 41.3884602, 2.1692495 41.3884502, 2.1694543 41.3882838, 2.1697776 41.3880241, 2.1697269 41.3879463, 2.1697511 41.3879143, 2.1697895 41.3878638, 2.1698352 41.3878036, 2.1698677 41.3877609, 2.1700974 41.3876699, 2.1700806 41.3874818, 2.1700746 41.3874156, 2.1700627 41.3872801, 2.1700603 41.3872532, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-D50-1070,Plaça Catalunya,Gran Via - Pau Claris - Plaça Catalunya,D50,Egress,5.366666666666666,True,12.075,"LINESTRING (2.1693956 41.3901645, 2.1689656 41.3898448, 2.1687495 41.3896809, 2.1686853 41.3896131, 2.1686546 41.3895644, 2.1686741 41.3895501, 2.168701 41.3895297, 2.1687082 41.3895243, 2.1686716 41.3894971, 2.1686678 41.3894831, 2.1686652 41.389465, 2.1686487 41.3894335, 2.168643 41.389422, 2.1686343 41.3893832, 2.1686371 41.3893702, 2.1686419 41.3893589, 2.1686494 41.3893423, 2.1686418 41.389332, 2.1685712 41.3892805, 2.1686261 41.3891818, 2.168638 41.3891591, 2.1686481 41.3891408, 2.1691339 41.3887428, 2.1693509 41.3885717, 2.1693845 41.3885464, 2.1692644 41.3884602, 2.1692495 41.3884502, 2.1694543 41.3882838, 2.1697776 41.3880241, 2.1697269 41.3879463, 2.1697511 41.3879143, 2.1697895 41.3878638, 2.1698352 41.3878036, 2.1698677 41.3877609, 2.1700974 41.3876699, 2.1700806 41.3874818, 2.1700746 41.3874156, 2.1700627 41.3872801, 2.1700603 41.3872532, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-X1-1070,Plaça Catalunya,Gran Via - Pau Claris - Plaça Catalunya,X1,Egress,5.366666666666666,True,12.075,"LINESTRING (2.1693956 41.3901645, 2.1689656 41.3898448, 2.1687495 41.3896809, 2.1686853 41.3896131, 2.1686546 41.3895644, 2.1686741 41.3895501, 2.168701 41.3895297, 2.1687082 41.3895243, 2.1686716 41.3894971, 2.1686678 41.3894831, 2.1686652 41.389465, 2.1686487 41.3894335, 2.168643 41.389422, 2.1686343 41.3893832, 2.1686371 41.3893702, 2.1686419 41.3893589, 2.1686494 41.3893423, 2.1686418 41.389332, 2.1685712 41.3892805, 2.1686261 41.3891818, 2.168638 41.3891591, 2.1686481 41.3891408, 2.1691339 41.3887428, 2.1693509 41.3885717, 2.1693845 41.3885464, 2.1692644 41.3884602, 2.1692495 41.3884502, 2.1694543 41.3882838, 2.1697776 41.3880241, 2.1697269 41.3879463, 2.1697511 41.3879143, 2.1697895 41.3878638, 2.1698352 41.3878036, 2.1698677 41.3877609, 2.1700974 41.3876699, 2.1700806 41.3874818, 2.1700746 41.3874156, 2.1700627 41.3872801, 2.1700603 41.3872532, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-39-1071,Plaça Catalunya,Pl Urquinaona - Plaça Catalunya,39,Egress,5.166666666666667,True,11.625,"LINESTRING (2.1731187 41.3895804, 2.1724461 41.3890629, 2.1724747 41.3890478, 2.1725424 41.3890121, 2.1724103 41.3888972, 2.1723827 41.3888533, 2.1723496 41.3888075, 2.1722292 41.3887626, 2.1722632 41.3887321, 2.1722791 41.3887158, 2.1722831 41.3887121, 2.172294 41.3887019, 2.1723095 41.3886874, 2.1717825 41.3884726, 2.170513 41.387973, 2.1706589 41.3878486, 2.1705662 41.3877859, 2.1705114 41.3877488, 2.170475 41.387724, 2.1704395 41.3877001, 2.1703719 41.3876543, 2.1703416 41.3876337, 2.1703156 41.3876161, 2.1702768 41.3875898, 2.1700806 41.3874818, 2.1700746 41.3874156, 2.1700627 41.3872801, 2.1700603 41.3872532, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-54-1075,Plaça Catalunya,Pl Universitat - Plaça Catalunya,54,Egress,7.05,True,15.862499999999999,"LINESTRING (2.1632865 41.3855797, 2.1638404 41.3859941, 2.1640482 41.3861541, 2.1640996 41.3861885, 2.1641199 41.3861879, 2.1641441 41.3861728, 2.1641531 41.3861787, 2.1642175 41.3862264, 2.1642699 41.3861883, 2.1642964 41.3861675, 2.164331 41.3861433, 2.1645053 41.3860142, 2.1645456 41.3859911, 2.1646006 41.3859717, 2.1646966 41.3859404, 2.1648111 41.3859925, 2.1649338 41.3860389, 2.1649902 41.3860593, 2.1650749 41.3860917, 2.1653533 41.3861948, 2.1655332 41.3862634, 2.1661145 41.3864773, 2.1663094 41.3865457, 2.1664384 41.3865974, 2.1665055 41.3866243, 2.1668241 41.3867421, 2.166938 41.3867848, 2.1677859 41.3871071, 2.1681863 41.3872512, 2.1685475 41.3873948, 2.1686396 41.3873655, 2.1687146 41.3873361, 2.1687856 41.3872993, 2.1688429 41.3873287, 2.1689614 41.3873895, 2.1690491 41.3872877, 2.1692244 41.3871056, 2.1694239 41.3870811, 2.169522 41.3870691, 2.1696935 41.387048, 2.1697133 41.3870456, 2.1700382 41.3870057)"
B-59-1075,Plaça Catalunya,Pl Universitat - Plaça Catalunya,59,Egress,7.05,True,15.862499999999999,"LINESTRING (2.1632865 41.3855797, 2.1638404 41.3859941, 2.1640482 41.3861541, 2.1640996 41.3861885, 2.1641199 41.3861879, 2.1641441 41.3861728, 2.1641531 41.3861787, 2.1642175 41.3862264, 2.1642699 41.3861883, 2.1642964 41.3861675, 2.164331 41.3861433, 2.1645053 41.3860142, 2.1645456 41.3859911, 2.1646006 41.3859717, 2.1646966 41.3859404, 2.1648111 41.3859925, 2.1649338 41.3860389, 2.1649902 41.3860593, 2.1650749 41.3860917, 2.1653533 41.3861948, 2.1655332 41.3862634, 2.1661145 41.3864773, 2.1663094 41.3865457, 2.1664384 41.3865974, 2.1665055 41.3866243, 2.1668241 41.3867421, 2.166938 41.3867848, 2.1677859 41.3871071, 2.1681863 41.3872512, 2.1685475 41.3873948, 2.1686396 41.3873655, 2.1687146 41.3873361, 2.1687856 41.3872993, 2.1688429 41.3873287, 2.1689614 41.3873895, 2.1690491 41.3872877, 2.1692244 41.3871056, 2.1694239 41.3870811, 2.169522 41.3870691, 2.1696935 41.387048, 2.1697133 41.3870456, 2.1700382 41.3870057)"
B-H12-1075,Plaça Catalunya,Pl Universitat - Plaça Catalunya,H12,Egress,7.05,True,15.862499999999999,"LINESTRING (2.1632865 41.3855797, 2.1638404 41.3859941, 2.1640482 41.3861541, 2.1640996 41.3861885, 2.1641199 41.3861879, 2.1641441 41.3861728, 2.1641531 41.3861787, 2.1642175 41.3862264, 2.1642699 41.3861883, 2.1642964 41.3861675, 2.164331 41.3861433, 2.1645053 41.3860142, 2.1645456 41.3859911, 2.1646006 41.3859717, 2.1646966 41.3859404, 2.1648111 41.3859925, 2.1649338 41.3860389, 2.1649902 41.3860593, 2.1650749 41.3860917, 2.1653533 41.3861948, 2.1655332 41.3862634, 2.1661145 41.3864773, 2.1663094 41.3865457, 2.1664384 41.3865974, 2.1665055 41.3866243, 2.1668241 41.3867421, 2.166938 41.3867848, 2.1677859 41.3871071, 2.1681863 41.3872512, 2.1685475 41.3873948, 2.1686396 41.3873655, 2.1687146 41.3873361, 2.1687856 41.3872993, 2.1688429 41.3873287, 2.1689614 41.3873895, 2.1690491 41.3872877, 2.1692244 41.3871056, 2.1694239 41.3870811, 2.169522 41.3870691, 2.1696935 41.387048, 2.1697133 41.3870456, 2.1700382 41.3870057)"
B-V13-1075,Plaça Catalunya,Pl Universitat - Plaça Catalunya,V13,Egress,7.05,True,15.862499999999999,"LINESTRING (2.1632865 41.3855797, 2.1638404 41.3859941, 2.1640482 41.3861541, 2.1640996 41.3861885, 2.1641199 41.3861879, 2.1641441 41.3861728, 2.1641531 41.3861787, 2.1642175 41.3862264, 2.1642699 41.3861883, 2.1642964 41.3861675, 2.164331 41.3861433, 2.1645053 41.3860142, 2.1645456 41.3859911, 2.1646006 41.3859717, 2.1646966 41.3859404, 2.1648111 41.3859925, 2.1649338 41.3860389, 2.1649902 41.3860593, 2.1650749 41.3860917, 2.1653533 41.3861948, 2.1655332 41.3862634, 2.1661145 41.3864773, 2.1663094 41.3865457, 2.1664384 41.3865974, 2.1665055 41.3866243, 2.1668241 41.3867421, 2.166938 41.3867848, 2.1677859 41.3871071, 2.1681863 41.3872512, 2.1685475 41.3873948, 2.1686396 41.3873655, 2.1687146 41.3873361, 2.1687856 41.3872993, 2.1688429 41.3873287, 2.1689614 41.3873895, 2.1690491 41.3872877, 2.1692244 41.3871056, 2.1694239 41.3870811, 2.169522 41.3870691, 2.1696935 41.387048, 2.1697133 41.3870456, 2.1700382 41.3870057)"
B-52-1075,Plaça Catalunya,Pl Universitat - Plaça Catalunya,52,Egress,7.05,True,15.862499999999999,"LINESTRING (2.1632865 41.3855797, 2.1638404 41.3859941, 2.1640482 41.3861541, 2.1640996 41.3861885, 2.1641199 41.3861879, 2.1641441 41.3861728, 2.1641531 41.3861787, 2.1642175 41.3862264, 2.1642699 41.3861883, 2.1642964 41.3861675, 2.164331 41.3861433, 2.1645053 41.3860142, 2.1645456 41.3859911, 2.1646006 41.3859717, 2.1646966 41.3859404, 2.1648111 41.3859925, 2.1649338 41.3860389, 2.1649902 41.3860593, 2.1650749 41.3860917, 2.1653533 41.3861948, 2.1655332 41.3862634, 2.1661145 41.3864773, 2.1663094 41.3865457, 2.1664384 41.3865974, 2.1665055 41.3866243, 2.1668241 41.3867421, 2.166938 41.3867848, 2.1677859 41.3871071, 2.1681863 41.3872512, 2.1685475 41.3873948, 2.1686396 41.3873655, 2.1687146 41.3873361, 2.1687856 41.3872993, 2.1688429 41.3873287, 2.1689614 41.3873895, 2.1690491 41.3872877, 2.1692244 41.3871056, 2.1694239 41.3870811, 2.169522 41.3870691, 2.1696935 41.387048, 2.1697133 41.3870456, 2.1700382 41.3870057)"
B-X1-1075,Plaça Catalunya,Pl Universitat - Plaça Catalunya,X1,Egress,7.05,True,15.862499999999999,"LINESTRING (2.1632865 41.3855797, 2.1638404 41.3859941, 2.1640482 41.3861541, 2.1640996 41.3861885, 2.1641199 41.3861879, 2.1641441 41.3861728, 2.1641531 41.3861787, 2.1642175 41.3862264, 2.1642699 41.3861883, 2.1642964 41.3861675, 2.164331 41.3861433, 2.1645053 41.3860142, 2.1645456 41.3859911, 2.1646006 41.3859717, 2.1646966 41.3859404, 2.1648111 41.3859925, 2.1649338 41.3860389, 2.1649902 41.3860593, 2.1650749 41.3860917, 2.1653533 41.3861948, 2.1655332 41.3862634, 2.1661145 41.3864773, 2.1663094 41.3865457, 2.1664384 41.3865974, 2.1665055 41.3866243, 2.1668241 41.3867421, 2.166938 41.3867848, 2.1677859 41.3871071, 2.1681863 41.3872512, 2.1685475 41.3873948, 2.1686396 41.3873655, 2.1687146 41.3873361, 2.1687856 41.3872993, 2.1688429 41.3873287, 2.1689614 41.3873895, 2.1690491 41.3872877, 2.1692244 41.3871056, 2.1694239 41.3870811, 2.169522 41.3870691, 2.1696935 41.387048, 2.1697133 41.3870456, 2.1700382 41.3870057)"
B-55-1076,Plaça Catalunya,Pl Universitat - Pelai - Plaça Catalunya,55,Egress,6.6,True,14.85,"LINESTRING (2.164108 41.3852617, 2.1641294 41.3853037, 2.164548 41.3856287, 2.1646317 41.3856928, 2.1646836 41.3857182, 2.1646654 41.3857337, 2.1647649 41.3858058, 2.1648017 41.3858198, 2.1651684 41.3859599, 2.1652431 41.3859863, 2.1652628 41.3859354, 2.165646 41.3859025, 2.1665569 41.385825, 2.1669854 41.3858007, 2.1671447 41.3858084, 2.1672609 41.385802, 2.1673438 41.3858124, 2.1674669 41.3858303, 2.1675736 41.3858729, 2.1676524 41.3859059, 2.1676784 41.3859173, 2.1689097 41.3863699, 2.1692366 41.3864873, 2.169367 41.3865356, 2.169434 41.3865661, 2.169487 41.386594, 2.1695313 41.3866168, 2.1694616 41.3867013, 2.1694919 41.3867174, 2.1695304 41.3867377, 2.1695498 41.3867479, 2.169624 41.386787, 2.1697825 41.3868707, 2.1698032 41.3868817, 2.1700382 41.3870057, 2.1697133 41.3870456)"
B-H16-1076,Plaça Catalunya,Pl Universitat - Pelai - Plaça Catalunya,H16,Egress,6.6,True,14.85,"LINESTRING (2.164108 41.3852617, 2.1641294 41.3853037, 2.164548 41.3856287, 2.1646317 41.3856928, 2.1646836 41.3857182, 2.1646654 41.3857337, 2.1647649 41.3858058, 2.1648017 41.3858198, 2.1651684 41.3859599, 2.1652431 41.3859863, 2.1652628 41.3859354, 2.165646 41.3859025, 2.1665569 41.385825, 2.1669854 41.3858007, 2.1671447 41.3858084, 2.1672609 41.385802, 2.1673438 41.3858124, 2.1674669 41.3858303, 2.1675736 41.3858729, 2.1676524 41.3859059, 2.1676784 41.3859173, 2.1689097 41.3863699, 2.1692366 41.3864873, 2.169367 41.3865356, 2.169434 41.3865661, 2.169487 41.386594, 2.1695313 41.3866168, 2.1694616 41.3867013, 2.1694919 41.3867174, 2.1695304 41.3867377, 2.1695498 41.3867479, 2.169624 41.386787, 2.1697825 41.3868707, 2.1698032 41.3868817, 2.1700382 41.3870057, 2.1697133 41.3870456)"
