geometry,stop_id
"POLYGON ((2.1861523346824434 41.41141180741882, 2.186429535732501 41.412892639175205, 2.1868002664391843 41.41301687787013, 2.1882870109797343 41.41226235487539, 2.1901688707983897 41.41143968813451, 2.1902878807371025 41.41127821394951, 2.1902248752288465 41.40977621402904, 2.1900967306594277 41.40962231538707, 2.188367562155452 41.40894043239538, 2.1865466634169435 41.408049831319325, 2.1863147464525805 41.408037777923475, 2.184574949898222 41.40865167643609, 2.1844372979536546 41.40880989619025, 2.1843773918868594 41.41046599601157, 2.1844890881877257 41.41062334406937, 2.1861523346824434 41.41141180741882))",131
"POLYGON ((2.186177195873512 41.41570093232168, 2.1860270895386775 41.4158693974338, 2.186042883476705 41.417520497411, 2.186174951148113 41.41768024840099, 2.1880348545327615 41.418382050146676, 2.18838136902575 41.41821709119943, 2.1883378634871904 41.41670819123851, 2.1880870576618485 41.41536397696496, 2.1877608924283796 41.415222033504826, 2.186177195873512 41.41570093232168))",132
"POLYGON ((2.1860447680481134 41.42073646198036, 2.1864426170800697 41.422250965388905, 2.186818069012359 41.422361296315785, 2.1882539544965294 41.42155817638162, 2.190012050320604 41.41938747325498, 2.1897345352894506 41.41912217415946, 2.1880026338056893 41.41954073521182, 2.186393380349976 41.41898714998848, 2.1860545738717234 41.41915016205364, 2.1860447680481134 41.42073646198036))",133
"POLYGON ((2.1824342404987798 41.42985643550269, 2.182308780471207 41.43001125667982, 2.1822663746819164 41.431588856539534, 2.1826148671787955 41.43175282499359, 2.1845815708074765 41.43099432318083, 2.1862704189918256 41.43020626987563, 2.186383516122163 41.43005697810443, 2.1864266104485237 41.42851067796405, 2.186311158222556 41.42835274312125, 2.1845072608668987 41.42753174506632, 2.184144252180803 41.427693483901045, 2.184224548898387 41.42912779445508, 2.1824342404987798 41.42985643550269))",134
"POLYGON ((2.1895557564323127 41.43614490340711, 2.1894274423952007 41.43630145368371, 2.18939593724841 41.43770315357218, 2.189512590436055 41.43786088410983, 2.191303293111899 41.438665286023316, 2.191664731732919 41.43849714898774, 2.1915343141421175 41.43718642484697, 2.19335769660002 41.43648637081168, 2.193368064850211 41.43616965546707, 2.1916332675828794 41.435420357269166, 2.1914030530904385 41.43541700514051, 2.1895557564323127 41.43614490340711))",135
"POLYGON ((2.1915828909733834 41.443599301230584, 2.189734288441671 41.44238956570452, 2.1893406195422074 41.44251497199948, 2.189202113864671 41.4440723716635, 2.189337119819874 41.44424670946197, 2.191801124465588 41.44513951170476, 2.192133509866625 41.44492342911196, 2.1915828909733834 41.443599301230584))",136
"POLYGON ((2.1930859930671933 41.44859355026602, 2.191425968052285 41.44787846171816, 2.191067573228602 41.44803330556197, 2.1910501674267997 41.449611605473656, 2.1911570749252665 41.44976314019159, 2.1929861772115484 41.450677642296455, 2.1932566602793453 41.45067484187688, 2.194923563783768 41.449790740579935, 2.195880340616969 41.45009438725307, 2.196196892824184 41.44986375090955, 2.1951930870165923 41.44789935278621, 2.1948476339789273 41.44780897493063, 2.1930859930671933 41.44859355026602))",137
"POLYGON ((2.2005317478770516 41.44876082259209, 2.200151650820633 41.44862231658479, 2.200130069584756 41.44890035786166, 2.2005317478770516 41.44876082259209))",138
"POLYGON ((2.207265465335464 41.45007003299809, 2.2054227416493646 41.45135633549999, 2.2054955913885426 41.451655337724816, 2.207358095332491 41.452223739201195, 2.207581444951369 41.45220643137732, 2.209352747256364 41.451312929366864, 2.2094576321670756 41.45114517552202, 2.209224925882114 41.44941377594309, 2.209075985650523 41.44926474342924, 2.2076644886544194 41.448837944539434, 2.2073360531770607 41.44899620150696, 2.207265465335464 41.45007003299809))",139
"POLYGON ((2.2185872259652983 41.45032956144194, 2.2164780732890907 41.449755109651626, 2.2162026231760747 41.45002958472382, 2.218090820187462 41.45201338785822, 2.2195167594642764 41.45294785803046, 2.2199105676449995 41.45283643304663, 2.22020086205788 41.451267132405924, 2.22009722411653 41.451092759692244, 2.2185872259652983 41.45032956144194))",140
