service_id,date,exception_type
6800049-FEINERS,20260701,1
6800049-FEINERS,20260702,1
6800049-FEINERS,20260703,1
6800049-FEINERS,20260704,1
6800049-FEINERS,20260705,1
6800049-FEINERS,20260706,1
6800049-FEINERS,20260707,1
6800049-FEINERS,20260708,1
6800049-FEINERS,20260709,1
6800049-FEINERS,20260710,1
6800049-FEINERS,20260711,1
6800049-FEINERS,20260712,1
6800049-FEINERS,20260713,1
6800049-FEINERS,20260714,1
6800049-FEINERS,20260715,1
6800049-FEINERS,20260716,1
6800049-FEINERS,20260717,1
6800049-FEINERS,20260718,1
6800049-FEINERS,20260719,1
6800049-FEINERS,20260720,1
6800049-FEINERS,20260721,1
6800049-FEINERS,20260722,1
6800468-FEI EXC VAC,20260624,1
6800468-FEI EXC VAC,20260627,1
6800468-FEI EXC VAC,20260628,1
6800468-FEI EXC VAC,20260704,1
6800468-FEI EXC VAC,20260705,1
6800468-FEI EXC VAC,20260711,1
6800468-FEI EXC VAC,20260712,1
6800468-FEI EXC VAC,20260718,1
6800468-FEI EXC VAC,20260719,1
6800468-FEINERS,20260622,1
6800468-FEINERS,20260623,1
6800468-FEINERS,20260625,1
6800468-FEINERS,20260626,1
6800468-FEINERS,20260629,1
6800468-FEINERS,20260630,1
6800468-FEINERS,20260701,1
6800468-FEINERS,20260702,1
6800468-FEINERS,20260703,1
6800468-FEINERS,20260706,1
6800468-FEINERS,20260707,1
6800468-FEINERS,20260708,1
6800468-FEINERS,20260709,1
6800468-FEINERS,20260710,1
6800468-FEINERS,20260713,1
6800468-FEINERS,20260714,1
6800468-FEINERS,20260715,1
6800468-FEINERS,20260716,1
6800468-FEINERS,20260717,1
6800468-FEINERS,20260720,1
6800468-FEINERS,20260721,1
6800468-FEINERS,20260722,1
7000048-DE DOMINGO HASTA  JUEVES,20260622,1
7000048-DE DOMINGO HASTA  JUEVES,20260624,1
7000048-DE DOMINGO HASTA  JUEVES,20260625,1
7000048-DE DOMINGO HASTA  JUEVES,20260628,1
7000048-DE DOMINGO HASTA  JUEVES,20260629,1
7000048-DE DOMINGO HASTA  JUEVES,20260630,1
7000048-DE DOMINGO HASTA  JUEVES,20260701,1
7000048-DE DOMINGO HASTA  JUEVES,20260702,1
7000048-DE DOMINGO HASTA  JUEVES,20260705,1
7000048-DE DOMINGO HASTA  JUEVES,20260706,1
7000048-DE DOMINGO HASTA  JUEVES,20260707,1
7000048-DE DOMINGO HASTA  JUEVES,20260708,1
7000048-DE DOMINGO HASTA  JUEVES,20260709,1
7000048-DE DOMINGO HASTA  JUEVES,20260712,1
7000048-DE DOMINGO HASTA  JUEVES,20260713,1
7000048-DE DOMINGO HASTA  JUEVES,20260714,1
7000048-DE DOMINGO HASTA  JUEVES,20260715,1
7000048-DE DOMINGO HASTA  JUEVES,20260716,1
7000048-DE DOMINGO HASTA  JUEVES,20260719,1
7000048-DE DOMINGO HASTA  JUEVES,20260720,1
7000048-DE DOMINGO HASTA  JUEVES,20260721,1
7000048-DE DOMINGO HASTA  JUEVES,20260722,1
7000048-VIERNES Y SABADOS,20260623,1
7000048-VIERNES Y SABADOS,20260626,1
7000048-VIERNES Y SABADOS,20260627,1
7000048-VIERNES Y SABADOS,20260703,1
7000048-VIERNES Y SABADOS,20260704,1
7000048-VIERNES Y SABADOS,20260710,1
7000048-VIERNES Y SABADOS,20260711,1
7000048-VIERNES Y SABADOS,20260717,1
7000048-VIERNES Y SABADOS,20260718,1
71502508-FEINERS,20260622,1
71502508-FEINERS,20260623,1
71502508-FEINERS,20260625,1
71502508-FEINERS,20260626,1
71502508-FEINERS,20260629,1
71502508-FEINERS,20260630,1
71502508-FEINERS,20260701,1
71502508-FEINERS,20260702,1
71502508-FEINERS,20260703,1
71502508-FEINERS,20260706,1
71502508-FEINERS,20260707,1
71502508-FEINERS,20260708,1
71502508-FEINERS,20260709,1
71502508-FEINERS,20260710,1
71502508-FEINERS,20260713,1
71502508-FEINERS,20260714,1
71502508-FEINERS,20260715,1
71502508-FEINERS,20260716,1
71502508-FEINERS,20260717,1
71502508-FEINERS,20260720,1
71502508-FEINERS,20260721,1
71502508-FEINERS,20260722,1
