stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
7067,3430,BV-5031 / AV. SUPERMARESME,,41.5757830217557,2.50087365269359,,,0,,,
7068,4829,BV-5031 / AV. DE MONTALMAR,,41.579464691917,2.50450408854496,,,0,,,
7069,3410,BV-5031 / C. MAJOR (CAN CINTO),,41.58046,2.507304,,,0,,,
7070,4831,BV-5031 / AV. DE MONTALMAR,,41.580062,2.50471,,,0,,,
7071,4832,BV-5031 / AV. SUPERMARESME,,41.5762972532971,2.50106162040767,,,0,,,
7072,4843,BV-56031 (CAN FERRAN),,41.5750055065755,2.49608156461336,,,0,,,
7073,52,BV-5031 / AV. DE LA ROCA FERRERA (CAN PASSI),,41.5737737366464,2.49249265156325,,,0,,,
7074,53,AV. CATALUNYA/C. CLÒSENS,,41.5729224574512,2.4833712742667,,,0,,,
7075,54,AV. DE ST. ANDREU / PTGE. MASSORRA (LA CREU),,41.5693637640573,2.48519874843795,,,0,,,
7076,55,AV. DE ST. ANDREU / CAMÍ MASIA,,41.5656460719602,2.48976178463194,,,0,,,
7077,20,PL. DE LES TERESES,,41.53881165284073,2.4423549950880163,,,0,,,
7078,3580,C. DE JAUME ISERN,,41.540652028175685,2.4397465767503945,,,0,,,
7079,3590,PL. DE GRANOLLERS/C. DEL MUSIC JAUME ISERN,,41.54056256982,2.43616521669286,,,0,,,
7080,8374,RDA. D´O`DONNELL (BIBLIOTECA POMPEU FABRA),,41.5381660389605,2.43238572240728,,,0,,,
7081,8375,PL. DE L´ALCALDE SERRA I XIFRA (ICS),,41.5366253740636,2.43048110122833,,,0,,,
7082,8376,CAMI DEL MIG (CAMP FUTBOL),,41.5347101880356,2.42572678917617,,,0,,,
7083,4250,CAMÍ DEL MIG (EL CROS),,41.5320547884918,2.42069166504758,,,0,,,
7084,8358,CAN BALLESCÀ,,41.528331543456,2.41649363224326,,,0,,,
7085,8356,ZONA IND. LES CORTS,,41.52251,2.405,,,0,,,
7086,3930,SINDICAT AGRÍCOLA,,41.5217771971016,2.40130717999738,,,0,,,
7088,5844,AV. DE L´ARQUITECTE EDUARD FERRÉS (CAMP DE FUTBOL),,41.5097881684716,2.39438356497704,,,0,,,
7089,5845,AV. DE L´ARQUITECTE E. FERRÉS (MUSEU DE LA MARINA),,41.5072396172236,2.38937460641103,,,0,,,
7090,3875,PASSEIG DELS PINS (BARRETINA),,41.5016,2.39086,,,0,,,
7091,27,CAMÍ RAL/TORRENT D´EN CUYÀS,,41.49774,2.38336,,,0,,,
7092,28,CAMÍ RAL/C. CAMP DE MAR (MERCAT DE LA FLOR),,41.4937699549551,2.37362742035637,,,0,,,
7093,3720,CAMÍ RAL/C. CAMP DE MAR (MERCAT DE LA FLOR),,41.4936719876821,2.37383202645479,,,0,,,
7094,3710,CAMÍ RAL/TORRENT D´EN CUYÀS,,41.49765,2.38358,,,0,,,
7095,8377,AVDA.CARLES III - MUSEU MARINA,,41.5070330939249,2.38949637294587,,,0,,,
7096,8378,AV.DE L´ARQUITECTE E.FERRES (LA BÒBILA),,41.5098373018948,2.39516200991909,,,0,,,
7097,8315,CTRA. D´ARGENTONA (EL NOU GARDEN),,41.51684,2.39682,,,0,,,
7098,8379,SINDICAT CABRERA,,41.5208094603259,2.40054905024729,,,0,,,
7099,8357,LES CORTS,,41.5229248242696,2.40549153995059,,,0,,,
7100,8359,CAN BALLESCÀ,,41.5282153045208,2.41666248795241,,,0,,,
7101,8381,EL CROS,,41.5314054431211,2.42052963891318,,,0,,,
7102,3280,GRAN VIA-RIERA DE PREMIÀ,,41.4907681863814,2.3536743690271,,,0,,,
7103,3290,GRAN VIA-ELISENDA DE MONTCADA,,41.493159294607,2.35924527715923,,,0,,,
7107,29,CAMÍ RAL/C. DE FRANCESC MAS I ABRIL,,41.491187996127,2.36598530030339,,,0,,,
7108,3790,CTRA. DE PREMIÀ DE MAR / RIERA DE SANT PERE,,41.5069732176563,2.34268097701603,,,0,,,
7110,3810,AV. DE FÈLIX MILLET / CTRA. DE PREMIÀ DE MAR,,41.50235,2.34333,,,0,,,
7112,4824,TORRENT CASTELLS / CAMÍ DE CAN SOBERANO,,41.49719,2.34394,,,0,,,
7113,3245,C. DELS LLESSAMINS/C. DE LES DÀLIES (LES PÈRGOLES),,41.4955135743176,2.34386311466962,,,0,,,
7117,3225,CTRA. D´ENLLAÇ / PG. CAN BALET,,41.502612,2.352301,,,0,,,
7118,4823,CTRA. D´ENLLAÇ / C. DE LA DOLÇA DE PROVENÇA,,41.50302,2.35228,,,0,,,
7119,3800,CTRA D´ENLLAÇ/CAMÍ SOT DEL PI (RTDA.  FONT BLAVA),,41.5050700125709,2.34854755346223,,,0,,,
7120,3797,RIERA DE SANT PERE / TORRENT DE CAN PAU MANENT,,41.50583,2.34529,,,0,,,
7121,3850,PG. DE CABRILS (PONT DE LA VELA),,41.5260901489633,2.36572858671765,,,0,,,
7122,5735,AV. LA LLOBATERA (DUES RIERES-CAN BERGAI),,41.5291211897136,2.36167146044592,,,0,,,
7123,73,CTRA. DE CABRILS / PTGE. STA. ELENA,,41.5233323892972,2.36872794808907,,,0,,,
7124,74,CTRA. DE CABRILS / C. CAN TOSCA (MONTCABRER),,41.52042,2.37245,,,0,,,
7125,75,CTRA. DE CABRILS (SANT CRIST),,41.51495,2.3788,,,0,,,
7126,76,CTRA. DE CABRILS / AV. DEL PROGRÉS (CAMÍ DEL MIG),,41.5111926373902,2.38239908922819,,,0,,,
7128,3870,CTRA. DE CABRILS / C. PAU CASALS (CASTILLEJOS),,41.50673,2.38634,,,0,,,
7129,3880,CTRA. DE CABRILS / C. JERONI MARSAL (EL BARATO),,41.50818,2.38486,,,0,,,
7130,3890,CTRA. DE CABRILS / AV. DEL PROGRÉS (CAMÍ DEL MIG),,41.5113638330694,2.38240944543778,,,0,,,
7131,3820,CTRA. DE CABRILS / CAMI DE MATARÓ (ST. CRIST),,41.5155,2.37873,,,0,,,
7132,3830,CTRA. DE CABRILS / C. DE LA MUNTANYA (MONTCABRER),,41.52092901807827,2.3724279017829986,,,0,,,
7133,3840,PG. DE  CABRILS / C. PARE CASANOVAS,,41.5231362112383,2.36908942182729,,,0,,,
7136,65,CTRA. DE VILASSAR B-502 (ESCOLA BRESSOL),,41.544839,2.4072,,,0,,,
7137,66,CTRA. DE VILASSAR B-502 (MADÀ),,41.540528,2.409718,,,0,,,
7140,69,CTRA. B-502 (EL SINDICAT),,41.5216137619201,2.4010569952125,,,0,,,
7143,25,C. DEL CANONGE ALMERA/C. D´ENRIC GRANADOS,,41.50555,2.39908,,,0,,,
7144,26,CAMÍ RAL / PL. DE L´AJUNTAMENT,,41.5021232987309,2.39275358573501,,,0,,,
7145,3700,C. DE SANT JAUME (ESTACIÓ DE VILASSAR DE MAR),,41.5008861861032,2.39046470087177,,,0,,,
7146,3690,C. DEL CANONGE ALMERA/C. D´ENRIC GRANADOS,,41.5048264522575,2.39807238982352,,,0,,,
7154,3990,PL. D´ESPANYA (PARC CENTRAL),,41.5445976896912,2.4416693344182,,,0,,,
7155,4000,AV. DE  PUIG I CADAFALCH/C. DE JOAN MARAGALL,,41.540280255502,2.42824310547414,,,0,,,
7156,3361,AV. DE PUIG I CADAFALCH (ROT. DEL PI GROS),,41.5510151841952,2.40655322053879,,,0,,,
7158,3367,3367 CAMI DEL MIG/ AV PRESIDENT LLUIS COMPANYS,,41.53655000000001,2.4316,,,0,,,
7159,11,CAMÍ RAL/C. PIZARRO (PL. DR. FLEMING),,41.5336622150343,2.43970152809123,,,0,,,
7160,12,CAMÍ RAL (PORTA LAIETANA-TECNOCAMPUS),,41.5304366877564,2.43583360787792,,,0,,,
7161,6501,CTRA. BARCELONA/C. REMALLAIRE (P. IND. LES HORTES),,41.52708,2.43125,,,0,,,
7162,19,CTRA. N-II / VIA SÈRGIA (TUBVERD),,41.52418,2.4268,,,0,,,
7163,21,CTRA. N-II (CENTRE COMERCIALCARREFOUR),,41.521256721451,2.42103966912745,,,0,,,
7164,22,CTRA. N-II (URBANITZACIÓ BONAMAR),,41.5125,2.40922,,,0,,,
7165,23,CTRA N-II-RIERA DE CABRERA,,41.511089724541,2.40734940613294,,,0,,,
7166,24,CTRA N-II-AV BURRIAC,,41.5085214313019,2.40363417048609,,,0,,,
7168,34,CTRA. N-II (CAMPING HISPANO),,41.48289,2.33551,,,0,,,
7169,35,(TORRENT DE L´ASE) PRAT DE LA RIBA/MARE DÉU  NÚRIA,,41.480441,2.325031,,,0,,,
7170,3370,(MERCAT VELL) BARCELONA / MARE DE DÉU DEL CARME,,41.4782708620838,2.31560298327798,,,0,,,
7171,37,(ESTACIÓ EL MASNOU) MOSSÈN JACINT VERDAGUER,,41.477181207147325,2.3104219450256096,,,0,,,
7172,38,C. DE CAMIL FABRA (CAMPING MASNOU),,41.4750927097553,2.3038393735695,,,0,,,
7173,39,C. DE CAMIL FABRA (CAN VENTURA),,41.4723845835462,2.29547303882105,,,0,,,
7174,63,CAMÍ RAL/ESCOLES,,41.46782,2.28277,,,0,,,
7176,42,MARINA/AV. MEDITERRÀNIA (ESTACIÓ DE MONTGAT),,41.46341719818534,2.272461227388578,,,0,,,
7177,43,CTRA MATARÓ-VELÁZQUEZ,,41.4603456350618,2.26727294116297,,,0,,,
7178,44,POMAR DE BAIX/POMPEU FABRA,,41.4559734584302,2.25828241551758,,,0,,,
7179,45,ST.BRU/SEU D´URGELL,,41.453812,2.252038,,,0,,,
7180,4070,PL. DE L´ASSEMBLEA DE CATALUNYA/TERMES ROMANES,,41.45244,2.24826,,,0,,,
7181,4060,BALDOMER SOLÀ/TORRENT D´EN VALLS,,41.4453599609443,2.23720230087047,,,0,,,
7182,47,AV. ALFONS XIII/SANT LLUC,,41.43949,2.22824,,,0,,,
7183,48,(PARADA B3) AV. MARESME / AV. D´ALFONS XIII,,41.43544215470504,2.2221717782894013,,,0,,,
7184,49,AV PI I MARGALL/AV. CATALUNYA,,41.4328680211519,2.21597210930584,,,0,,,
7185,51,RBLA GUIPÚSCOA/VERNEDA,,41.425088143164,2.20845439852152,,,0,,,
7186,4020,RBLA. DE  GUIPÚSCOA (METRO LA PAU),,41.423381,2.206245,,,0,,,
7187,4010,RBLA GUIPÚSCOA-EXTREMADURA,,41.4248188474094,2.20858931070039,,,0,,,
7188,4030,AV. PI I MARGALL/AV. DE CATALUNYA,,41.4327,2.21604,,,0,,,
7189,4040,(PARADA B3) AV. DEL MARESME / AV. D´ALFONS XIII,,41.43533599331435,2.221311501940284,,,0,,,
7190,4050,AV ALFONS XIII-ST.LLUC,,41.43939,2.22836,,,0,,,
7191,4090,AV. DEL MARQUÈS DE MONT-ROIG/PL. PAÏSOS CATALANS (,,41.44431,2.23863,,,0,,,
7192,4100,FRANCESC MACIÀ/MARIA CRISTINA,,41.4476,2.24257,,,0,,,
7193,4080,FRANCESC LAYRET/SANT MIQUEL,,41.45073,2.2483,,,0,,,
7194,4110,ST.BRU/PRIM,,41.453261852201,2.25127338327041,,,0,,,
7195,4128,POMAR DE BAIX/RIERA DEL CANYADÓ,,41.45592,2.25758,,,0,,,
7196,4130,CTRA MATARÓ-PTGE CUSSÓ,,41.4599557498068,2.26687021748646,,,0,,,
7197,4140,CTRA. MATARÓ (ESTACIÓ DE MONTGAT),,41.4633525230379,2.27269947249433,,,0,,,
7198,4150,CAMÍ RAL (AJUNTAMENT DE MONTGAT),,41.46651,2.27966,,,0,,,
7199,4160,CAMÍ RAL-RIERA FONT,,41.46808134997675,2.284143311909702,,,0,,,
7201,4170,C. DE CAMIL FABRA (LABORATORIS ALCON-CUSÍ),,41.4723591764823,2.29573679001674,,,0,,,
7203,3350,C. DE MOSSÈN JACINT VERDAGUER (ESTACIÓ EL MASNOU),,41.4772274978242,2.31132616239776,,,0,,,
7204,3360,PG. DE PRAT DE LA RIBA (ESTACIÓ D¿OCATA),,41.479291,2.320681,,,0,,,
