route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
47,4700848-FEINERS,47000011401,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011402,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011403,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011404,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011405,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011406,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011407,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011408,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011409,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011410,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011411,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011412,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011413,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011414,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011415,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011416,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011417,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011418,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011419,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011420,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011421,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011422,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011424,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011425,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000011426,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000020400,BCN - MAT(CENTRE),,1,,0047_0002,1
47,4700848-FEINERS,47000011427,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000020401,BCN - MAT(CENTRE),,1,,0047_0002,1
47,4700848-FEINERS,47000011428,MAT(CENTRE)-BCN,,0,,0047_0001,1
47,4700848-FEINERS,47000020402,BCN - MAT(CENTRE),,1,,0047_0002,1
47,4700848-FEINERS,47000011429,MAT(CENTRE)-BCN,,0,,0047_0001,1
