trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,timepoint
1908_0219,15:00:00,15:00:10,2029,4,1336.069,1
1908_0219,15:02:00,15:02:00,2030,5,2008.983,1
1908_0220,15:06:00,15:06:00,2030,1,0.0,1
1908_0220,15:07:30,15:07:40,2129,2,673.126,1
1908_0220,15:09:00,15:09:10,2110,3,1158.672,1
1908_0220,15:10:30,15:10:40,2109,4,1616.603,1
1908_0220,15:12:30,15:12:30,2108,5,2003.773,1
1908_0221,15:18:00,15:18:00,2108,1,0.0,1
1908_0221,15:21:00,15:21:10,2009,2,392.911,1
1908_0221,15:22:30,15:22:40,2010,3,850.13,1
1908_0221,15:24:00,15:24:10,2029,4,1336.069,1
1908_0221,15:26:00,15:26:00,2030,5,2008.983,1
1908_0222,15:30:00,15:30:00,2030,1,0.0,1
1908_0222,15:31:30,15:31:40,2129,2,673.126,1
1908_0222,15:33:00,15:33:10,2110,3,1158.672,1
1908_0222,15:34:30,15:34:40,2109,4,1616.603,1
1908_0222,15:36:30,15:36:30,2108,5,2003.773,1
1908_0223,15:42:00,15:42:00,2108,1,0.0,1
1908_0223,15:45:00,15:45:10,2009,2,392.911,1
1908_0223,15:46:30,15:46:40,2010,3,850.13,1
1908_0223,15:48:00,15:48:10,2029,4,1336.069,1
1908_0223,15:50:00,15:50:00,2030,5,2008.983,1
1908_0224,15:54:00,15:54:00,2030,1,0.0,1
1908_0224,15:55:30,15:55:40,2129,2,673.126,1
1908_0224,15:57:00,15:57:10,2110,3,1158.672,1
1908_0224,15:58:30,15:58:40,2109,4,1616.603,1
1908_0224,16:00:30,16:00:30,2108,5,2003.773,1
1908_0225,16:06:00,16:06:00,2108,1,0.0,1
1908_0225,16:09:00,16:09:10,2009,2,392.911,1
1908_0225,16:10:30,16:10:40,2010,3,850.13,1
1908_0225,16:12:00,16:12:10,2029,4,1336.069,1
1908_0225,16:14:00,16:14:00,2030,5,2008.983,1
1908_0226,16:18:00,16:18:00,2030,1,0.0,1
1908_0226,16:19:30,16:19:40,2129,2,673.126,1
1908_0226,16:21:00,16:21:10,2110,3,1158.672,1
1908_0226,16:22:30,16:22:40,2109,4,1616.603,1
1908_0226,16:24:30,16:24:30,2108,5,2003.773,1
1908_0227,16:30:00,16:30:00,2108,1,0.0,1
1908_0227,16:33:00,16:33:10,2009,2,392.911,1
1908_0227,16:34:30,16:34:40,2010,3,850.13,1
1908_0227,16:36:00,16:36:10,2029,4,1336.069,1
1908_0227,16:38:00,16:38:00,2030,5,2008.983,1
1908_0228,16:42:00,16:42:00,2030,1,0.0,1
1908_0228,16:43:30,16:43:40,2129,2,673.126,1
1908_0228,16:45:00,16:45:10,2110,3,1158.672,1
1908_0228,16:46:30,16:46:40,2109,4,1616.603,1
1908_0228,16:48:30,16:48:30,2108,5,2003.773,1
1908_0229,16:54:00,16:54:00,2108,1,0.0,1
1908_0229,16:57:00,16:57:10,2009,2,392.911,1
1908_0229,16:58:30,16:58:40,2010,3,850.13,1
1908_0229,17:00:00,17:00:10,2029,4,1336.069,1
1908_0229,17:02:00,17:02:00,2030,5,2008.983,1
1908_0230,17:06:00,17:06:00,2030,1,0.0,1
1908_0230,17:07:30,17:07:40,2129,2,673.126,1
1908_0230,17:09:00,17:09:10,2110,3,1158.672,1
1908_0230,17:10:30,17:10:40,2109,4,1616.603,1
1908_0230,17:12:30,17:12:30,2108,5,2003.773,1
1908_0231,17:18:00,17:18:00,2108,1,0.0,1
1908_0231,17:21:00,17:21:10,2009,2,392.911,1
1908_0231,17:22:30,17:22:40,2010,3,850.13,1
1908_0231,17:24:00,17:24:10,2029,4,1336.069,1
1908_0231,17:26:00,17:26:00,2030,5,2008.983,1
1908_0232,17:30:00,17:30:00,2030,1,0.0,1
1908_0232,17:31:30,17:31:40,2129,2,673.126,1
1908_0232,17:33:00,17:33:10,2110,3,1158.672,1
1908_0232,17:34:30,17:34:40,2109,4,1616.603,1
1908_0232,17:36:30,17:36:30,2108,5,2003.773,1
1908_0233,17:42:00,17:42:00,2108,1,0.0,1
1908_0233,17:45:00,17:45:10,2009,2,392.911,1
1908_0233,17:46:30,17:46:40,2010,3,850.13,1
1908_0233,17:48:00,17:48:10,2029,4,1336.069,1
1908_0233,17:50:00,17:50:00,2030,5,2008.983,1
1908_0234,17:54:00,17:54:00,2030,1,0.0,1
1908_0234,17:55:30,17:55:40,2129,2,673.126,1
1908_0234,17:57:00,17:57:10,2110,3,1158.672,1
1908_0234,17:58:30,17:58:40,2109,4,1616.603,1
1908_0234,18:00:30,18:00:30,2108,5,2003.773,1
1908_0235,18:06:00,18:06:00,2108,1,0.0,1
1908_0235,18:09:00,18:09:10,2009,2,392.911,1
1908_0235,18:10:30,18:10:40,2010,3,850.13,1
1908_0235,18:12:00,18:12:10,2029,4,1336.069,1
1908_0235,18:14:00,18:14:00,2030,5,2008.983,1
1908_0236,18:18:00,18:18:00,2030,1,0.0,1
1908_0236,18:19:30,18:19:40,2129,2,673.126,1
1908_0236,18:21:00,18:21:10,2110,3,1158.672,1
1908_0236,18:22:30,18:22:40,2109,4,1616.603,1
1908_0236,18:24:30,18:24:30,2108,5,2003.773,1
1908_0237,18:30:00,18:30:00,2108,1,0.0,1
1908_0237,18:33:00,18:33:10,2009,2,392.911,1
1908_0237,18:34:30,18:34:40,2010,3,850.13,1
1908_0237,18:36:00,18:36:10,2029,4,1336.069,1
1908_0237,18:38:00,18:38:00,2030,5,2008.983,1
1908_0238,18:42:00,18:42:00,2030,1,0.0,1
1908_0238,18:43:30,18:43:40,2129,2,673.126,1
1908_0238,18:45:00,18:45:10,2110,3,1158.672,1
1908_0238,18:46:30,18:46:40,2109,4,1616.603,1
1908_0238,18:48:30,18:48:30,2108,5,2003.773,1
1908_0239,18:54:00,18:54:00,2108,1,0.0,1
1908_0239,18:57:00,18:57:10,2009,2,392.911,1
1908_0239,18:58:30,18:58:40,2010,3,850.13,1
1908_0239,19:00:00,19:00:10,2029,4,1336.069,1
1908_0239,19:02:00,19:02:00,2030,5,2008.983,1
1908_0240,19:06:00,19:06:00,2030,1,0.0,1
1908_0240,19:07:30,19:07:40,2129,2,673.126,1
1908_0240,19:09:00,19:09:10,2110,3,1158.672,1
1908_0240,19:10:30,19:10:40,2109,4,1616.603,1
1908_0240,19:12:30,19:12:30,2108,5,2003.773,1
1908_0241,19:18:00,19:18:00,2108,1,0.0,1
1908_0241,19:21:00,19:21:10,2009,2,392.911,1
1908_0241,19:22:30,19:22:40,2010,3,850.13,1
1908_0241,19:24:00,19:24:10,2029,4,1336.069,1
1908_0241,19:26:00,19:26:00,2030,5,2008.983,1
1908_0242,19:30:00,19:30:00,2030,1,0.0,1
1908_0242,19:31:30,19:31:40,2129,2,673.126,1
1908_0242,19:33:00,19:33:10,2110,3,1158.672,1
1908_0242,19:34:30,19:34:40,2109,4,1616.603,1
1908_0242,19:36:30,19:36:30,2108,5,2003.773,1
1908_0243,19:42:00,19:42:00,2108,1,0.0,1
1908_0243,19:45:00,19:45:10,2009,2,392.911,1
1908_0243,19:46:30,19:46:40,2010,3,850.13,1
1908_0243,19:48:00,19:48:10,2029,4,1336.069,1
1908_0243,19:50:00,19:50:00,2030,5,2008.983,1
1908_0244,19:54:00,19:54:00,2030,1,0.0,1
1908_0244,19:55:30,19:55:40,2129,2,673.126,1
1908_0244,19:57:00,19:57:10,2110,3,1158.672,1
1908_0244,19:58:30,19:58:40,2109,4,1616.603,1
1908_0244,20:00:30,20:00:30,2108,5,2003.773,1
1908_0245,20:06:00,20:06:00,2108,1,0.0,1
1908_0245,20:09:00,20:09:10,2009,2,392.911,1
1908_0245,20:10:30,20:10:40,2010,3,850.13,1
1908_0245,20:12:00,20:12:10,2029,4,1336.069,1
1908_0245,20:14:00,20:14:00,2030,5,2008.983,1
1908_0246,20:18:00,20:18:00,2030,1,0.0,1
1908_0246,20:19:30,20:19:40,2129,2,673.126,1
1908_0246,20:21:00,20:21:10,2110,3,1158.672,1
1908_0246,20:22:30,20:22:40,2109,4,1616.603,1
1908_0246,20:24:30,20:24:30,2108,5,2003.773,1
1908_0247,20:30:00,20:30:00,2108,1,0.0,1
1908_0247,20:33:00,20:33:10,2009,2,392.911,1
1908_0247,20:34:30,20:34:40,2010,3,850.13,1
1908_0247,20:36:00,20:36:10,2029,4,1336.069,1
1908_0247,20:38:00,20:38:00,2030,5,2008.983,1
1908_0248,20:42:00,20:42:00,2030,1,0.0,1
1908_0248,20:43:30,20:43:40,2129,2,673.126,1
1908_0248,20:45:00,20:45:10,2110,3,1158.672,1
1908_0248,20:46:30,20:46:40,2109,4,1616.603,1
1908_0248,20:48:30,20:48:30,2108,5,2003.773,1
1908_0249,20:54:00,20:54:00,2108,1,0.0,1
1908_0249,20:57:00,20:57:10,2009,2,392.911,1
1908_0249,20:58:30,20:58:40,2010,3,850.13,1
1908_0249,21:00:00,21:00:10,2029,4,1336.069,1
1908_0249,21:01:40,21:01:40,2030,5,2008.983,1
1908_0250,21:06:00,21:06:00,2030,1,0.0,1
1908_0250,21:07:30,21:07:40,2129,2,673.126,1
1908_0250,21:09:00,21:09:10,2110,3,1158.672,1
1908_0250,21:10:30,21:10:40,2109,4,1616.603,1
1908_0250,21:12:30,21:12:30,2108,5,2003.773,1
1908_0251,21:21:00,21:21:00,2108,1,0.0,1
1908_0251,21:24:00,21:24:10,2009,2,392.911,1
1908_0251,21:25:30,21:25:40,2010,3,850.13,1
1908_0251,21:27:00,21:27:10,2029,4,1336.069,1
1908_0251,21:28:00,21:28:00,2030,5,2008.983,1
1908_0252,21:38:00,21:38:00,2030,1,0.0,1
1908_0252,21:39:30,21:39:40,2129,2,673.126,1
1908_0252,21:41:00,21:41:10,2110,3,1158.672,1
1908_0252,21:42:30,21:42:40,2109,4,1616.603,1
1908_0252,21:44:30,21:44:30,2108,5,2003.773,1
1908_0253,21:53:00,21:53:00,2108,1,0.0,1
1908_0253,21:56:00,21:56:10,2009,2,392.911,1
1908_0253,21:57:30,21:57:40,2010,3,850.13,1
1908_0253,21:59:00,21:59:10,2029,4,1336.069,1
1908_0253,22:00:00,22:00:00,2030,5,2008.983,1
1908_0254,22:08:00,22:08:00,2030,1,0.0,1
1908_0254,22:09:30,22:09:40,2129,2,673.126,1
1908_0254,22:11:00,22:11:10,2110,3,1158.672,1
1908_0254,22:12:30,22:12:40,2109,4,1616.603,1
1908_0254,22:14:30,22:14:30,2108,5,2003.773,1
1908_0255,22:20:00,22:20:00,2108,1,0.0,1
1908_0255,22:23:00,22:23:10,2009,2,392.911,1
1908_0255,22:24:30,22:24:40,2010,3,850.13,1
1908_0255,22:26:00,22:26:10,2029,4,1336.069,1
1908_0255,22:27:00,22:27:00,2030,5,2008.983,1
1908_0256,22:40:00,22:40:00,2030,1,0.0,1
1908_0256,22:41:30,22:41:40,2129,2,673.126,1
1908_0256,22:43:00,22:43:10,2110,3,1158.672,1
1908_0256,22:44:30,22:44:40,2109,4,1616.603,1
1908_0256,22:46:30,22:46:30,2108,5,2003.773,1
1908_0257,23:00:00,23:00:00,2108,1,0.0,1
1908_0257,23:03:00,23:03:10,2009,2,392.911,1
1908_0257,23:04:30,23:04:40,2010,3,850.13,1
1908_0257,23:06:00,23:06:10,2029,4,1336.069,1
1908_0257,23:07:00,23:07:00,2030,5,2008.983,1
1908_0258,23:20:00,23:20:00,2030,1,0.0,1
1908_0258,23:21:30,23:21:40,2129,2,673.126,1
1908_0258,23:23:00,23:23:10,2110,3,1158.672,1
1908_0258,23:24:30,23:24:40,2109,4,1616.603,1
1908_0258,23:26:30,23:26:30,2108,5,2003.773,1
1908_0259,23:40:00,23:40:00,2108,1,0.0,1
1908_0259,23:43:00,23:43:10,2009,2,392.911,1
1908_0259,23:44:30,23:44:40,2010,3,850.13,1
1908_0259,23:46:00,23:46:10,2029,4,1336.069,1
1908_0259,23:47:00,23:47:00,2030,5,2008.983,1
1908_0260,24:00:00,24:00:00,2030,1,0.0,1
1908_0260,24:01:30,24:01:40,2129,2,673.126,1
1908_0260,24:03:00,24:03:10,2110,3,1158.672,1
1908_0260,24:04:30,24:04:40,2109,4,1616.603,1
1908_0260,24:06:30,24:06:30,2108,5,2003.773,1
1908_0261,24:20:00,24:20:00,2108,1,0.0,1
1908_0261,24:23:00,24:23:10,2009,2,392.911,1
1908_0261,24:24:30,24:24:40,2010,3,850.13,1
1908_0261,24:26:00,24:26:10,2029,4,1336.069,1
1908_0261,24:27:00,24:27:00,2030,5,2008.983,1
1908_0262,24:40:00,24:40:00,2030,1,0.0,1
1908_0262,24:41:30,24:41:40,2129,2,673.126,1
1908_0262,24:43:00,24:43:10,2110,3,1158.672,1
1908_0262,24:44:30,24:44:40,2109,4,1616.603,1
1908_0262,24:46:30,24:46:30,2108,5,2003.773,1
1908_0263,25:00:00,25:00:00,2108,1,0.0,1
1908_0263,25:03:00,25:03:10,2009,2,392.911,1
1908_0263,25:04:30,25:04:40,2010,3,850.13,1
1908_0263,25:06:00,25:06:10,2029,4,1336.069,1
1908_0263,25:07:00,25:07:00,2030,5,2008.983,1
1908_0264,25:20:00,25:20:00,2030,1,0.0,1
1908_0264,25:21:30,25:21:40,2129,2,673.126,1
1908_0264,25:23:00,25:23:10,2110,3,1158.672,1
1908_0264,25:24:30,25:24:40,2109,4,1616.603,1
1908_0264,25:26:30,25:26:30,2108,5,2003.773,1
1908_0265,25:40:00,25:40:00,2108,1,0.0,1
1908_0265,25:43:00,25:43:10,2009,2,392.911,1
1908_0265,25:44:30,25:44:40,2010,3,850.13,1
1908_0265,25:46:00,25:46:10,2029,4,1336.069,1
1908_0265,25:47:00,25:47:00,2030,5,2008.983,1
1908_0266,26:00:00,26:00:00,2030,1,0.0,1
1908_0266,26:01:30,26:01:40,2129,2,673.126,1
1908_0266,26:03:00,26:03:10,2110,3,1158.672,1
1908_0266,26:04:30,26:04:40,2109,4,1616.603,1
1908_0266,26:06:30,26:06:30,2108,5,2003.773,1
1908_0299,05:00:00,05:00:00,2019,1,0.0,1
1908_0299,05:02:00,05:02:10,2117,2,730.075,1
1908_0299,05:03:30,05:03:40,2116,3,1365.812,1
1908_0299,05:05:30,05:05:40,2114,4,1883.886,1
1908_0299,05:07:30,05:07:40,2113,5,2526.761,1
1908_0299,05:09:00,05:09:10,2128,6,3034.03,1
1908_0299,05:10:30,05:10:40,2127,7,3498.752,1
1908_0299,05:13:00,05:13:10,2126,8,4189.862,1
1908_0299,05:14:30,05:14:30,2125,9,4761.682,1
1908_0300,05:30:00,05:30:00,2125,1,0.0,1
1908_0300,05:31:00,05:31:10,2026,2,592.947,1
1908_0300,05:33:30,05:33:40,2027,3,1257.009,1
1908_0300,05:35:00,05:35:10,2028,4,1728.381,1
1908_0300,05:37:00,05:37:10,2013,5,2236.943,1
1908_0300,05:39:00,05:39:10,2014,6,2898.022,1
1908_0300,05:41:00,05:41:10,2016,7,3405.137,1
1908_0300,05:43:00,05:43:10,2017,8,4040.885,1
1908_0300,05:45:00,05:45:00,2019,9,4770.949,1
1908_0301,05:55:00,05:55:00,2019,1,0.0,1
1908_0301,05:57:00,05:57:10,2117,2,730.075,1
1908_0301,05:58:30,05:58:40,2116,3,1365.812,1
1908_0301,06:00:30,06:00:40,2114,4,1883.886,1
1908_0301,06:02:30,06:02:40,2113,5,2526.761,1
1908_0301,06:04:00,06:04:10,2128,6,3034.03,1
1908_0301,06:05:30,06:05:40,2127,7,3498.752,1
1908_0301,06:08:00,06:08:10,2126,8,4189.862,1
1908_0301,06:09:30,06:09:30,2125,9,4761.682,1
1908_0302,06:15:00,06:15:00,2125,1,0.0,1
1908_0302,06:16:00,06:16:10,2026,2,592.947,1
1908_0302,06:18:30,06:18:40,2027,3,1257.009,1
1908_0302,06:20:00,06:20:10,2028,4,1728.381,1
1908_0302,06:22:00,06:22:10,2013,5,2236.943,1
1908_0302,06:24:00,06:24:10,2014,6,2898.022,1
1908_0302,06:26:00,06:26:10,2016,7,3405.137,1
1908_0302,06:28:00,06:28:10,2017,8,4040.885,1
1908_0302,06:30:00,06:30:00,2019,9,4770.949,1
1908_0303,06:41:00,06:41:00,2019,1,0.0,1
1908_0303,06:43:00,06:43:10,2117,2,730.075,1
1908_0303,06:44:30,06:44:40,2116,3,1365.812,1
1908_0303,06:46:30,06:46:40,2114,4,1883.886,1
1908_0303,06:48:30,06:48:40,2113,5,2526.761,1
1908_0303,06:50:00,06:50:10,2128,6,3034.03,1
1908_0303,06:51:30,06:51:40,2127,7,3498.752,1
1908_0303,06:54:00,06:54:10,2126,8,4189.862,1
1908_0303,06:55:30,06:55:30,2125,9,4761.682,1
1908_0304,06:59:40,06:59:40,2125,1,0.0,1
1908_0304,07:00:40,07:00:50,2026,2,592.947,1
1908_0304,07:03:10,07:03:20,2027,3,1257.009,1
1908_0304,07:04:40,07:04:50,2028,4,1728.381,1
1908_0304,07:07:10,07:07:20,2111,5,2105.376,1
1908_0304,07:09:40,07:09:50,2029,6,2777.129,1
1908_0304,07:11:40,07:11:40,2130,7,3449.903,1
1908_0305,07:23:00,07:23:00,2130,1,0.0,1
1908_0305,07:24:30,07:24:40,2129,2,672.418,1
1908_0305,07:27:00,07:27:10,2011,3,1328.24,1
1908_0305,07:29:00,07:29:10,2128,4,1716.92,1
1908_0305,07:30:30,07:30:40,2127,5,2181.642,1
1908_0305,07:33:00,07:33:10,2126,6,2872.752,1
1908_0305,07:34:30,07:34:30,2125,7,3444.572,1
1908_0306,07:38:40,07:38:40,2125,1,0.0,1
1908_0306,07:39:40,07:39:50,2026,2,592.947,1
1908_0306,07:42:10,07:42:20,2027,3,1257.009,1
1908_0306,07:43:40,07:43:50,2028,4,1728.381,1
1908_0306,07:45:40,07:45:50,2013,5,2236.943,1
1908_0306,07:47:40,07:47:50,2014,6,2898.022,1
1908_0306,07:49:40,07:49:50,2016,7,3405.137,1
1908_0306,07:51:40,07:51:50,2017,8,4040.885,1
1908_0306,07:53:40,07:53:40,2019,9,4770.949,1
1908_0307,08:00:00,08:00:00,2019,1,0.0,1
1908_0307,08:02:00,08:02:10,2117,2,730.075,1
1908_0307,08:03:30,08:03:40,2116,3,1365.812,1
1908_0307,08:05:30,08:05:40,2114,4,1883.886,1
1908_0307,08:07:30,08:07:40,2113,5,2526.761,1
1908_0307,08:09:00,08:09:10,2128,6,3034.03,1
1908_0307,08:10:30,08:10:40,2127,7,3498.752,1
1908_0307,08:13:00,08:13:10,2126,8,4189.862,1
1908_0307,08:14:30,08:14:30,2125,9,4761.682,1
1908_0308,08:18:40,08:18:40,2125,1,0.0,1
1908_0308,08:19:40,08:19:50,2026,2,592.947,1
1908_0308,08:22:10,08:22:20,2027,3,1257.009,1
1908_0308,08:23:40,08:23:50,2028,4,1728.381,1
1908_0308,08:25:40,08:25:50,2013,5,2236.943,1
1908_0308,08:27:40,08:27:50,2014,6,2898.022,1
1908_0308,08:29:40,08:29:50,2016,7,3405.137,1
1908_0308,08:31:40,08:31:50,2017,8,4040.885,1
1908_0308,08:33:40,08:33:40,2019,9,4770.949,1
1908_0309,08:40:00,08:40:00,2019,1,0.0,1
1908_0309,08:42:00,08:42:10,2117,2,730.075,1
1908_0309,08:43:30,08:43:40,2116,3,1365.812,1
1908_0309,08:45:30,08:45:40,2114,4,1883.886,1
1908_0309,08:47:30,08:47:40,2113,5,2526.761,1
1908_0309,08:49:00,08:49:10,2128,6,3034.03,1
1908_0309,08:50:30,08:50:40,2127,7,3498.752,1
1908_0309,08:53:00,08:53:10,2126,8,4189.862,1
1908_0309,08:54:30,08:54:30,2125,9,4761.682,1
1908_0310,08:58:40,08:58:40,2125,1,0.0,1
1908_0310,08:59:40,08:59:50,2026,2,592.947,1
1908_0310,09:02:10,09:02:20,2027,3,1257.009,1
1908_0310,09:03:40,09:03:50,2028,4,1728.381,1
1908_0310,09:06:10,09:06:20,2111,5,2105.376,1
1908_0310,09:08:40,09:08:50,2029,6,2777.129,1
1908_0310,09:10:40,09:10:40,2130,7,3449.903,1
1908_0311,09:23:00,09:23:00,2130,1,0.0,1
1908_0311,09:24:30,09:24:40,2129,2,672.418,1
1908_0311,09:27:00,09:27:10,2011,3,1328.24,1
1908_0311,09:29:00,09:29:10,2128,4,1716.92,1
1908_0311,09:30:30,09:30:40,2127,5,2181.642,1
1908_0311,09:33:00,09:33:10,2126,6,2872.752,1
1908_0311,09:34:30,09:34:30,2125,7,3444.572,1
1908_0312,09:38:40,09:38:40,2125,1,0.0,1
1908_0312,09:39:40,09:39:50,2026,2,592.947,1
1908_0312,09:42:10,09:42:20,2027,3,1257.009,1
1908_0312,09:43:40,09:43:50,2028,4,1728.381,1
1908_0312,09:45:40,09:45:50,2013,5,2236.943,1
1908_0312,09:47:40,09:47:50,2014,6,2898.022,1
1908_0312,09:49:40,09:49:50,2016,7,3405.137,1
1908_0312,09:51:40,09:51:50,2017,8,4040.885,1
1908_0312,09:53:40,09:53:40,2019,9,4770.949,1
1908_0313,10:00:00,10:00:00,2019,1,0.0,1
1908_0313,10:02:00,10:02:10,2117,2,730.075,1
1908_0313,10:03:30,10:03:40,2116,3,1365.812,1
1908_0313,10:05:30,10:05:40,2114,4,1883.886,1
1908_0313,10:07:30,10:07:40,2113,5,2526.761,1
1908_0313,10:09:00,10:09:10,2128,6,3034.03,1
1908_0313,10:10:30,10:10:40,2127,7,3498.752,1
1908_0313,10:13:00,10:13:10,2126,8,4189.862,1
1908_0313,10:14:30,10:14:30,2125,9,4761.682,1
1908_0314,10:18:40,10:18:40,2125,1,0.0,1
1908_0314,10:19:40,10:19:50,2026,2,592.947,1
1908_0314,10:22:10,10:22:20,2027,3,1257.009,1
1908_0314,10:23:40,10:23:50,2028,4,1728.381,1
1908_0314,10:25:40,10:25:50,2013,5,2236.943,1
1908_0314,10:27:40,10:27:50,2014,6,2898.022,1
1908_0314,10:29:40,10:29:50,2016,7,3405.137,1
1908_0314,10:31:40,10:31:50,2017,8,4040.885,1
1908_0314,10:33:40,10:33:40,2019,9,4770.949,1
1908_0315,10:41:00,10:41:00,2019,1,0.0,1
1908_0315,10:43:00,10:43:10,2117,2,730.075,1
1908_0315,10:44:30,10:44:40,2116,3,1365.812,1
1908_0315,10:46:30,10:46:40,2114,4,1883.886,1
1908_0315,10:48:30,10:48:40,2113,5,2526.761,1
1908_0315,10:50:00,10:50:10,2128,6,3034.03,1
1908_0315,10:51:30,10:51:40,2127,7,3498.752,1
1908_0315,10:54:00,10:54:10,2126,8,4189.862,1
1908_0315,10:55:30,10:55:30,2125,9,4761.682,1
1908_0316,11:03:40,11:03:40,2125,1,0.0,1
1908_0316,11:04:40,11:04:50,2026,2,592.947,1
1908_0316,11:07:10,11:07:20,2027,3,1257.009,1
1908_0316,11:08:40,11:08:50,2028,4,1728.381,1
1908_0316,11:10:40,11:10:50,2013,5,2236.943,1
1908_0316,11:12:40,11:12:50,2014,6,2898.022,1
1908_0316,11:14:40,11:14:50,2016,7,3405.137,1
1908_0316,11:16:40,11:16:50,2017,8,4040.885,1
1908_0316,11:18:40,11:18:40,2019,9,4770.949,1
1908_0317,11:25:20,11:25:20,2019,1,0.0,1
1908_0317,11:27:20,11:27:30,2117,2,730.075,1
1908_0317,11:28:50,11:29:00,2116,3,1365.812,1
1908_0317,11:30:50,11:31:00,2114,4,1883.886,1
1908_0317,11:32:50,11:33:00,2113,5,2526.761,1
1908_0317,11:34:20,11:34:30,2128,6,3034.03,1
1908_0317,11:35:50,11:36:00,2127,7,3498.752,1
1908_0317,11:38:20,11:38:30,2126,8,4189.862,1
1908_0317,11:39:50,11:39:50,2125,9,4761.682,1
1908_0318,11:44:00,11:44:00,2125,1,0.0,1
1908_0318,11:45:00,11:45:10,2026,2,592.947,1
1908_0318,11:47:30,11:47:40,2027,3,1257.009,1
1908_0318,11:49:00,11:49:10,2028,4,1728.381,1
1908_0318,11:51:30,11:51:40,2111,5,2105.376,1
1908_0318,11:54:00,11:54:10,2029,6,2777.129,1
1908_0318,11:56:00,11:56:00,2130,7,3449.903,1
1908_0319,12:11:00,12:11:00,2130,1,0.0,1
1908_0319,12:12:30,12:12:40,2129,2,672.418,1
1908_0319,12:15:00,12:15:10,2011,3,1328.24,1
1908_0319,12:17:00,12:17:10,2128,4,1716.92,1
1908_0319,12:18:30,12:18:40,2127,5,2181.642,1
1908_0319,12:21:00,12:21:10,2126,6,2872.752,1
1908_0319,12:22:30,12:22:30,2125,7,3444.572,1
1908_0320,12:26:40,12:26:40,2125,1,0.0,1
1908_0320,12:27:40,12:27:50,2026,2,592.947,1
1908_0320,12:30:10,12:30:20,2027,3,1257.009,1
1908_0320,12:31:40,12:31:50,2028,4,1728.381,1
1908_0320,12:33:40,12:33:50,2013,5,2236.943,1
1908_0320,12:35:40,12:35:50,2014,6,2898.022,1
1908_0320,12:37:40,12:37:50,2016,7,3405.137,1
1908_0320,12:39:40,12:39:50,2017,8,4040.885,1
1908_0320,12:41:40,12:41:40,2019,9,4770.949,1
1908_0321,12:48:00,12:48:00,2019,1,0.0,1
1908_0321,12:50:00,12:50:10,2117,2,730.075,1
1908_0321,12:51:30,12:51:40,2116,3,1365.812,1
1908_0321,12:53:30,12:53:40,2114,4,1883.886,1
1908_0321,12:55:30,12:55:40,2113,5,2526.761,1
1908_0321,12:57:00,12:57:10,2128,6,3034.03,1
1908_0321,12:58:30,12:58:40,2127,7,3498.752,1
1908_0321,13:01:00,13:01:10,2126,8,4189.862,1
1908_0321,13:02:30,13:02:30,2125,9,4761.682,1
1908_0322,13:06:40,13:06:40,2125,1,0.0,1
1908_0322,13:07:40,13:07:50,2026,2,592.947,1
1908_0322,13:10:10,13:10:20,2027,3,1257.009,1
1908_0322,13:11:40,13:11:50,2028,4,1728.381,1
1908_0322,13:13:40,13:13:50,2013,5,2236.943,1
1908_0322,13:15:40,13:15:50,2014,6,2898.022,1
1908_0322,13:17:40,13:17:50,2016,7,3405.137,1
1908_0322,13:19:40,13:19:50,2017,8,4040.885,1
1908_0322,13:21:40,13:21:40,2019,9,4770.949,1
1908_0323,13:28:00,13:28:00,2019,1,0.0,1
1908_0323,13:30:00,13:30:10,2117,2,730.075,1
1908_0323,13:31:30,13:31:40,2116,3,1365.812,1
1908_0323,13:33:30,13:33:40,2114,4,1883.886,1
1908_0323,13:35:30,13:35:40,2113,5,2526.761,1
1908_0323,13:37:00,13:37:10,2128,6,3034.03,1
1908_0323,13:38:30,13:38:40,2127,7,3498.752,1
1908_0323,13:41:00,13:41:10,2126,8,4189.862,1
1908_0323,13:42:30,13:42:30,2125,9,4761.682,1
1908_0324,13:46:40,13:46:40,2125,1,0.0,1
1908_0324,13:47:40,13:47:50,2026,2,592.947,1
1908_0324,13:50:10,13:50:20,2027,3,1257.009,1
1908_0324,13:51:40,13:51:50,2028,4,1728.381,1
1908_0324,13:53:40,13:53:50,2013,5,2236.943,1
1908_0324,13:55:40,13:55:50,2014,6,2898.022,1
1908_0324,13:57:40,13:57:50,2016,7,3405.137,1
1908_0324,13:59:40,13:59:50,2017,8,4040.885,1
1908_0324,14:01:40,14:01:40,2019,9,4770.949,1
1908_0325,14:08:00,14:08:00,2019,1,0.0,1
1908_0325,14:10:00,14:10:10,2117,2,730.075,1
1908_0325,14:11:30,14:11:40,2116,3,1365.812,1
1908_0325,14:13:30,14:13:40,2114,4,1883.886,1
1908_0325,14:15:30,14:15:40,2113,5,2526.761,1
1908_0325,14:17:00,14:17:10,2128,6,3034.03,1
1908_0325,14:18:30,14:18:40,2127,7,3498.752,1
1908_0325,14:21:00,14:21:10,2126,8,4189.862,1
1908_0325,14:22:30,14:22:30,2125,9,4761.682,1
1908_0326,14:26:40,14:26:40,2125,1,0.0,1
1908_0326,14:27:40,14:27:50,2026,2,592.947,1
1908_0326,14:30:10,14:30:20,2027,3,1257.009,1
