route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,continuous_drop_off,map_url,timetable_url,ticketing_deep_link_id
129,73,"87","Horta-Gràcia",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:129,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202107/202107280439061229_87_08_2021_of.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202510/202510230725542859_87x2.pdf,
130,72,"A1","Aerobús Barcelona-Aeroport T1",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:130,9fd6f6,333333,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202107/202107141140065850_A1_07_2021_of.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202107/202107120651598806_A1x2.pdf,aerobus_checkout
132,44,"B14","Sta. Coloma G.-St. Adrià B.",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:132,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202510/202510291156046045_B14.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202407/202407170950065292_B14x2.pdf,
139,44,"B21","St. Adrià B.-Barcelona",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:139,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/201909/201909050850192953_B21.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202506/202506031012397752_B21x2.pdf,
141,44,"B23","Badalona-Barcelona",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:141,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202307/202307180109266989_B23_05_2023_of.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202512/202512100838521990_B23x2.pdf,
142,44,"B24","Badalona-Barcelona",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:142,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202408/202408130716310086_B24.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202506/202506031017132180_B24x2.pdf,
143,44,"B25","Badalona-Barcelona",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:143,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202607/202607280706068689_B25.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202607/202607201003211644_B25x2.pdf,
146,44,"B29","Badalona-Tiana",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:146,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/201909/201909130852415130_B29.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202407/202407171020474147_B29x2.pdf,
148,44,"B31","Les Costes-Plaça de la Mare",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:148,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202604/202604290818035579_B31.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202604/202604220214258885_B31x2.pdf,
156,56,"CF1","Can Roca-El Poal",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:156,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202410/202410080221450935_CF1.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202409/202409190138219853_CF1x2.pdf,
157,34,"EP1","La Miranda-H. St. Joan Déu",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:157,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202305/202305260744078030_EP1.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202510/202510130829473594_EP1x2.pdf,
158,34,"EP2","Ajuntament-La Miranda",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:158,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202112/202112200828474654_EP2.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202112/202112030911078440_EP2x2.png,
163,56,"GA1","La Sentiu-Gavà Mar",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:163,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202312/202312130712078139_GA1.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202311/202311280900194320_GA1x2.pdf,
164,34,"JM","St. Just D.-Barcelona",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:164,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202112/202112200829270433_JM.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202603/202603240757037714_JMx2.pdf,
165,34,"JT","Esplugues L.-St. Just D.",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:165,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202510/202510211110112853_JT.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202510/202510280717099091_JTx2.pdf,
173,69,"L16","L'Hospitalet L.-Barcelona",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:173,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202404/202404050431357581_L16.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202411/202411290745583151_L16x2.pdf,
177,62,"L46","Cornellà L.-St. Just D.",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:177,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202207/202207191025044056_L46.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202603/202603110140044036_L46x2.pdf,
181,62,"L52","L'Hospitalet L.-St. Feliu L.",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:181,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202207/202207191025447804_L52.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202506/202506110832351888_L52x2.pdf,
194,62,"L70","Barcelona-St. Boi L.",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:194,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202312/202312120824163443_L70.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202412/202412231017545270_L70x2.pdf,
195,62,"L72","Barcelona-St. Boi L.",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:195,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202207/202207191026593739_L72.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202310/202310060705023779_L72x2.pdf,
196,62,"L74","St. Boi L.-Cornellà L.",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:196,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202512/202512170946119914_L74.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202512/202512190934555605_L74x2.pdf,
198,62,"L76","St. Boi L.-Torrelles L.",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:198,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202306/202306230224301417_L76.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202502/202502170850542750_L76x2.pdf,
199,62,"L77","St. Feliu L.-Gavà Mar",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:199,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202310/202310300741281794_L77.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202505/202505190259294821_L77x2.pdf,
200,62,"L78","St. Boi L.-El Prat L.",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:200,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202607/202607010941386232_L78.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202606/202606251043137434_L78x2.pdf,
202,56,"L80","Barcelona-Gavà",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:202,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202310/202310131026391397_L80.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202310/202310131026291866_L80x2.pdf,
204,56,"L82","L'Hospitalet-Gavà",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:204,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202312/202312130716341721_L82.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202602/202602111241541209_L82x2.pdf,
206,56,"L85","L'Hospitalet-Gavà",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:206,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202602/202602181058121847_L85.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202602/202602110159094848_L85x2.pdf,
207,56,"L86","Barcelona-Viladecans",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:207,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202310/202310131041168711_L86.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202310/202310131041060898_L86x2.pdf,
209,56,"L88","Viladecans-Sant Climent",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:209,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202112/202112200709469968_L88.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202302/202302160956144008_L88x2.pdf,
210,56,"L94","Barcelona-Castelldefels",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:210,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202410/202410080236085055_L94.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202606/202606021035445112_L94x2.pdf,
211,56,"L95","Barcelona-Castelldefels",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:211,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202503/202503200151261634_L95.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202503/202503200149449229_L95x2.pdf,
212,56,"L96","Castelldefels-Sant Boi",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:212,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202112/202112200713168236_L96.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202310/202310131117235668_L96x2.pdf,
213,56,"L97","Barcelona-Castelldefels",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:213,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202310/202310190741304335_L97.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202507/202507220352553745_L97x2.pdf,
214,69,"LH1","Circular",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:214,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202505/202505021007368380_LH1.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202505/202505021005505147_LH1x1.pdf,
215,69,"LH2","Circular",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:215,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202412/202412241126271225_LH2.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202508/202508051012532607_LH2X1.pdf,
216,44,"N0","Circular ext.-Circular int.",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:216,0062a1,ffffff,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202505/202505140230360020_N0.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202504/202504290145290716_N0x2.pdf,
