route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,continuous_drop_off,map_url,timetable_url,ticketing_deep_link_id
217,44,"N1","Mercabarna-Trinitat Nova",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:217,0062a1,fcfcfc,3,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202310/202310031229399422_N1.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202603/202603260114190898_N1x2.pdf,
218,44,"N11","Barcelona-Badalona",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:218,0062a1,ffffff,3,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202410/202410080223333622_N11.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202606/202606250111475010_N11x2.pdf,
219,56,"N12","Barcelona-Sant Feliu",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:219,0062a1,ffffff,3,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202306/202306231047050141_N12.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202607/202607070756546425_N12x2.pdf,
220,56,"N13","Barcelona-Sant Boi",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:220,0062a1,fcfcfc,3,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202602/202602190723429882_N13.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202504/202504291000265741_N13x2.pdf,
221,56,"N14","Barcelona-Castelldefels",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:221,0062a1,faf9f9,3,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202408/202408130725527721_N14.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202607/202607070818099580_N14x2.pdf,
222,56,"N15","Barcelona-Sant Joan Despí",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:222,0062a1,ffffff,3,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202602/202602230110480252_N15.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202602/202602111246114799_N15x2.pdf,
223,56,"N16","Barcelona-Castelldefels",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:223,0062a1,fafafa,3,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202408/202408130731204978_N16.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202607/202607070800265236_N16x2.pdf,
224,56,"N17","Barcelona-Aeroport T1",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:224,0062a1,faf9f9,3,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202112/202112210611154918_N17.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202606/202606180655420435_N17x2.pdf,
225,44,"N2","L'Hospitalet L.-Badalona",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:225,0062a1,fcfcfc,3,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202310/202310031231242543_N2.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202606/202606250107060146_N2x2.pdf,
226,44,"N3","Collblanc-Ciutat Meridiana",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:226,0062a1,fdfcfc,3,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202504/202504300339019051_N3.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202504/202504290149320073_N3x2.pdf,
227,44,"N4","Estació Marítima-El Carmel",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:227,0062a1,faf9f9,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202505/202505140231358793_N4.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202504/202504290155595533_N4x2.pdf,
228,44,"N5","Pl. Catalunya-El Carmel",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:228,0062a1,ffffff,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/201708/201708041126296827_N5.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202505/202505020734081455_N5x2.pdf,
229,44,"N6","Sta. Coloma G.-Canyelles",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:229,0062a1,fcfcfc,3,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202505/202505051101029439_N6.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202504/202504290159447267_N6x2.pdf,
230,44,"N7","Pedralbes-Fòrum",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:230,0062a1,ffffff,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202301/202301090155326139_N7.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202504/202504241253145362_N7x2.pdf,
231,44,"N8","Can Caralleu-Sta. Coloma G.",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:231,0062a1,ffffff,3,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202410/202410080231544006_N8.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202601/202601230837419818_N8x2.pdf,
232,44,"N9","Barcelona-Tiana",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:232,0062a1,fafafa,3,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202506/202506101108140809_N9.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202606/202606250108314578_N9x2.pdf,
234,69,"PR1","Aeroport T1-Aeroport T2",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:234,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202606/202606301251030346_PR1.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202606/202606251050426416_PR1x2.pdf,
235,69,"PR2","Est. Rodalies-Sant Cosme",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:235,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202606/202606301253167516_PR2.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202606/202606251053325495_PR2x2.pdf,
236,69,"PR3","Est. Rodalies-Platja",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:236,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202607/202607070703298021_PR3.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202606/202606251056380715_PR3x2.pdf,
237,74,"PR4","Estació Rodalies-ZAL Prat",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:237,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202310/202310190442310501_PR4.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202603/202603020908456518_PR4x2.pdf,
248,62,"SB1","Camps Blancs-FGC Molí Nou",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:248,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202207/202207191030482325_SB1.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202502/202502050734438628_SB1x2.pdf,
249,62,"SB2","FGC Sant Boi-Camps Blancs",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:249,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202207/202207191031213105_SB2.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202207/202207080804555215_SB2x2.pdf,
250,62,"SB3","Tanatori-Marianao",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:250,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202312/202312120828393119_SB3.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202405/202405030124080884_SB3x2.pdf,
251,34,"SF1","Circular",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:251,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202411/202411040801486254_SF1.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202603/202603101032097923_SF1x1.pdf,
252,34,"SF2","Circular",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:252,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202307/202307181138481235_SF2_06_2023_prov.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202603/202603101034457311_SF2x1.pdf,
264,56,"VB1","Est. Rodalies-Can Guardiola",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:264,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202112/202112200716080569_VB1.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202601/202601211152001968_VB1x2.pdf,
265,56,"VB2","Est. Rodalies-Can Palmer",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:265,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202112/202112200716592754_VB2.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202601/202601211153056397_VB2x2.pdf,
268,56,"L99","Castelldefels-Aeroport T1",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:268,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202112/202112200715044167_L99.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202202/202202200949173758_L99x2.pdf,
269,72,"A2","Aerobús Barcelona-Aeroport T2",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:269,9fd6f6,353535,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202107/202107141141165064_A2_07_2021_of.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202107/202107130445521191_Tira-A2-ida-vuelta.pdf,aerobus_checkout
297,44,"B8","Bonavista",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:297,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202602/202602240222211367_B8.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202505/202505210240258583_B8x1.pdf,
301,44,"B80","Riera Alta-Can Franquesa",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:301,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202108/202108020959281840_B80.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202506/202506100119446246_B80x2.pdf,
302,44,"B81","H. Esperit Sant-Can Franquesa",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:302,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202410/202410110705599574_B81.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202512/202512100939197173_B81x2.pdf,
303,44,"B82","R. Torribera-CAI El Carme",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:303,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202310/202310190804048650_B82.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202407/202407171242216849_B82x2.pdf,
307,44,"B15","Les Oliveres-Montigalà",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:307,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202408/202408130710183922_B15.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202407/202407170952160980_B15x2.pdf,
310,44,"B18","Sta. Coloma G. - H. Can Ruti",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:310,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202606/202606120657192835_B18.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202603/202603030928356178_B18x2.pdf,
313,44,"B20","Sta. Coloma G.-Barcelona",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:313,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202401/202401081256041465_B20.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202512/202512100821193400_B20x2.pdf,
325,44,"B2","Manresà-H. Esperit Sant",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:325,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/201603/201603291244292656_B2.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202606/202606250103563825_B2x2.pdf,
326,44,"B3","Llefià-Pomar/Les Guixeres",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:326,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/201802/201802090819551645_B3.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202407/202407161011454573_B3x2.pdf,
327,44,"B4","Montigalà-Mas Ram",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:327,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/201811/201811290228359179_B4.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202607/202607280731143829_B4x2.pdf,
328,44,"B5","Est. Rodalies-H. Esperit Sant",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:328,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202312/202312210721340998_B5.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202606/202606020754179218_B5x2.pdf,
329,44,"B7","Bufalà-Est. St. Adrià",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:329,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202105/202105190712518456_B7.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202607/202607280732447323_B7x2.pdf,
349,34,"SF3","Circular",Información de ruta - www.ambmobilitat.cat,3,https://app.ambmobilitat.cat/lines/busamb:349,ffaa00,343434,1,https://serveis.ambmobilitat.cat/Uploads/Galeria/2/202411/202411040802378372_SF3.pdf,https://serveis.ambmobilitat.cat/Uploads/Galeria/1/202602/202602240756271974_SF3x1.pdf,
